Year,School,Sport,Gender,Scores,Rank
2009,Grinnell College,Outdoor Track & Field,Women,3,8
2009,Grinnell College,Total,Women,60,4
2009,Illinois College,Volleyball,Women,3,7
2009,Illinois College,Soccer,Women,1,10
2009,Illinois College,Cross Country,Women,2,9
2009,Illinois College,Basketball,Women,6.5,4
2009,Illinois College,Swimming,Women,2,9
2009,Illinois College,Indoor Track & Field,Women,4,7
2009,Illinois College,Tennis,Women,2,8
2009,Illinois College,Outdoor Track & Field,Women,7,4
2009,Illinois College,Total,Women,39,8
2009,Knox College,Volleyball,Women,1,10
2009,Knox College,Soccer,Women,2,9
2009,Knox College,Cross Country,Women,1,10
2009,Knox College,Basketball,Women,4,8
2009,Knox College,Swimming,Women,7,4
2009,Knox College,Indoor Track & Field,Women,5,6
2009,Knox College,Tennis,Women,4,7
2009,Knox College,Outdoor Track & Field,Women,5,6
2009,Knox College,Total,Women,33.5,10
2009,Lake Forest College,Volleyball,Women,7,3
2009,Lake Forest College,Soccer,Women,8.5,2
2009,Lake Forest College,Cross Country,Women,3,8
2009,Lake Forest College,Basketball,Women,8,3
2009,Lake Forest College,Swimming,Women,9,2
2009,Lake Forest College,Tennis,Women,7,4
2009,Lake Forest College,Total,Women,51.5,6
2009,Lawrence University,Volleyball,Women,3,7
2009,Lawrence University,Soccer,Women,7,4
2009,Lawrence University,Cross Country,Women,4,7
2009,Lawrence University,Basketball,Women,1,10
2009,Lawrence University,Swimming,Women,4,7
2009,Lawrence University,Indoor Track & Field,Women,3,8
2009,Lawrence University,Tennis,Women,5,6
2009,Lawrence University,Outdoor Track & Field,Women,2,9
2009,Lawrence University,Total,Women,34.5,9
2009,Monmouth College,Volleyball,Women,5,6
2009,Monmouth College,Soccer,Women,5.5,5
2009,Monmouth College,Cross Country,Women,8,3
2009,Monmouth College,Basketball,Women,6.5,4
2009,Monmouth College,Swimming,Women,6,5
2009,Monmouth College,Indoor Track & Field,Women,10,1
2009,Monmouth College,Tennis,Women,2,8
2009,Monmouth College,Outdoor Track & Field,Women,10,1
2009,Monmouth College,Total,Women,66,3
2009,Ripon College,Volleyball,Women,7,3
2009,Ripon College,Soccer,Women,3,8
2009,Ripon College,Cross Country,Women,5,6
2009,Ripon College,Basketball,Women,9,2
2009,Ripon College,Swimming,Women,3,8
2009,Ripon College,Indoor Track & Field,Women,6,5
2009,Ripon College,Tennis,Women,2,8
2009,Ripon College,Outdoor Track & Field,Women,6,5
2009,Ripon College,Total,Women,56,5
2009,St. Norbert College,Volleyball,Women,10,1
2009,St. Norbert College,Soccer,Women,8.5,2
2009,St. Norbert College,Cross Country,Women,7,4
2009,St. Norbert College,Basketball,Women,10,1
2009,St. Norbert College,Indoor Track & Field,Women,8,3
2009,St. Norbert College,Tennis,Women,10,1
2009,St. Norbert College,Outdoor Track & Field,Women,8,3
2009,St. Norbert College,Total,Women,78.5,1
2010,Beloit,Football,Men,5,5
2010,Beloit,Soccer,Men,3.5,7
2010,Beloit,Cross Country,Men,3,8
2010,Beloit,Basketball,Men,3,8
2010,Beloit,Swimming,Men,5,6
2010,Beloit,Indoor Track & Field,Men,3,8
2010,Beloit,Outdoor Track & Field,Men,4,7
2010,Beloit,Baseball,Men,9,2
2010,Beloit,Total,Men,37.5,8
2010,Carroll,Football,Men,8,2
2010,Carroll,Soccer,Men,9.5,1
2010,Carroll,Cross Country,Men,5,6
2010,Carroll,Basketball,Men,5,5
2010,Carroll,Swimming,Men,6,5
2010,Carroll,Indoor Track & Field,Men,7,4
2010,Carroll,Tennis,Men,7.5,3
2010,Carroll,Outdoor Track & Field,Men,5,6
2010,Carroll,Baseball,Men,3.5,7
2010,Carroll,Total,Men,66.5,5
2010,Grinnell,Football,Men,5,5
2010,Grinnell,Soccer,Men,8,3
2010,Grinnell,Cross Country,Men,10,1
2010,Grinnell,Basketball,Men,8,2
2010,Grinnell,Swimming,Men,10,1
2010,Grinnell,Indoor Track & Field,Men,5,6
2010,Grinnell,Tennis,Men,10,1
2010,Grinnell,Outdoor Track & Field,Men,8,3
2010,Grinnell,Baseball,Men,8,3
2010,Grinnell,Total,Men,78,1
2010,Illinois College,Football,Men,5,5
2010,Illinois College,Soccer,Men,2,9
2010,Illinois College,Cross Country,Men,2,9
2010,Illinois College,Basketball,Men,8,2
2010,Illinois College,Swimming,Men,2.5,8
2010,Illinois College,Indoor Track & Field,Men,6,5
2010,Illinois College,Tennis,Men,3,8
2010,Illinois College,Outdoor Track & Field,Men,6,5
2010,Illinois College,Baseball,Men,5.5,5
2010,Illinois College,Total,Men,44,7
2010,Knox,Football,Men,1,10
2010,Knox,Soccer,Men,1,10
2010,Knox,Cross Country,Men,4,7
2010,Knox,Basketball,Men,1.5,9
2010,Knox,Swimming,Men,2.5,8
2010,Knox,Indoor Track & Field,Men,2,9
2010,Knox,Tennis,Men,4,7
2010,Knox,Outdoor Track & Field,Men,3,8
2010,Knox,Baseball,Men,3.5,7
2010,Knox,Total,Men,30.5,9
2010,Lake Forest,Football,Men,2.5,8
2010,Lake Forest,Soccer,Men,6,5
2010,Lake Forest,Cross Country,Men,1,10
2010,Lake Forest,Basketball,Men,5,5
2010,Lake Forest,Swimming,Men,9,2
2010,Lake Forest,Tennis,Men,6,5
2010,Lake Forest,Total,Men,29.5,10
2010,Lawrence,Football,Men,2.5,8
2010,Lawrence,Soccer,Men,7,4
2010,Lawrence,Cross Country,Men,9,2
2010,Lawrence,Basketball,Men,5,5
2010,Lawrence,Swimming,Men,8,3
2010,Lawrence,Indoor Track & Field,Men,4,7
2010,Lawrence,Tennis,Men,5,6
2010,Lawrence,Outdoor Track & Field,Men,2,9
2010,Lawrence,Baseball,Men,2,9
2010,Lawrence,Total,Men,47.5,6
2010,Monmouth,Football,Men,8,2
2010,Monmouth,Soccer,Men,3.5,7
2010,Monmouth,Cross Country,Men,7,4
2010,Monmouth,Basketball,Men,1.5,9
2010,Monmouth,Swimming,Men,7,4
2010,Monmouth,Indoor Track & Field,Men,10,1
2010,Monmouth,Tennis,Men,9,2
2010,Monmouth,Outdoor Track & Field,Men,10,1
2010,Monmouth,Baseball,Men,7,4
2010,Monmouth,Total,Men,72,2
2010,Ripon,Football,Men,8,2
2010,Ripon,Soccer,Men,9.5,1
2010,Ripon,Cross Country,Men,8,3
2010,Ripon,Basketball,Men,8,2
2010,Ripon,Swimming,Men,4,7
2010,Ripon,Indoor Track & Field,Men,8,3
2010,Ripon,Tennis,Men,2,9
2010,Ripon,Outdoor Track & Field,Men,9,2
2010,Ripon,Baseball,Men,10,1
2010,Ripon,Total,Men,71.5,3
2010,St. Norbert,Football,Men,10,1
2010,St. Norbert,Soccer,Men,5,6
2010,St. Norbert,Cross Country,Men,6,5
2010,St. Norbert,Basketball,Men,10,1
2010,St. Norbert,Indoor Track & Field,Men,9,2
2010,St. Norbert,Tennis,Men,7.5,3
2010,St. Norbert,Outdoor Track & Field,Men,7,4
2010,St. Norbert,Baseball,Men,5.5,5
2010,St. Norbert,Total,Men,67,4
2010,Beloit,Volleyball,Women,9.5,1
2010,Beloit,Soccer,Women,2,9
2010,Beloit,Cross Country,Women,2,9
2010,Beloit,Tennis,Women,5,6
2010,Beloit,Swimming,Women,6,5
2010,Beloit,Indoor Track & Field,Women,4,7
2010,Beloit,Outdoor Track & Field,Women,4,7
2010,Beloit,Softball,Women,3.5,7
2010,Beloit,Total,Women,39,9
2010,Carroll,Volleyball,Women,6,5
2010,Carroll,Soccer,Women,10,1
2010,Carroll,Cross Country,Women,8,3
2010,Carroll,Tennis,Women,6,5
2010,Carroll,Swimming,Women,5,6
2010,Carroll,Indoor Track & Field,Women,8,3
2010,Carroll,Outdoor Track & Field,Women,7,4
2010,Carroll,Softball,Women,1.5,9
2010,Carroll,Total,Women,68.5,3
2010,Grinnell,Volleyball,Women,4,6
2010,Grinnell,Soccer,Women,5,6
2010,Grinnell,Cross Country,Women,7,4
2010,Grinnell,Tennis,Women,10,1
2010,Grinnell,Swimming,Women,10,1
2010,Grinnell,Indoor Track & Field,Women,6,5
2010,Grinnell,Outdoor Track & Field,Women,8,3
2010,Grinnell,Softball,Women,1.5,9
2010,Grinnell,Total,Women,64,4
2010,Illinois College,Volleyball,Women,2,9
2010,Illinois College,Soccer,Women,1,10
2010,Illinois College,Cross Country,Women,3,8
2010,Illinois College,Tennis,Women,1,10
2010,Illinois College,Swimming,Women,2,9
2010,Illinois College,Indoor Track & Field,Women,7,4
2010,Illinois College,Outdoor Track & Field,Women,6,5
2010,Illinois College,Softball,Women,5.5,5
2010,Illinois College,Total,Women,43.5,7
2010,Knox,Volleyball,Women,1,10
2010,Knox,Soccer,Women,3,8
2010,Knox,Cross Country,Women,1,10
2010,Knox,Tennis,Women,4,7
2010,Knox,Swimming,Women,3,8
2010,Knox,Indoor Track & Field,Women,3,8
2010,Knox,Outdoor Track & Field,Women,2,9
2010,Knox,Softball,Women,3.5,7
2010,Knox,Total,Women,28.5,10
2010,Lake Forest,Volleyball,Women,7.5,3
2010,Lake Forest,Soccer,Women,9,2
2010,Lake Forest,Cross Country,Women,5,6
2010,Lake Forest,Tennis,Women,9,2
2010,Lake Forest,Swimming,Women,9,2
2010,Lake Forest,Softball,Women,7,4
2010,Lake Forest,Total,Women,53.5,5
2010,Lawrence,Volleyball,Women,4,6
2010,Lawrence,Soccer,Women,7.5,3
2010,Lawrence,Cross Country,Women,4,7
2010,Lawrence,Tennis,Women,7,4
2010,Lawrence,Swimming,Women,8,3
2010,Lawrence,Indoor Track & Field,Women,2,9
2010,Lawrence,Outdoor Track & Field,Women,3,8
2010,Lawrence,Softball,Women,5.5,5
2010,Lawrence,Total,Women,42,8
2010,Monmouth,Volleyball,Women,9.5,1
2010,Monmouth,Soccer,Women,7.5,3
2010,Monmouth,Cross Country,Women,9,2
2010,Monmouth,Tennis,Women,2,9
2010,Monmouth,Swimming,Women,7,4
2010,Monmouth,Indoor Track & Field,Women,10,1
2010,Monmouth,Outdoor Track & Field,Women,10,1
2010,Monmouth,Softball,Women,8,3
2010,Monmouth,Total,Women,76,1
2010,Ripon,Volleyball,Women,4,6
2010,Ripon,Soccer,Women,4,7
2010,Ripon,Cross Country,Women,6,5
2010,Ripon,Tennis,Women,3,8
2010,Ripon,Swimming,Women,4,7
2010,Ripon,Indoor Track & Field,Women,5,6
2010,Ripon,Outdoor Track & Field,Women,5,6
2010,Ripon,Softball,Women,10,1
2010,Ripon,Total,Women,52.5,6
2010,St. Norbert,Volleyball,Women,7.5,3
2010,St. Norbert,Soccer,Women,6,5
2010,St. Norbert,Cross Country,Women,10,1
2010,St. Norbert,Tennis,Women,8,3
2010,St. Norbert,Indoor Track & Field,Women,9,2
2010,St. Norbert,Outdoor Track & Field,Women,9,2
2010,St. Norbert,Softball,Women,9,2
2010,St. Norbert,Total,Women,73.5,2
2011,Beloit,Football,Men,3,8
2011,Beloit,Soccer,Men,8.5,2
2011,Beloit,Cross Country,Men,2,9
2011,Beloit,Basketball,Men,5,6
2011,Beloit,Swimming,Men,5,6
2011,Beloit,Indoor Track & Field,Men,2,9
2011,Beloit,Outdoor Track & Field,Men,2,9
2011,Beloit,Baseball,Men,9,2
2011,Beloit,Total,Men,38.5,9
2011,Carroll,Football,Men,7,4
2011,Carroll,Soccer,Men,10,1
2011,Carroll,Cross Country,Men,7,4
2011,Carroll,Basketball,Men,6.5,4
2011,Carroll,Swimming,Men,8,3
2011,Carroll,Indoor Track & Field,Men,9,2
2011,Carroll,Tennis,Men,7,4
2011,Carroll,Outdoor Track & Field,Men,8,3
2011,Carroll,Baseball,Men,3.5,7
2011,Carroll,Total,Men,76,1
2011,Grinnell,Football,Men,5,6
2011,Grinnell,Soccer,Men,4.5,6
2011,Grinnell,Cross Country,Men,9,2
2011,Grinnell,Basketball,Men,9,2
2011,Grinnell,Swimming,Men,10,1
2011,Grinnell,Indoor Track & Field,Men,5,6
2011,Grinnell,Tennis,Men,10,1
2011,Grinnell,Outdoor Track & Field,Men,6,5
2011,Grinnell,Baseball,Men,8,3
2011,Grinnell,Total,Men,72.5,3
2011,Illinois College,Football,Men,9,2
2011,Illinois College,Soccer,Men,4.5,6
2011,Illinois College,Cross Country,Men,1,10
2011,Illinois College,Basketball,Men,2,9
2011,Illinois College,Swimming,Men,2,9
2011,Illinois College,Indoor Track & Field,Men,7,4
2011,Illinois College,Tennis,Men,2,9
2011,Illinois College,Outdoor Track & Field,Men,4,7
2011,Illinois College,Baseball,Men,5.5,5
2011,Illinois College,Total,Men,42,7
2011,Knox,Football,Men,1,10
2011,Knox,Soccer,Men,1,10
2011,Knox,Cross Country,Men,6,5
2011,Knox,Basketball,Men,1,10
2011,Knox,Swimming,Men,4,7
2011,Knox,Indoor Track & Field,Men,3,8
2011,Knox,Tennis,Men,4,7
2011,Knox,Outdoor Track & Field,Men,3,8
2011,Knox,Baseball,Men,7,4
2011,Knox,Total,Men,37,10
2011,Lake Forest,Football,Men,4,7
2011,Lake Forest,Soccer,Men,6.5,4
2011,Lake Forest,Cross Country,Men,3,8
2011,Lake Forest,Basketball,Men,10,1
2011,Lake Forest,Swimming,Men,9,2
2011,Lake Forest,Tennis,Men,8,3
2011,Lake Forest,Total,Men,40.5,8
2011,Lawrence,Football,Men,2,9
2011,Lawrence,Soccer,Men,8.5,2
2011,Lawrence,Cross Country,Men,10,1
2011,Lawrence,Basketball,Men,4,7
2011,Lawrence,Swimming,Men,7,4
2011,Lawrence,Indoor Track & Field,Men,4,7
2011,Lawrence,Tennis,Men,6,5
2011,Lawrence,Outdoor Track & Field,Men,5,6
2011,Lawrence,Baseball,Men,2,9
2011,Lawrence,Total,Men,52.5,5
2011,Monmouth,Football,Men,10,1
2011,Monmouth,Soccer,Men,6.5,4
2011,Monmouth,Cross Country,Men,8,3
2011,Monmouth,Basketball,Men,3,8
2011,Monmouth,Swimming,Men,6,5
2011,Monmouth,Indoor Track & Field,Men,10,1
2011,Monmouth,Tennis,Men,9,2
2011,Monmouth,Outdoor Track & Field,Men,10,1
2011,Monmouth,Baseball,Men,3.5,7
2011,Monmouth,Total,Men,74.5,2
2011,Ripon,Football,Men,6,5
2011,Ripon,Soccer,Men,2.5,8
2011,Ripon,Cross Country,Men,4,7
2011,Ripon,Basketball,Men,6.5,4
2011,Ripon,Swimming,Men,3,8
2011,Ripon,Indoor Track & Field,Men,6,5
2011,Ripon,Tennis,Men,3,8
2011,Ripon,Outdoor Track & Field,Men,7,4
2011,Ripon,Baseball,Men,5.5,5
2011,Ripon,Total,Men,46.5,6
2011,St. Norbert,Football,Men,8,3
2011,St. Norbert,Soccer,Men,2.5,8
2011,St. Norbert,Cross Country,Men,5,6
2011,St. Norbert,Basketball,Men,8,3
2011,St. Norbert,Indoor Track & Field,Men,8,3
2011,St. Norbert,Tennis,Men,5,6
2011,St. Norbert,Outdoor Track & Field,Men,9,2
2011,St. Norbert,Baseball,Men,10,1
2011,St. Norbert,Total,Men,64,4
2011,Beloit,Volleyball,Women,2.5,8
2011,Beloit,Soccer,Women,1,10
2011,Beloit,Cross Country,Women,5,6
2011,Beloit,Tennis,Women,4,7
2011,Beloit,Swimming,Women,4,7
2011,Beloit,Indoor Track & Field,Women,2,9
2011,Beloit,Outdoor Track & Field,Women,3,8
2011,Beloit,Softball,Women,3.5,7
2011,Beloit,Total,Women,27,10
2011,Carroll,Volleyball,Women,5.5,5
2011,Carroll,Soccer,Women,9,1
2011,Carroll,Cross Country,Women,7,4
2011,Carroll,Tennis,Women,6,5
2011,Carroll,Swimming,Women,6,5
2011,Carroll,Indoor Track & Field,Women,9,2
2011,Carroll,Outdoor Track & Field,Women,8,3
2011,Carroll,Softball,Women,9,2
2011,Carroll,Total,Women,76,3
2011,Grinnell,Volleyball,Women,7.5,3
2011,Grinnell,Soccer,Women,9,1
2011,Grinnell,Cross Country,Women,10,1
2011,Grinnell,Tennis,Women,10,1
2011,Grinnell,Swimming,Women,9,2
2011,Grinnell,Indoor Track & Field,Women,6,5
2011,Grinnell,Outdoor Track & Field,Women,6,5
2011,Grinnell,Softball,Women,1.5,9
2011,Grinnell,Total,Women,74.5,4
2011,Illinois C.,Volleyball,Women,4,7
2011,Illinois C.,Soccer,Women,2,9
2011,Illinois C.,Cross Country,Women,1.5,9
2011,Illinois C.,Swimming,Women,3,8
2011,Illinois C.,Indoor Track & Field,Women,7,4
2011,Illinois C.,Outdoor Track & Field,Women,7,4
2011,Illinois C.,Softball,Women,5.5,5
2011,Illinois C.,Total,Women,38,8
2011,Knox,Volleyball,Women,1,10
2011,Knox,Soccer,Women,3,8
2011,Knox,Cross Country,Women,1.5,9
2011,Knox,Tennis,Women,5,6
2011,Knox,Swimming,Women,5,6
2011,Knox,Indoor Track & Field,Women,3,8
2011,Knox,Outdoor Track & Field,Women,2,9
2011,Knox,Softball,Women,3.5,7
2011,Knox,Total,Women,32,9
2011,Lake Forest,Volleyball,Women,7.5,3
2011,Lake Forest,Soccer,Women,4,7
2011,Lake Forest,Cross Country,Women,3,8
2011,Lake Forest,Tennis,Women,7.5,3
2011,Lake Forest,Swimming,Women,10,1
2011,Lake Forest,Softball,Women,7,4
2011,Lake Forest,Total,Women,45.5,6
2011,Lawrence,Volleyball,Women,5.5,5
2011,Lawrence,Soccer,Women,6.5,4
2011,Lawrence,Cross Country,Women,6,5
2011,Lawrence,Tennis,Women,7.5,3
2011,Lawrence,Swimming,Women,7,4
2011,Lawrence,Indoor Track & Field,Women,4,7
2011,Lawrence,Outdoor Track & Field,Women,4,7
2011,Lawrence,Softball,Women,1.5,9
2011,Lawrence,Total,Women,43,7
2011,Monmouth,Volleyball,Women,9,2
2011,Monmouth,Soccer,Women,6.5,4
2011,Monmouth,Cross Country,Women,9,2
2011,Monmouth,Tennis,Women,2,9
2011,Monmouth,Swimming,Women,8,3
2011,Monmouth,Indoor Track & Field,Women,10,1
2011,Monmouth,Outdoor Track & Field,Women,10,1
2011,Monmouth,Softball,Women,8,3
2011,Monmouth,Total,Women,78.5,2
2011,Ripon,Volleyball,Women,2.5,8
2011,Ripon,Soccer,Women,5,6
2011,Ripon,Cross Country,Women,4,7
2011,Ripon,Tennis,Women,3,8
2011,Ripon,Swimming,Women,2,9
2011,Ripon,Indoor Track & Field,Women,5,6
2011,Ripon,Outdoor Track & Field,Women,5,6
2011,Ripon,Softball,Women,5.5,5
2011,Ripon,Total,Women,46.5,5
2011,St. Norbert,Volleyball,Women,10,1
2011,St. Norbert,Soccer,Women,9,1
2011,St. Norbert,Cross Country,Women,8,3
2011,St. Norbert,Tennis,Women,9,2
2011,St. Norbert,Indoor Track & Field,Women,8,3
2011,St. Norbert,Outdoor Track & Field,Women,9,2
2011,St. Norbert,Softball,Women,10,1
2011,St. Norbert,Total,Women,79,1
2012,Beloit,Football,Men,1,11
2012,Beloit,Soccer,Men,9,3
2012,Beloit,Cross Country,Men,3,9
2012,Beloit,Basketball,Men,6,6
2012,Beloit,Swimming,Men,6,6
2012,Beloit,Indoor Track & Field,Men,2,10
2012,Beloit,Outdoor Track & Field,Men,2,10
2012,Beloit,Baseball,Men,6.5,5
2012,Beloit,Total,Men,35.5,11
2012,Carroll,Football,Men,8.5,3
2012,Carroll,Soccer,Men,10,2
2012,Carroll,Cross Country,Men,7,5
2012,Carroll,Basketball,Men,9,3
2012,Carroll,Swimming,Men,7,5
2012,Carroll,Indoor Track & Field,Men,8,4
2012,Carroll,Tennis,Men,8,4
2012,Carroll,Outdoor Track & Field,Men,8,4
2012,Carroll,Baseball,Men,4.5,7
2012,Carroll,Total,Men,79,3
2012,Cornell,Football,Men,5,7
2012,Cornell,Soccer,Men,1,11
2012,Cornell,Cross Country,Men,5,7
2012,Cornell,Basketball,Men,5,7
2012,Cornell,Indoor Track & Field,Men,5,7
2012,Cornell,Tennis,Men,5,7
2012,Cornell,Outdoor Track & Field,Men,4,8
2012,Cornell,Baseball,Men,6.5,5
2012,Cornell,Total,Men,36.5,10
2012,Grinnell,Football,Men,3,8
2012,Grinnell,Soccer,Men,8,4
2012,Grinnell,Cross Country,Men,11,1
2012,Grinnell,Basketball,Men,10,2
2012,Grinnell,Swimming,Men,11,1
2012,Grinnell,Indoor Track & Field,Men,6,6
2012,Grinnell,Tennis,Men,11,1
2012,Grinnell,Outdoor Track & Field,Men,9,3
2012,Grinnell,Baseball,Men,8,4
2012,Grinnell,Total,Men,84.5,2
2012,Illinois Col.,Football,Men,8.5,3
2012,Illinois Col.,Soccer,Men,2.5,9
2012,Illinois Col.,Cross Country,Men,2,10
2012,Illinois Col.,Basketball,Men,3.5,8
2012,Illinois Col.,Swimming,Men,5,7
2012,Illinois Col.,Indoor Track & Field,Men,7,5
2012,Illinois Col.,Tennis,Men,1,10
2012,Illinois Col.,Outdoor Track & Field,Men,6,6
2012,Illinois Col.,Baseball,Men,4.5,7
2012,Illinois Col.,Total,Men,46,7
2012,Knox,Football,Men,3,8
2012,Knox,Soccer,Men,2.5,9
2012,Knox,Cross Country,Men,6,6
2012,Knox,Basketball,Men,1,11
2012,Knox,Swimming,Men,4,8
2012,Knox,Indoor Track & Field,Men,3,9
2012,Knox,Tennis,Men,4,8
2012,Knox,Outdoor Track & Field,Men,3,9
2012,Knox,Baseball,Men,9,3
2012,Knox,Total,Men,40.5,9
2012,Lake Forest,Football,Men,10.5,1
2012,Lake Forest,Soccer,Men,11,1
2012,Lake Forest,Cross Country,Men,4,8
2012,Lake Forest,Basketball,Men,2,10
2012,Lake Forest,Swimming,Men,10,2
2012,Lake Forest,Tennis,Men,6,6
2012,Lake Forest,Total,Men,43.5,8
2012,Lawrence,Football,Men,3,8
2012,Lawrence,Soccer,Men,6,6
2012,Lawrence,Cross Country,Men,10,2
2012,Lawrence,Basketball,Men,7.5,4
2012,Lawrence,Swimming,Men,8,4
2012,Lawrence,Indoor Track & Field,Men,4,8
2012,Lawrence,Tennis,Men,10,2
2012,Lawrence,Outdoor Track & Field,Men,5,7
2012,Lawrence,Baseball,Men,2.5,9
2012,Lawrence,Total,Men,63.5,5
2012,Monmouth,Football,Men,6.5,5
2012,Monmouth,Soccer,Men,4.5,7
2012,Monmouth,Cross Country,Men,8,4
2012,Monmouth,Basketball,Men,3.5,8
2012,Monmouth,Swimming,Men,9,3
2012,Monmouth,Indoor Track & Field,Men,11,1
2012,Monmouth,Tennis,Men,9,3
2012,Monmouth,Outdoor Track & Field,Men,11,1
2012,Monmouth,Baseball,Men,2.5,9
2012,Monmouth,Total,Men,75,4
2012,Ripon,Football,Men,6.5,5
2012,Ripon,Soccer,Men,4.5,7
2012,Ripon,Cross Country,Men,1,11
2012,Ripon,Basketball,Men,7.5,4
2012,Ripon,Swimming,Men,3,9
2012,Ripon,Indoor Track & Field,Men,9,3
2012,Ripon,Tennis,Men,3,9
2012,Ripon,Outdoor Track & Field,Men,7,5
2012,Ripon,Baseball,Men,11,1
2012,Ripon,Total,Men,56.5,6
2012,St. Norbert,Football,Men,10.5,1
2012,St. Norbert,Soccer,Men,7,5
2012,St. Norbert,Cross Country,Men,9,3
2012,St. Norbert,Basketball,Men,11,1
2012,St. Norbert,Indoor Track & Field,Men,10,2
2012,St. Norbert,Tennis,Men,7,5
2012,St. Norbert,Outdoor Track & Field,Men,10,2
2012,St. Norbert,Baseball,Men,10,2
2012,St. Norbert,Total,Men,85.5,1
2012,Beloit,Volleyball,Women,2,10
2012,Beloit,Soccer,Women,3.5,8
2012,Beloit,Cross Country,Women,5,7
2012,Beloit,Tennis,Women,6,6
2012,Beloit,Swimming,Women,5,7
2012,Beloit,Indoor Track & Field,Women,4,8
2012,Beloit,Outdoor Track & Field,Women,3,9
2012,Beloit,Softball,Women,2.5,9
2012,Beloit,Total,Women,33,10
2012,Carroll,Volleyball,Women,7,5
2012,Carroll,Soccer,Women,7.5,4
2012,Carroll,Cross Country,Women,6,6
2012,Carroll,Tennis,Women,8.5,3
2012,Carroll,Swimming,Women,8,4
2012,Carroll,Indoor Track & Field,Women,8,4
2012,Carroll,Outdoor Track & Field,Women,8,4
2012,Carroll,Softball,Women,6.5,5
2012,Carroll,Total,Women,79,3
2012,Cornell,Volleyball,Women,11,1
2012,Cornell,Soccer,Women,2,10
2012,Cornell,Cross Country,Women,8,4
2012,Cornell,Tennis,Women,7,5
2012,Cornell,Indoor Track & Field,Women,6,6
2012,Cornell,Outdoor Track & Field,Women,4,8
2012,Cornell,Softball,Women,11,1
2012,Cornell,Total,Women,60,5
2012,Grinnell,Volleyball,Women,5.5,6
2012,Grinnell,Soccer,Women,7.5,4
2012,Grinnell,Cross Country,Women,9,3
2012,Grinnell,Tennis,Women,11,1
2012,Grinnell,Swimming,Women,11,1
2012,Grinnell,Indoor Track & Field,Women,5,7
2012,Grinnell,Outdoor Track & Field,Women,6,6
2012,Grinnell,Softball,Women,1,11
2012,Grinnell,Total,Women,71.5,4
2012,Illinois Col.,Volleyball,Women,5.5,6
2012,Illinois Col.,Soccer,Women,5,7
2012,Illinois Col.,Cross Country,Women,2,10
2012,Illinois Col.,Tennis,Women,2,10
2012,Illinois Col.,Swimming,Women,6,6
2012,Illinois Col.,Indoor Track & Field,Women,9,3
2012,Illinois Col.,Outdoor Track & Field,Women,10,2
2012,Illinois Col.,Softball,Women,6.5,5
2012,Illinois Col.,Total,Women,57,6
2012,Knox,Volleyball,Women,1,11
2012,Knox,Soccer,Women,1,11
2012,Knox,Cross Country,Women,3,9
2012,Knox,Tennis,Women,4,8
2012,Knox,Swimming,Women,3,9
2012,Knox,Indoor Track & Field,Women,2,10
2012,Knox,Outdoor Track & Field,Women,2,10
2012,Knox,Softball,Women,2.5,9
2012,Knox,Total,Women,28.5,11
2012,Lake Forest,Volleyball,Women,8.5,3
2012,Lake Forest,Soccer,Women,11,1
2012,Lake Forest,Cross Country,Women,1,11
2012,Lake Forest,Tennis,Women,10,2
2012,Lake Forest,Swimming,Women,10,2
2012,Lake Forest,Softball,Women,8,4
2012,Lake Forest,Total,Women,55.5,7
2012,Lawrence,Volleyball,Women,3,9
2012,Lawrence,Soccer,Women,3.5,8
2012,Lawrence,Cross Country,Women,4,8
2012,Lawrence,Tennis,Women,5,7
2012,Lawrence,Swimming,Women,7,5
2012,Lawrence,Indoor Track & Field,Women,3,9
2012,Lawrence,Outdoor Track & Field,Women,5,7
2012,Lawrence,Softball,Women,10,2
2012,Lawrence,Total,Women,41.5,9
2012,Monmouth,Volleyball,Women,8.5,3
2012,Monmouth,Soccer,Women,9,3
2012,Monmouth,Cross Country,Women,11,1
2012,Monmouth,Tennis,Women,3,9
2012,Monmouth,Swimming,Women,9,3
2012,Monmouth,Indoor Track & Field,Women,11,1
2012,Monmouth,Outdoor Track & Field,Women,11,1
2012,Monmouth,Softball,Women,4.5,7
2012,Monmouth,Total,Women,86,1
2012,Ripon,Volleyball,Women,4,8
2012,Ripon,Soccer,Women,6,6
2012,Ripon,Cross Country,Women,7,5
2012,Ripon,Tennis,Women,1,11
2012,Ripon,Swimming,Women,4,8
2012,Ripon,Indoor Track & Field,Women,7,5
2012,Ripon,Outdoor Track & Field,Women,7,5
2012,Ripon,Softball,Women,4.5,7
2012,Ripon,Total,Women,51,8
2012,St. Norbert,Volleyball,Women,10,2
2012,St. Norbert,Soccer,Women,10,2
2012,St. Norbert,Cross Country,Women,10,2
2012,St. Norbert,Tennis,Women,8.5,3
2012,St. Norbert,Indoor Track & Field,Women,10,2
2012,St. Norbert,Outdoor Track & Field,Women,9,3
2012,St. Norbert,Softball,Women,9,3
2012,St. Norbert,Total,Women,82,2
2013,Beloit,Football,Men,2,9
2013,Beloit,Soccer,Men,2,10
2013,Beloit,Cross Country,Men,4,8
2013,Beloit,Basketball,Men,4.5,7
2013,Beloit,Swimming,Men,5,7
2013,Beloit,Indoor Track & Field,Men,3,9
2013,Beloit,Outdoor Track & Field,Men,3,9
