Year,School,Sport,Gender,Scores,Rank
2024,Cornell,Tennis,Women,5,3
2024,Cornell,Basketball,Women,5.5,4
2024,Cornell,Indoor Track & Field,Women,5,5
2024,Cornell,Total,Women,32.5,4
2024,Grinnell,Volleyball,Women,8,2
2024,Grinnell,Soccer,Women,7,3
2024,Grinnell,Cross Country,Women,8,2
2024,Grinnell,Tennis,Women,7,1
2024,Grinnell,Basketball,Women,7.5,2
2024,Grinnell,Swimming,Women,8,1
2024,Grinnell,Indoor Track & Field,Women,7,3
2024,Grinnell,Total,Women,52.5,1
2024,Illinois College,Volleyball,Women,6,4
2024,Illinois College,Soccer,Women,4,6
2024,Illinois College,Cross Country,Women,1,9
2024,Illinois College,Tennis,Women,4,4
2024,Illinois College,Basketball,Women,4,6
2024,Illinois College,Swimming,Women,1,7
2024,Illinois College,Indoor Track & Field,Women,9,1
2024,Illinois College,Total,Women,29,7
2024,Knox,Volleyball,Women,3,7
2024,Knox,Soccer,Women,1,9
2024,Knox,Cross Country,Women,3,7
2024,Knox,Basketball,Women,5.5,4
2024,Knox,Indoor Track & Field,Women,1,9
2024,Knox,Total,Women,13.5,9
2024,Lake Forest,Volleyball,Women,4,6
2024,Lake Forest,Soccer,Women,8.5,1
2024,Lake Forest,Cross Country,Women,5,5
2024,Lake Forest,Tennis,Women,6,2
2024,Lake Forest,Basketball,Women,2,7
2024,Lake Forest,Swimming,Women,6,2
2024,Lake Forest,Indoor Track & Field,Women,2,8
2024,Lake Forest,Total,Women,33.5,3
2024,Lawrence,Volleyball,Women,5,5
2024,Lawrence,Soccer,Women,8.5,1
2024,Lawrence,Cross Country,Women,9,1
2024,Lawrence,Tennis,Women,3,5
2024,Lawrence,Basketball,Women,7.5,2
2024,Lawrence,Swimming,Women,4,4
2024,Lawrence,Indoor Track & Field,Women,4,6
2024,Lawrence,Total,Women,41,2
2024,Monmouth,Volleyball,Women,7,3
2024,Monmouth,Soccer,Women,5,5
2024,Monmouth,Cross Country,Women,4,6
2024,Monmouth,Tennis,Women,2,6
2024,Monmouth,Basketball,Women,2,7
2024,Monmouth,Swimming,Women,3,5
2024,Monmouth,Indoor Track & Field,Women,8,2
2024,Monmouth,Total,Women,31,5
2024,Ripon,Volleyball,Women,2,8
2024,Ripon,Soccer,Women,3,7
2024,Ripon,Cross Country,Women,7,3
2024,Ripon,Tennis,Women,1,7
2024,Ripon,Basketball,Women,9,1
2024,Ripon,Swimming,Women,2,6
2024,Ripon,Indoor Track & Field,Women,6,4
2024,Ripon,Total,Women,30,6
