Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Archery Men's Team Expenses,Archery Women's Team Expenses,Archery Coed Team Expenses,Archery Total Expenses,Badminton Men's Team Expenses,Badminton Women's Team Expenses,Badminton Coed Team Expenses,Badminton Total Expenses,Baseball Men's Team Expenses,Baseball Women's Team Expenses,Baseball Coed Team Expenses,Baseball Total Expenses,Basketball Men's Team Expenses,Basketball Women's Team Expenses,Basketball Coed Team Expenses,Basketball Total Expenses,Beach Volleyball Men's Team Expenses,Beach Volleyball Women's Team Expenses,Beach Volleyball Coed Team Expenses Expenses,Beach Volleyball Total Expenses,Bowling Men's Team Expenses,Bowling Women's Team Expenses,Bowling Coed Team Expenses,Bowling Total Expenses,All Track Combined Men's Team Expenses,All Track Combined Women's Team Expenses,All Track Combined Coed Team Expenses,All Track Combined Total Expenses,Diving Men's Team Expenses,Diving Women's Team Expenses,Diving Coed Team Expenses,Diving Total Expenses,Equestrian Men's Team Expenses,Equestrian Women's Team Expenses,Equestrian Coed Team Expenses,Equestrian Total Expenses,Fencing Men's Team Expenses,Fencing Women's Team Expenses,Fencing Coed Team Expenses,Fencing Total Expenses,Field Hockey Men's Team Expenses,Field Hockey Women's Team Expenses,Field Hockey Coed Team Expenses,Field Hockey Total Expenses,Football Men's Team Expenses,Football Women's Team Expenses,Football Coed Team Expenses,Football Total Expenses,Golf Men's Team Expenses,Golf Women's Team Expenses,Golf Coed Team Expenses,Golf Total Expenses,Gymnastics Men's Team Expenses,Gymnastics Women's Team Expenses,Gymnastics Coed Team Expenses,Gymnastics Total Expenses,Ice Hockey Men's Team Expenses,Ice Hockey Women's Team Expenses,Ice Hockey Coed Team Expenses,Ice Hockey Total Expenses,Lacrosse Men's Team Expenses,Lacrosse Women's Team Expenses,Lacrosse Coed Team Expenses,Lacrosse Total Expenses,Rifle Men's Team Expenses,Rifle Women's Team Expenses,Rifle Coed Team Expenses,Rifle Total Expenses,Rodeo Men's Team Expenses,Rodeo Women's Team Expenses,Rodeo Coed Team Expenses,Rodeo Total Expenses,Rowing Men's Team Expenses,Rowing Women's Team Expenses,Rowing Coed Team Expenses,Rowing Total Expenses,Sailing Men's Team Expenses,Sailing Women's Team Expenses,Sailing Coed Team Expenses,Sailing Total Expenses,Skiing Men's Team Expenses,Skiing Women's Team Expenses,Skiing Coed Team Expenses,Skiing Total Expenses,Soccer Men's Team Expenses,Soccer Women's Team Expenses,Soccer Coed Team Expenses,Soccer Total Expenses,Softball Men's Team Expenses,Softball Women's Team Expenses,Softball Coed Team Expenses,Softball Total Expenses,Squash Men's Team Expenses,Squash Women's Team Expenses,Squash Coed Team Expenses,Squash Total Expenses,Swimming and Diving Men's Team Expenses,Swimming and Diving Women's Team Expenses,Swimming and Diving Coed Team Expenses,Swimming and Diving Total Expenses,Swimming Men's Team Expenses,Swimming Women's Team Expenses,Swimming Coed Team Expenses,Swimming Total Expenses,Synchronized Swimming Men's Team Expenses,Synchronized Swimming Women's Team Expenses,Synchronized Swimming Coed Team Expenses,Synchronized Swimming Total Expenses,Table Tennis Men's Team Expenses,Table Tennis Women's Team Expenses,Table Tennis Coed Team Expenses,Table Tennis Total Expenses,Team Handball Men's Team Expenses,Team Handball Women's Team Expenses,Team Handball Coed Team Expenses,Team Handball Total Expenses,Tennis Men's Team Expenses,Tennis Women's Team Expenses,Tennis Coed Team Expenses,Tennis Total Expenses,Track and Field Indoor Men's Team Expenses,Track and Field Indoor Women's Team Expenses,Track and Field Indoor Coed Team Expenses,Track and Field Indoor Total Expenses,Track and Field Outdoor Men's Team Expenses,Track and Field Outdoor Women's Team Expenses,Track and Field Outdoor Coed Team Expenses,Track and Field Outdoor Total Expenses,Track and Field X Country Men's Team Expenses,Track and Field X Country Women's Team Expenses,Track and Field X Country Coed Team Expenses,Track and Field X Country Total Expenses,Volleyball Men's Team Expenses,Volleyball Women's Team Expenses,Volleyball Coed Team Expenses,Volleyball Total Expenses,Water Polo Men's Team Expenses,Water Polo Women's Team Expenses,Water Polo Coed Team Expenses,Water Polo Total Expenses,Weight Lifting Men's Team Expenses,Weight Lifting Women's Team Expenses,Weight Lifting Coed Team Expenses,Weight Lifting Total Expenses,Wrestling Men's Team Expenses,Wrestling Women's Team Expenses,Wrestling Coed Team Expenses,Wrestling Total Expenses,Other Sports Men's Team Expenses,Other Sports Women's Team Expenses,Other Sports Coed Team Expenses,Other Sports Total Expenses,Total Men's Team Expenses,Total Women's Team Expenses,Total Coed Team Expenses,Not Allocated by Gender/Sport Expenses,Grand Total Expenses
2013,173902,00235800,Macalester College,MN,NCAA Division III (with football),,1,NCAA,791,1219,2010,,,,,,,,,157561,,,157561,165981,165870,,331851,,,,,,,,,114065,161979,,276044,,,,,,,,,,,,,,,,,417601,,,417601,42207,54267,,96474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157353,141159,,298512,,112877,,112877,,,,,,76570,,76570,52390,,,52390,,,,,,,,,,,,,28697,31306,,60003,,,,,,,,,,,,,,139580,,139580,,127758,,127758,,,,,,,,,,,,,1135855,1011366,,1640361,3787582
2014,173902,00235800,Macalester College,MN,NCAA Division III (with football),,1,NCAA,809,1228,2037,,,,,,,,,157755,,,157755,172625,150379,,323004,,,,,,,,,121855,138732,,260587,,,,,,,,,,,,,,,,,493476,,,493476,47373,55268,,102641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166675,154171,,320846,,120566,,120566,,,,,55403,100733,,156136,,,,,,,,,,,,,,,,,32286,35222,,67508,,,,,,,,,,,,,,133530,,133530,,91423,,91423,,,,,,,,,,,,,1247448,980024,,1660771,3888243
2015,173902,00235800,Macalester College,MN,NCAA Division III (with football),,1,NCAA,842,1285,2127,,,,,,,,,168917,,,168917,187322,158053,,345375,,,,,,,,,167056,175202,,342258,,,,,,,,,,,,,,,,,542622,,,542622,52880,52880,,105760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170310,149093,,319403,,135261,,135261,,,,,54758,76661,,131419,,,,,,,,,,,,,,,,,35064,35064,,70128,,,,,,,,,,,,,,142030,,142030,,89085,,89085,,,,,,,,,,,,,1378929,1013329,,1778307,4170565
2016,173902,00235800,Macalester College,MN,NCAA Division III with football,,1,NCAA,842,1254,2096,,,,,,,,,188592,,,188592,185268,169417,,354685,,,,,,,,,154163,185515,,339678,,,,,,,,,,,,,,,,,538305,,,538305,71633,11939,,83572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177147,165328,,342475,,150789,,150789,,,,,51863,82116,,133979,,,,,,,,,,,,,,,,,35754,32504,,68258,,,,,,,,,,,,,,134709,,134709,,125164,,125164,,,,,,,,,,,,,1402725,1057481,,1806384,4266590
2017,173902,00235800,Macalester College,MN,NCAA Division III with football,,1,NCAA,816,1265,2081,,,,,,,,,187736,,,187736,169774,144540,,314314,,,,,,,,,169907,189156,,359063,,,,,,,,,,,,,,,,,544721,,,544721,67488,34244,,101732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173100,148477,,321577,,136704,,136704,,,,,68838,79790,,148628,,,,,,,,,,,,,,,,,46701,34072,,80773,,,,,,,,,,,,,,134926,,134926,,134985,,134985,,,,,,,,,,,,,1428265,1036894,,2092034,4557193
2018,173902,00235800,Macalester College,MN,NCAA Division III with football,,1,NCAA,865,1268,2133,,,,,,,,,222993,,,222993,161588,167125,,328713,,,,,,,,,183919,191856,,375775,,,,,,,,,,,,,,,,,584346,,,584346,61509,51258,,112767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227553,171265,,398818,,204018,,204018,,,,,77751,88118,,165869,,,,,,,,,,,,,,,,,51050,30630,,81680,,,,,,,,,,,,,,137604,,137604,,135643,,135643,,,,,,,,,,,,,1570709,1177517,,2228146,4976372
2019,173902,00235800,Macalester College,MN,NCAA Division III with football,,1,NCAA,869,1193,2062,,,,,,,,,181150,,,181150,198279,189355,,387634,,,,,,,,,183363,126012,,309375,,,,,,,,,,,,,,,,,569283,,,569283,72766,27287,,100053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225812,171394,,397206,,197609,,197609,,,,,45395,141860,,187255,,,,,,,,,,,,,,,,,42848,29458,,72306,,,,,,,,,,,,,,168823,,168823,,111139,,111139,,,,,,,,,,,,,1518896,1162937,,1843504,4525337
2020,173902,00235800,Macalester College,MN,NCAA Division III with football,,1,NCAA,830,1182,2012,,,,,,,,,187301,,,187301,165716,170285,,336001,,,,,,,,,112366,144079,,256445,,,,,,,,,,,,,,,,,488421,,,488421,50174,40139,,90313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182804,145865,,328669,,185794,,185794,,,,,,92584,,92584,49608,,,49608,,,,,,,,,,,,,27643,34554,,62197,,,,,,,,,,,,,,127046,,127046,,97591,,97591,,,,,,,,,,,,,1264033,1037937,,1499658,3801628
2021,173902,00235800,Macalester College,MN,NCAA Division III with football,,1,NCAA,950,1251,2201,,,,,,,,,241324,,,241324,208117,199737,,407854,,,,,,,,,148192,117880,,266072,,,,,,,,,,,,,,,,,601365,,,601365,86347,86347,,172694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232150,174866,,407016,,222104,,222104,,,,,,127336,,127336,73463,,,73463,,,,,,,,,,,,,55903,46037,,101940,,,,,,,,,,,,,,187168,,187168,,150152,,150152,,,,,,,,,,,,,1646861,1311627,,2258843,5217331
2022,173902,00235800,Macalester College,MN,NCAA Division III with football,,1,NCAA,897,1239,2136,,,,,,,,,247300,,,247300,212646,213014,,425660,,,,,,,,,198435,180211,,378646,,,,,,,,,,,,,,,,,535949,,,535949,98347,78677,,177024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263403,192482,,455885,,274133,,274133,,,,,84731,150632,,235363,,,,,,,,,,,,,,,,,50586,67448,,118034,,,,,,,,,,,,,,227887,,227887,,139933,,139933,,,,,,,,,,,,,1691397,1524417,,2299186,5515000
