Year,Gender,Sport,School,Expense
2011,Women,Swimming and Diving,Knox,14930.0
2011,Women,Tennis,Knox,11153.0
2011,Women,Volleyball,Knox,57222.0
2012,Men,Baseball,Knox,80680.0
2012,Men,Basketball,Knox,112458.0
2012,Men,Cross Country,Knox,22121.0
2012,Men,Football,Knox,242868.0
2012,Men,Golf,Knox,13588.0
2012,Men,Soccer,Knox,85810.0
2012,Men,Tennis,Knox,32741.0
2012,Men,Track and Fields,Knox,44542.0
2012,Women,Basketball,Knox,123707.0
2012,Women,Cross Country,Knox,17513.0
2012,Women,Golf,Knox,13506.0
2012,Women,Soccer,Knox,67230.0
2012,Women,Softball,Knox,59418.0
2012,Women,Tennis,Knox,27077.0
2012,Women,Track and Fields,Knox,47824.0
2012,Women,Volleyball,Knox,91847.0
2013,Men,Baseball,Knox,126976.0
2013,Men,Basketball,Knox,136932.0
2013,Men,Cross Country,Knox,16915.0
2013,Men,Football,Knox,338348.0
2013,Men,Golf,Knox,14714.0
2013,Men,Soccer,Knox,105787.0
2013,Men,Tennis,Knox,49301.0
2013,Men,Track and Fields,Knox,42310.0
2013,Women,Basketball,Knox,119622.0
2013,Women,Cross Country,Knox,17061.0
2013,Women,Golf,Knox,13152.0
2013,Women,Soccer,Knox,81408.0
2013,Women,Softball,Knox,79147.0
2013,Women,Tennis,Knox,37424.0
2013,Women,Track and Fields,Knox,40005.0
2013,Women,Volleyball,Knox,76185.0
2014,Men,Baseball,Knox,126928.0
2014,Men,Basketball,Knox,176943.0
2014,Men,Cross Country,Knox,33917.0
2014,Men,Football,Knox,340547.0
2014,Men,Golf,Knox,8398.0
2014,Men,Soccer,Knox,111118.0
2014,Men,Swimming and Diving,Knox,10888.0
2014,Men,Tennis,Knox,38996.0
2014,Men,Track and Fields,Knox,40815.0
2014,Women,Basketball,Knox,137550.0
2014,Women,Cross Country,Knox,22168.0
2014,Women,Golf,Knox,8712.0
2014,Women,Soccer,Knox,95135.0
2014,Women,Softball,Knox,70996.0
2014,Women,Swimming and Diving,Knox,13235.0
2014,Women,Tennis,Knox,38658.0
2014,Women,Track and Fields,Knox,40654.0
2014,Women,Volleyball,Knox,56407.0
2015,Men,Baseball,Knox,122473.0
2015,Men,Basketball,Knox,132097.0
2015,Men,Cross Country,Knox,20823.0
2015,Men,Football,Knox,275259.0
2015,Men,Golf,Knox,37634.0
2015,Men,Soccer,Knox,123560.0
2015,Men,Tennis,Knox,34034.0
2015,Men,Track and Fields,Knox,55213.0
2015,Women,Basketball,Knox,132746.0
2015,Women,Cross Country,Knox,19901.0
2015,Women,Soccer,Knox,114883.0
2015,Women,Softball,Knox,74174.0
2015,Women,Tennis,Knox,36622.0
2015,Women,Track and Fields,Knox,54229.0
2015,Women,Volleyball,Knox,81881.0
2016,Men,Baseball,Knox,145932.0
2016,Men,Basketball,Knox,189041.0
2016,Men,Cross Country,Knox,23116.0
2016,Men,Football,Knox,326779.0
2016,Men,Golf,Knox,36539.0
2016,Men,Soccer,Knox,123945.0
2016,Men,Tennis,Knox,32857.0
2016,Men,Track and Fields,Knox,63377.0
2016,Women,Basketball,Knox,138687.0
2016,Women,Cross Country,Knox,23658.0
2016,Women,Golf,Knox,31030.0
2016,Women,Soccer,Knox,136815.0
2016,Women,Softball,Knox,92134.0
2016,Women,Tennis,Knox,40785.0
2016,Women,Track and Fields,Knox,61967.0
2016,Women,Volleyball,Knox,89272.0
2017,Men,Baseball,Knox,134631.0
2017,Men,Basketball,Knox,146371.0
2017,Men,Cross Country,Knox,17404.0
2017,Men,Football,Knox,355700.0
2017,Men,Golf,Knox,73894.0
2017,Men,Soccer,Knox,144282.0
2017,Men,Tennis,Knox,27340.0
2017,Men,Track and Fields,Knox,65742.0
2017,Women,Basketball,Knox,147382.0
2017,Women,Cross Country,Knox,18048.0
2017,Women,Golf,Knox,42692.0
2017,Women,Soccer,Knox,121299.0
2017,Women,Softball,Knox,114574.0
2017,Women,Tennis,Knox,30985.0
2017,Women,Track and Fields,Knox,60132.0
2017,Women,Volleyball,Knox,89532.0
2018,Men,Baseball,Knox,137303.0
2018,Men,Basketball,Knox,143804.0
2018,Men,Cross Country,Knox,18579.0
2018,Men,Football,Knox,293069.0
2018,Men,Golf,Knox,97575.0
2018,Men,Soccer,Knox,160732.0
2018,Men,Swimming and Diving,Knox,12141.0
2018,Men,Tennis,Knox,34599.0
2018,Men,Track and Fields,Knox,61106.0
2018,Women,Basketball,Knox,146490.0
2018,Women,Cross Country,Knox,19179.0
2018,Women,Golf,Knox,51895.0
2018,Women,Soccer,Knox,138972.0
2018,Women,Softball,Knox,83776.0
2018,Women,Swimming and Diving,Knox,14995.0
2018,Women,Tennis,Knox,35797.0
2018,Women,Track and Fields,Knox,57220.0
2018,Women,Volleyball,Knox,95690.0
2019,Men,Baseball,Knox,105577.0
2019,Men,Basketball,Knox,151363.0
2019,Men,Cross Country,Knox,30823.0
2019,Men,Football,Knox,315925.0
2019,Men,Golf,Knox,60737.0
2019,Men,Soccer,Knox,144339.0
2019,Men,Tennis,Knox,30375.0
2019,Men,Track and Fields,Knox,59410.0
2019,Women,Basketball,Knox,142860.0
2019,Women,Cross Country,Knox,29968.0
2019,Women,Golf,Knox,50776.0
2019,Women,Soccer,Knox,120260.0
2019,Women,Softball,Knox,77929.0
2019,Women,Swimming and Diving,Knox,18993.0
2019,Women,Tennis,Knox,34546.0
2019,Women,Track and Fields,Knox,56873.0
2019,Women,Volleyball,Knox,98450.0
2020,Men,Baseball,Knox,113428.0
2020,Men,Basketball,Knox,116349.0
2020,Men,Golf,Knox,56325.0
2020,Men,Soccer,Knox,96275.0
2020,Men,Track and Fields,Knox,80242.0
2020,Women,Basketball,Knox,119840.0
2020,Women,Golf,Knox,42751.0
2020,Women,Soccer,Knox,93479.0
2020,Women,Softball,Knox,85478.0
2020,Women,Track and Fields,Knox,82688.0
2020,Women,Volleyball,Knox,81070.0
2021,Men,Baseball,Knox,134302.0
2021,Men,Basketball,Knox,183861.0
2021,Men,Cross Country,Knox,32619.0
2021,Men,Football,Knox,435300.0
2021,Men,Golf,Knox,73850.0
2021,Men,Soccer,Knox,153672.0
2021,Men,Track and Fields,Knox,83682.0
2021,Women,Basketball,Knox,175346.0
2021,Women,Cross Country,Knox,33222.0
2021,Women,Golf,Knox,46048.0
2021,Women,Soccer,Knox,139770.0
2021,Women,Softball,Knox,109071.0
2021,Women,Track and Fields,Knox,70732.0
2021,Women,Volleyball,Knox,125431.0
2022,Men,Baseball,Knox,283340.0
2022,Men,Basketball,Knox,256384.0
2022,Men,Cross Country,Knox,51909.0
2022,Men,Football,Knox,610950.0
2022,Men,Golf,Knox,122908.0
2022,Men,Soccer,Knox,202172.0
2022,Men,Track and Fields,Knox,104716.0
2022,Women,Basketball,Knox,287873.0
2022,Women,Cross Country,Knox,46901.0
2022,Women,Golf,Knox,44501.0
2022,Women,Soccer,Knox,152815.0
2022,Women,Softball,Knox,175303.0
2022,Women,Track and Fields,Knox,99418.0
2022,Women,Volleyball,Knox,166498.0
2003,Men,Basketball,Lake Forest,63249.0
2003,Men,Cross Country,Lake Forest,9670.0
2003,Men,Football,Lake Forest,110198.0
2003,Men,Soccer,Lake Forest,20451.0
2003,Men,Swimming and Diving,Lake Forest,33491.0
2003,Men,Tennis,Lake Forest,12862.0
2003,Women,Basketball,Lake Forest,84715.0
2003,Women,Cross Country,Lake Forest,9671.0
2003,Women,Soccer,Lake Forest,26947.0
2003,Women,Softball,Lake Forest,36971.0
2003,Women,Swimming and Diving,Lake Forest,33492.0
2003,Women,Tennis,Lake Forest,20303.0
2003,Women,Volleyball,Lake Forest,40868.0
2004,Men,Basketball,Lake Forest,85263.0
2004,Men,Cross Country,Lake Forest,10055.0
2004,Men,Football,Lake Forest,155873.0
2004,Men,Soccer,Lake Forest,20071.0
2004,Men,Swimming and Diving,Lake Forest,36072.0
2004,Men,Tennis,Lake Forest,15312.0
2004,Women,Basketball,Lake Forest,93616.0
2004,Women,Cross Country,Lake Forest,10056.0
2004,Women,Soccer,Lake Forest,31388.0
2004,Women,Softball,Lake Forest,58700.0
2004,Women,Swimming and Diving,Lake Forest,36072.0
2004,Women,Tennis,Lake Forest,15890.0
2004,Women,Volleyball,Lake Forest,64324.0
2005,Men,Basketball,Lake Forest,64746.0
2005,Men,Cross Country,Lake Forest,9981.0
2005,Men,Football,Lake Forest,114088.0
2005,Men,Soccer,Lake Forest,25267.0
2005,Men,Swimming and Diving,Lake Forest,32180.0
2005,Men,Tennis,Lake Forest,14230.0
2005,Women,Basketball,Lake Forest,92690.0
2005,Women,Cross Country,Lake Forest,9982.0
2005,Women,Soccer,Lake Forest,35336.0
2005,Women,Softball,Lake Forest,42628.0
2005,Women,Swimming and Diving,Lake Forest,34033.0
2005,Women,Tennis,Lake Forest,22953.0
2005,Women,Volleyball,Lake Forest,43103.0
2006,Men,Basketball,Lake Forest,89269.0
2006,Men,Cross Country,Lake Forest,11733.0
2006,Men,Football,Lake Forest,128600.0
2006,Men,Soccer,Lake Forest,24228.0
2006,Men,Swimming and Diving,Lake Forest,29145.0
2006,Men,Tennis,Lake Forest,20253.0
2006,Women,Basketball,Lake Forest,98389.0
2006,Women,Cross Country,Lake Forest,11734.0
2006,Women,Soccer,Lake Forest,36806.0
2006,Women,Softball,Lake Forest,48524.0
2006,Women,Swimming and Diving,Lake Forest,29789.0
2006,Women,Tennis,Lake Forest,19988.0
2006,Women,Volleyball,Lake Forest,44577.0
2007,Men,Basketball,Lake Forest,91414.0
2007,Men,Cross Country,Lake Forest,11965.0
2007,Men,Football,Lake Forest,147714.0
2007,Men,Soccer,Lake Forest,24312.0
2007,Men,Swimming and Diving,Lake Forest,32037.0
2007,Men,Tennis,Lake Forest,20983.0
2007,Women,Basketball,Lake Forest,102967.0
2007,Women,Cross Country,Lake Forest,11965.0
2007,Women,Soccer,Lake Forest,47378.0
2007,Women,Softball,Lake Forest,45680.0
2007,Women,Swimming and Diving,Lake Forest,33180.0
2007,Women,Tennis,Lake Forest,22025.0
2007,Women,Volleyball,Lake Forest,51722.0
2008,Men,Basketball,Lake Forest,101832.0
2008,Men,Cross Country,Lake Forest,11998.0
2008,Men,Football,Lake Forest,157196.0
2008,Men,Soccer,Lake Forest,29612.0
2008,Men,Swimming and Diving,Lake Forest,32732.0
2008,Men,Tennis,Lake Forest,29487.0
2008,Women,Basketball,Lake Forest,90413.0
2008,Women,Cross Country,Lake Forest,16227.0
2008,Women,Soccer,Lake Forest,54039.0
2008,Women,Softball,Lake Forest,49909.0
2008,Women,Swimming and Diving,Lake Forest,35989.0
2008,Women,Tennis,Lake Forest,21880.0
2008,Women,Volleyball,Lake Forest,49010.0
2009,Men,Basketball,Lake Forest,95706.0
2009,Men,Cross Country,Lake Forest,13176.0
2009,Men,Football,Lake Forest,195691.0
2009,Men,Soccer,Lake Forest,28609.0
2009,Men,Swimming and Diving,Lake Forest,35152.0
2009,Men,Tennis,Lake Forest,29560.0
2009,Women,Basketball,Lake Forest,86385.0
2009,Women,Cross Country,Lake Forest,16990.0
2009,Women,Soccer,Lake Forest,51481.0
2009,Women,Softball,Lake Forest,46982.0
2009,Women,Swimming and Diving,Lake Forest,35934.0
2009,Women,Tennis,Lake Forest,22126.0
2009,Women,Volleyball,Lake Forest,43883.0
2010,Men,Basketball,Lake Forest,109233.0
2010,Men,Cross Country,Lake Forest,11784.0
2010,Men,Football,Lake Forest,209674.0
2010,Men,Soccer,Lake Forest,40140.0
2010,Men,Swimming and Diving,Lake Forest,37082.0
2010,Men,Tennis,Lake Forest,34975.0
2010,Women,Basketball,Lake Forest,93189.0
2010,Women,Cross Country,Lake Forest,15812.0
2010,Women,Soccer,Lake Forest,84092.0
2010,Women,Softball,Lake Forest,48272.0
2010,Women,Swimming and Diving,Lake Forest,43494.0
2010,Women,Tennis,Lake Forest,32128.0
2010,Women,Volleyball,Lake Forest,45764.0
2011,Men,Basketball,Lake Forest,143522.0
2011,Men,Cross Country,Lake Forest,17598.0
2011,Men,Football,Lake Forest,292538.0
2011,Men,Soccer,Lake Forest,67025.0
2011,Men,Swimming and Diving,Lake Forest,50307.0
2011,Men,Tennis,Lake Forest,39238.0
2011,Women,Basketball,Lake Forest,122382.0
2011,Women,Cross Country,Lake Forest,19330.0
2011,Women,Soccer,Lake Forest,82064.0
2011,Women,Softball,Lake Forest,87304.0
2011,Women,Swimming and Diving,Lake Forest,55886.0
2011,Women,Tennis,Lake Forest,36228.0
2011,Women,Volleyball,Lake Forest,72167.0
2012,Men,Basketball,Lake Forest,151575.0
2012,Men,Cross Country,Lake Forest,23499.0
2012,Men,Football,Lake Forest,291224.0
2012,Men,Soccer,Lake Forest,61719.0
2012,Men,Swimming and Diving,Lake Forest,56601.0
2012,Men,Tennis,Lake Forest,41078.0
2012,Women,Basketball,Lake Forest,122064.0
2012,Women,Cross Country,Lake Forest,24831.0
2012,Women,Soccer,Lake Forest,95253.0
2012,Women,Softball,Lake Forest,90024.0
2012,Women,Swimming and Diving,Lake Forest,59476.0
2012,Women,Tennis,Lake Forest,39066.0
2012,Women,Volleyball,Lake Forest,71442.0
2013,Men,Basketball,Lake Forest,134097.0
2013,Men,Cross Country,Lake Forest,30258.0
2013,Men,Football,Lake Forest,317199.0
2013,Men,Soccer,Lake Forest,70233.0
2013,Men,Swimming and Diving,Lake Forest,67380.0
2013,Men,Tennis,Lake Forest,42113.0
2013,Women,Basketball,Lake Forest,115994.0
2013,Women,Cross Country,Lake Forest,29507.0
2013,Women,Soccer,Lake Forest,98367.0
2013,Women,Softball,Lake Forest,95900.0
2013,Women,Swimming and Diving,Lake Forest,60947.0
2013,Women,Tennis,Lake Forest,42052.0
2013,Women,Volleyball,Lake Forest,72901.0
2014,Men,Basketball,Lake Forest,121183.0
2014,Men,Cross Country,Lake Forest,32628.0
2014,Men,Football,Lake Forest,343309.0
2014,Men,Golf,Lake Forest,63285.0
2014,Men,Soccer,Lake Forest,85052.0
2014,Men,Swimming and Diving,Lake Forest,73977.0
2014,Men,Tennis,Lake Forest,45058.0
2014,Women,Basketball,Lake Forest,86929.0
2014,Women,Cross Country,Lake Forest,31585.0
2014,Women,Golf,Lake Forest,56109.0
2014,Women,Soccer,Lake Forest,112145.0
2014,Women,Softball,Lake Forest,110789.0
2014,Women,Swimming and Diving,Lake Forest,62399.0
2014,Women,Tennis,Lake Forest,42044.0
2014,Women,Volleyball,Lake Forest,78836.0
2015,Men,Basketball,Lake Forest,122597.0
2015,Men,Cross Country,Lake Forest,43787.0
2015,Men,Football,Lake Forest,327727.0
2015,Men,Golf,Lake Forest,61287.0
2015,Men,Soccer,Lake Forest,80764.0
2015,Men,Swimming and Diving,Lake Forest,73189.0
2015,Men,Tennis,Lake Forest,45647.0
2015,Women,Basketball,Lake Forest,86934.0
2015,Women,Cross Country,Lake Forest,35149.0
2015,Women,Golf,Lake Forest,52258.0
2015,Women,Soccer,Lake Forest,103510.0
2015,Women,Softball,Lake Forest,99145.0
2015,Women,Swimming and Diving,Lake Forest,62897.0
2015,Women,Tennis,Lake Forest,48410.0
2015,Women,Volleyball,Lake Forest,77997.0
2016,Men,Basketball,Lake Forest,131484.0
2016,Men,Cross Country,Lake Forest,39113.0
2016,Men,Football,Lake Forest,364573.0
2016,Men,Golf,Lake Forest,65860.0
2016,Men,Soccer,Lake Forest,80005.0
2016,Men,Swimming and Diving,Lake Forest,72722.0
2016,Men,Tennis,Lake Forest,44727.0
2016,Women,Basketball,Lake Forest,88693.0
2016,Women,Cross Country,Lake Forest,43784.0
2016,Women,Golf,Lake Forest,53243.0
2016,Women,Soccer,Lake Forest,106349.0
2016,Women,Softball,Lake Forest,98815.0
2016,Women,Swimming and Diving,Lake Forest,67358.0
2016,Women,Tennis,Lake Forest,42024.0
2016,Women,Volleyball,Lake Forest,80591.0
2017,Men,Basketball,Lake Forest,128701.0
2017,Men,Cross Country,Lake Forest,29072.0
2017,Men,Football,Lake Forest,354323.0
2017,Men,Golf,Lake Forest,72338.0
2017,Men,Soccer,Lake Forest,84343.0
2017,Men,Swimming and Diving,Lake Forest,74085.0
2017,Men,Tennis,Lake Forest,41872.0
2017,Men,Track and Fields,Lake Forest,41828.0
2017,Women,Basketball,Lake Forest,119454.0
2017,Women,Cross Country,Lake Forest,30817.0
2017,Women,Golf,Lake Forest,66870.0
2017,Women,Soccer,Lake Forest,99302.0
2017,Women,Softball,Lake Forest,105725.0
2017,Women,Swimming and Diving,Lake Forest,70882.0
2017,Women,Tennis,Lake Forest,45691.0
2017,Women,Track and Fields,Lake Forest,44335.0
2017,Women,Volleyball,Lake Forest,70398.0
2018,Men,Basketball,Lake Forest,131450.0
2018,Men,Cross Country,Lake Forest,27453.0
2018,Men,Football,Lake Forest,400273.0
2018,Men,Golf,Lake Forest,68213.0
2018,Men,Soccer,Lake Forest,91609.0
2018,Men,Swimming and Diving,Lake Forest,75075.0
2018,Men,Tennis,Lake Forest,44707.0
2018,Men,Track and Fields,Lake Forest,33901.0
2018,Women,Basketball,Lake Forest,141676.0
2018,Women,Cross Country,Lake Forest,30909.0
2018,Women,Golf,Lake Forest,68489.0
2018,Women,Soccer,Lake Forest,107458.0
2018,Women,Softball,Lake Forest,97374.0
2018,Women,Swimming and Diving,Lake Forest,70691.0
2018,Women,Tennis,Lake Forest,43176.0
2018,Women,Track and Fields,Lake Forest,33901.0
2018,Women,Volleyball,Lake Forest,58796.0
2019,Men,Basketball,Lake Forest,131777.0
2019,Men,Cross Country,Lake Forest,20565.0
2019,Men,Football,Lake Forest,374984.0
2019,Men,Golf,Lake Forest,61229.0
2019,Men,Soccer,Lake Forest,90054.0
2019,Men,Swimming and Diving,Lake Forest,72401.0
2019,Men,Tennis,Lake Forest,41438.0
2019,Men,Track and Fields,Lake Forest,24356.0
2019,Women,Basketball,Lake Forest,122648.0
2019,Women,Cross Country,Lake Forest,29825.0
2019,Women,Golf,Lake Forest,67275.0
2019,Women,Soccer,Lake Forest,113334.0
2019,Women,Softball,Lake Forest,97293.0
2019,Women,Swimming and Diving,Lake Forest,74590.0
2019,Women,Tennis,Lake Forest,48324.0
2019,Women,Track and Fields,Lake Forest,21394.0
2019,Women,Volleyball,Lake Forest,73192.0
2020,Men,Basketball,Lake Forest,81878.0
2020,Men,Football,Lake Forest,293266.0
2020,Men,Golf,Lake Forest,56392.0
2020,Men,Soccer,Lake Forest,48465.0
2020,Men,Swimming and Diving,Lake Forest,51134.0
2020,Men,Tennis,Lake Forest,31768.0
2020,Men,Track and Fields,Lake Forest,33658.0
2020,Women,Basketball,Lake Forest,74561.0
2020,Women,Golf,Lake Forest,58175.0
2020,Women,Soccer,Lake Forest,86468.0
2020,Women,Softball,Lake Forest,90108.0
2020,Women,Swimming and Diving,Lake Forest,52696.0
2020,Women,Tennis,Lake Forest,32936.0
2020,Women,Track and Fields,Lake Forest,37430.0
2020,Women,Volleyball,Lake Forest,46306.0
2021,Men,Basketball,Lake Forest,116230.0
2021,Men,Cross Country,Lake Forest,24355.0
2021,Men,Football,Lake Forest,457183.0
2021,Men,Golf,Lake Forest,77060.0
2021,Men,Soccer,Lake Forest,94479.0
2021,Men,Swimming and Diving,Lake Forest,76583.0
2021,Men,Tennis,Lake Forest,47912.0
2021,Men,Track and Fields,Lake Forest,44438.0
2021,Women,Basketball,Lake Forest,138128.0
2021,Women,Cross Country,Lake Forest,23238.0
2021,Women,Golf,Lake Forest,90183.0
2021,Women,Soccer,Lake Forest,119688.0
2021,Women,Softball,Lake Forest,108717.0
2021,Women,Swimming and Diving,Lake Forest,76583.0
2021,Women,Tennis,Lake Forest,44492.0
2021,Women,Track and Fields,Lake Forest,37356.0
2021,Women,Volleyball,Lake Forest,83190.0
2022,Men,Basketball,Lake Forest,149184.0
2022,Men,Cross Country,Lake Forest,28794.0
2022,Men,Football,Lake Forest,496801.0
2022,Men,Golf,Lake Forest,83001.0
2022,Men,Soccer,Lake Forest,107836.0
2022,Men,Tennis,Lake Forest,56669.0
2022,Men,Track and Fields,Lake Forest,56343.0
2022,Women,Basketball,Lake Forest,165366.0
2022,Women,Cross Country,Lake Forest,34137.0
2022,Women,Golf,Lake Forest,100340.0
2022,Women,Soccer,Lake Forest,138184.0
2022,Women,Softball,Lake Forest,130457.0
2022,Women,Swimming and Diving,Lake Forest,95187.0
2022,Women,Tennis,Lake Forest,57252.0
2022,Women,Track and Fields,Lake Forest,58602.0
2022,Women,Volleyball,Lake Forest,83477.0
2003,Men,Baseball,Ripon,45467.0
2003,Men,Basketball,Ripon,63352.0
2003,Men,Cross Country,Ripon,11507.0
2003,Men,Football,Ripon,87480.0
2003,Men,Golf,Ripon,8843.0
2003,Men,Soccer,Ripon,31578.0
2003,Men,Tennis,Ripon,23525.0
2003,Men,Track and Fields,Ripon,36470.0
2003,Women,Basketball,Ripon,58119.0
2003,Women,Cross Country,Ripon,11507.0
2003,Women,Golf,Ripon,4774.0
2003,Women,Soccer,Ripon,28523.0
2003,Women,Softball,Ripon,40887.0
2003,Women,Tennis,Ripon,17556.0
2003,Women,Track and Fields,Ripon,36470.0
2003,Women,Volleyball,Ripon,40692.0
2004,Men,Baseball,Ripon,36695.0
2004,Men,Basketball,Ripon,34576.0
2004,Men,Cross Country,Ripon,9549.0
2004,Men,Football,Ripon,67196.0
2004,Men,Golf,Ripon,4999.0
2004,Men,Soccer,Ripon,15523.0
2004,Men,Tennis,Ripon,9986.0
2004,Men,Track and Fields,Ripon,12900.0
2004,Women,Basketball,Ripon,37827.0
2004,Women,Cross Country,Ripon,9549.0
2004,Women,Golf,Ripon,3689.0
2004,Women,Soccer,Ripon,13385.0
2004,Women,Softball,Ripon,32645.0
2004,Women,Tennis,Ripon,4795.0
2004,Women,Track and Fields,Ripon,12900.0
2004,Women,Volleyball,Ripon,26926.0
2005,Men,Baseball,Ripon,53212.0
2005,Men,Basketball,Ripon,59062.0
2005,Men,Cross Country,Ripon,12728.0
2005,Men,Football,Ripon,90580.0
2005,Men,Golf,Ripon,5786.0
2005,Men,Soccer,Ripon,29478.0
2005,Men,Tennis,Ripon,14825.0
2005,Men,Track and Fields,Ripon,30930.0
2005,Women,Basketball,Ripon,61045.0
2005,Women,Cross Country,Ripon,12728.0
2005,Women,Golf,Ripon,5859.0
2005,Women,Soccer,Ripon,20174.0
2005,Women,Softball,Ripon,44618.0
2005,Women,Tennis,Ripon,12672.0
2005,Women,Track and Fields,Ripon,30930.0
2005,Women,Volleyball,Ripon,37357.0
2006,Men,Baseball,Ripon,50146.0
2006,Men,Basketball,Ripon,69000.0
2006,Men,Cross Country,Ripon,10950.0
2006,Men,Football,Ripon,104713.0
2006,Men,Golf,Ripon,8457.0
2006,Men,Soccer,Ripon,24238.0
2006,Men,Tennis,Ripon,10552.0
2006,Men,Track and Fields,Ripon,23064.0
2006,Women,Basketball,Ripon,71044.0
2006,Women,Cross Country,Ripon,10950.0
2006,Women,Golf,Ripon,9085.0
2006,Women,Soccer,Ripon,27983.0
2006,Women,Softball,Ripon,44926.0
2006,Women,Tennis,Ripon,15169.0
2006,Women,Track and Fields,Ripon,23064.0
2006,Women,Volleyball,Ripon,39487.0
2007,Men,Baseball,Ripon,69459.0
2007,Men,Basketball,Ripon,92802.0
2007,Men,Cross Country,Ripon,12466.0
2007,Men,Football,Ripon,131054.0
2007,Men,Golf,Ripon,11482.0
2007,Men,Soccer,Ripon,27990.0
2007,Men,Tennis,Ripon,10946.0
2007,Men,Track and Fields,Ripon,32486.0
2007,Women,Basketball,Ripon,86118.0
2007,Women,Cross Country,Ripon,12466.0
2007,Women,Golf,Ripon,10981.0
2007,Women,Soccer,Ripon,29179.0
2007,Women,Softball,Ripon,68234.0
2007,Women,Tennis,Ripon,22551.0
2007,Women,Track and Fields,Ripon,32486.0
2007,Women,Volleyball,Ripon,55030.0
2008,Men,Baseball,Ripon,78280.0
2008,Men,Basketball,Ripon,87488.0
2008,Men,Cross Country,Ripon,14309.0
2008,Men,Football,Ripon,147400.0
2008,Men,Golf,Ripon,10967.0
2008,Men,Soccer,Ripon,27930.0
2008,Men,Tennis,Ripon,13631.0
2008,Men,Track and Fields,Ripon,36012.0
2008,Women,Basketball,Ripon,115576.0
2008,Women,Cross Country,Ripon,11817.0
2008,Women,Golf,Ripon,9653.0
2008,Women,Soccer,Ripon,27610.0
2008,Women,Softball,Ripon,53032.0
2008,Women,Tennis,Ripon,31138.0
2008,Women,Track and Fields,Ripon,23396.0
2008,Women,Volleyball,Ripon,61050.0
2009,Men,Baseball,Ripon,86491.0
2009,Men,Basketball,Ripon,77543.0
2009,Men,Cross Country,Ripon,12914.0
2009,Men,Football,Ripon,121158.0
2009,Men,Golf,Ripon,10424.0
2009,Men,Soccer,Ripon,31900.0
2009,Men,Tennis,Ripon,12843.0
2009,Men,Track and Fields,Ripon,32116.0
2009,Women,Basketball,Ripon,57828.0
2009,Women,Cross Country,Ripon,11842.0
2009,Women,Golf,Ripon,10037.0
2009,Women,Soccer,Ripon,34688.0
2009,Women,Softball,Ripon,44315.0
2009,Women,Tennis,Ripon,21547.0
2009,Women,Track and Fields,Ripon,26132.0
2009,Women,Volleyball,Ripon,44809.0
2010,Men,Baseball,Ripon,70581.0
2010,Men,Basketball,Ripon,79829.0
2010,Men,Cross Country,Ripon,14327.0
2010,Men,Football,Ripon,148281.0
2010,Men,Golf,Ripon,18108.0
2010,Men,Soccer,Ripon,29445.0
2010,Men,Swimming and Diving,Ripon,15481.0
2010,Men,Tennis,Ripon,13075.0
2010,Men,Track and Fields,Ripon,35994.0
2010,Women,Basketball,Ripon,61756.0
2010,Women,Cross Country,Ripon,14327.0
2010,Women,Golf,Ripon,8738.0
2010,Women,Soccer,Ripon,33227.0
2010,Women,Softball,Ripon,41407.0
2010,Women,Swimming and Diving,Ripon,15481.0
2010,Women,Tennis,Ripon,21014.0
2010,Women,Track and Fields,Ripon,35994.0
2010,Women,Volleyball,Ripon,50513.0
2011,Men,Baseball,Ripon,83503.0
2011,Men,Basketball,Ripon,62638.0
2011,Men,Cross Country,Ripon,14744.0
2011,Men,Football,Ripon,145665.0
2011,Men,Golf,Ripon,8182.0
2011,Men,Soccer,Ripon,46559.0
2011,Men,Swimming and Diving,Ripon,8933.0
2011,Men,Tennis,Ripon,15475.0
2011,Men,Track and Fields,Ripon,38060.0
2011,Women,Basketball,Ripon,65525.0
2011,Women,Cross Country,Ripon,14744.0
2011,Women,Golf,Ripon,11683.0
2011,Women,Soccer,Ripon,46922.0
2011,Women,Softball,Ripon,60611.0
2011,Women,Swimming and Diving,Ripon,8697.0
2011,Women,Tennis,Ripon,12353.0
2011,Women,Track and Fields,Ripon,38060.0
2011,Women,Volleyball,Ripon,63572.0
2012,Men,Baseball,Ripon,123173.0
2012,Men,Basketball,Ripon,111665.0
2012,Men,Cross Country,Ripon,17473.0
2012,Men,Football,Ripon,145737.0
2012,Men,Golf,Ripon,4695.0
2012,Men,Soccer,Ripon,55573.0
2012,Men,Tennis,Ripon,16350.0
2012,Men,Track and Fields,Ripon,45156.0
2012,Women,Basketball,Ripon,63502.0
2012,Women,Cross Country,Ripon,17473.0
2012,Women,Golf,Ripon,3429.0
2012,Women,Soccer,Ripon,58260.0
2012,Women,Softball,Ripon,75826.0
2012,Women,Tennis,Ripon,10371.0
2012,Women,Track and Fields,Ripon,45156.0
2012,Women,Volleyball,Ripon,54859.0
2013,Men,Baseball,Ripon,78727.0
2013,Men,Basketball,Ripon,82677.0
2013,Men,Cross Country,Ripon,19821.0
2013,Men,Football,Ripon,138967.0
2013,Men,Golf,Ripon,1503.0
2013,Men,Soccer,Ripon,58330.0
2013,Men,Tennis,Ripon,19079.0
2013,Men,Track and Fields,Ripon,63552.0
2013,Women,Basketball,Ripon,80805.0
2013,Women,Cross Country,Ripon,25098.0
