Overall,OverallPCT,Conf,ConfPCT,Streak,Home,Away,Neutral,Gender,Sport,Year
5-Feb,0.286,3-Jan,0.25,L3,0-1,2-Jan,2-Jan,Women,softball,1979
10-May,0.333,0-4,0,L1,2-Apr,0-1,7-Jan,Women,softball,1980
12-May,0.294,0-4,0,L2,4-Mar,4-Feb,0-4,Women,softball,1981
14-Feb,0.125,3-Jan,0.25,L8,9-Jan,5-Jan,0-0,Women,softball,1982
13-Jan,0.071,0-0,0,L3,5-Jan,0-6,0-2,Women,softball,1983
12-Aug,0.4,7-Mar,0.3,L1,5-Jul,7-Jan,0-0,Women,softball,1984
17-Jan,0.056,9-Jan,0.1,L16,0-10,7-Jan,0-0,Women,softball,1985
0-13,0,0-10,0,L13,0-4,0-7,0-2,Women,softball,1986
2-Jan,0.333,0-0,0,L2,0-0,2-Jan,0-0,Women,softball,1987
9-Feb,0.182,9-Jan,0.1,W1,5-Jan,4-Jan,0-0,Women,softball,1988
8-Oct,0.556,7-Mar,0.3,W3,4-Mar,4-Jul,0-0,Women,softball,1989
5-Jul,0.583,5-May,0.5,L4,4-Feb,1-Mar,Feb-00,Women,softball,1990
13-Jul,0.35,8-Feb,0.2,W2,4-Jun,0-6,3-Jan,Women,softball,1991
25-Jan,0.038,9-Jan,0.1,L3,0-6,7-Jan,0-12,Women,softball,1992
19-May,0.208,0-10,0,W2,8-Feb,0-6,5-Mar,Women,softball,1993
21-May,0.192,9-Jan,0.1,L5,13-Jan,5-Jan,3-Mar,Women,softball,1994
20-Mar,0.13,9-Jan,0.1,L13,10-Jan,5-Jan,5-Jan,Women,softball,1995
21-Jul,0.25,7-Mar,0.3,L5,8-Apr,8-Feb,5-Jan,Women,softball,1996
15-Jul,0.318,6-Apr,0.4,L3,4-Apr,3-Jan,8-Feb,Women,softball,1997
13-18,0.419,2-Jun,0.75,L1,7-Jun,3-May,8-Feb,Women,softball,1998
17-Oct,0.37,3-May,0.625,W3,7-Apr,1-Feb,9-Apr,Women,softball,1999
19-14,0.576,4-Apr,0.5,L1,2-Mar,6-Jun,6-Oct,Women,softball,2000
5/22/2001,0.196,1/10/2001,0.125,L5,1/7/2001,2-Jan,13-Mar,Women,softball,2001
14-16-1,0.468,10-Mar,0.231,L3,5/4/2001,5-Mar,7-Jun,Women,softball,2002
21-11,0.656,4-Sep,0.692,W3,5-Jun,4-Jan,14-2,Women,softball,2003
20-Aug,0.286,11-Feb,0.154,W1,5-Jan,0-6,9-Jul,Women,softball,2004
13-21,0.382,9-Apr,0.308,L1,5-Jul,7-Mar,9-Mar,Women,softball,2005
23-15,0.605,5-Aug,0.615,L1,5-Jul,4-Jul,6-Sep,Women,softball,2006
16-Aug,0.333,8-May,0.385,W1,6-Jan,3-Mar,7-Apr,Women,softball,2007
20-Aug,0.286,5-Mar,0.375,L4,9-Mar,0-5,6-May,Women,softball,2008
22-Sep,0.29,7-Jun,0.462,L9,0-8,4-Mar,10-Jun,Women,softball,2009
28-Jun,0.176,9-Mar,0.25,W1,12-Apr,0-5,11-Feb,Women,softball,2010
0-33,0,0-13,0,L33,0-8,0-10,0-15,Women,softball,2011
26-Feb,0.071,0-7,0,L10,9-Feb,0-14,0-3,Women,softball,2012
28-Jan,0.034,14-Jan,0.067,L1,9-Jan,0-6,0-13,Women,softball,2013
0-22,0,0-10,0,L22,0-6,0-6,0-10,Women,softball,2014
29-Jun,0.171,10-May,0.333,L7,11-Jan,11-Mar,7-Feb,Women,softball,2015
16-19,0.457,12-Aug,0.4,W1,7-Jul,10-Apr,2-May,Women,softball,2016
23-Nov,0.324,11-Jul,0.389,L6,7-Jul,10-Feb,6-Feb,Women,softball,2017
24-14,0.632,6-Dec,0.667,L1,3-Sep,4-Jul,7-Aug,Women,softball,2018
19-22,0.463,13-5,0.722,L1,2-Oct,8-Mar,12-Jun,Women,softball,2019
0-0,0,0-0,0,,0-0,0-0,0-0,Women,softball,2020
7-Sep,0.562,7-Sep,0.562,W1,4-Jun,3-Mar,0-0,Women,softball,2021
20-19,0.513,4-Dec,0.75,L1,5-Jul,4-Jul,10-Jun,Women,softball,2022
30-14,0.682,15-1,0.938,L1,1-Sep,8-Oct,5-Nov,Women,softball,2023
27-16,0.628,13-3,0.812,L2,3-Jul,6-Oct,7-Oct,Women,softball,2024
0-0,0,0-0,0,,0-0,0-0,0-0,Women,softball,2025
3-Jun,0.667,0-0,0,W1,2-Feb,1-Mar,Jan-00,Women,Tennis,1974
1-Jun,0.857,0-0,0,W3,Mar-00,1-Mar,0-0,Women,Tennis,1975
4-Feb,0.333,0-0,0,L2,2-Feb,0-2,0-0,Women,Tennis,1976
Jun-00,1,0-0,0,W6,Mar-00,Mar-00,0-0,Women,Tennis,1977
2-Sep,0.818,0-0,0,W6,1-May,1-Apr,0-0,Women,Tennis,1978
1-May,0.833,0-0,0,L1,1-Jan,Apr-00,0-0,Women,Tennis,1979
5-Apr,0.444,0-0,0,L2,3-Jan,2-Jan,Feb-00,Women,Tennis,1980
4-Jan,0.2,0-0,0,L1,2-Jan,0-2,0-0,Women,Tennis,1981
4-Apr,0.5,0-0,0,L3,2-Feb,1-Feb,0-1,Women,Tennis,1982
2-Jul,0.778,0-0,0,W3,1-May,1-Jan,Jan-00,Women,Tennis,1983
7-May,0.417,0-0,0,L1,0-3,4-Apr,Jan-00,Women,Tennis,1984
6-Apr,0.4,0-0,0,W1,2-Feb,4-Feb,0-0,Women,Tennis,1985
7-Apr,0.364,0-0,0,L2,3-Feb,0-4,Feb-00,Women,Tennis,1986
9-Mar,0.25,0-0,0,L1,0-5,2-Mar,0-2,Women,Tennis,1987
6-Jun,0.5,0-0,0,L3,3-Apr,3-Feb,0-0,Women,Tennis,1988
3-Nov,0.786,2-Jun,0.75,W5,2-Jun,1-Apr,Jan-00,Women,Tennis,1989
3-Sep,0.75,2-May,0.714,W4,1-May,2-Mar,Jan-00,Women,Tennis,1990
1-Oct,0.909,1-Aug,0.889,W4,Apr-00,1-Apr,Feb-00,Women,Tennis,1991
3-Sep,0.75,2-Apr,0.667,L1,1-May,2-Apr,0-0,Women,Tennis,1992
3-Apr,0.571,3-Mar,0.5,L2,1-Mar,2-Jan,0-0,Women,Tennis,1993
5-Jun,0.545,4-Feb,0.333,W2,3-Mar,2-Mar,0-0,Women,Tennis,1994
11-Jan,0.083,7-Jan,0.125,L2,6-Jan,0-5,0-0,Women,Tennis,1995
5-Sep,0.643,3-Jun,0.667,W3,1-Apr,4-Mar,Feb-00,Women,Tennis,1996
5-Sep,0.643,4-Apr,0.5,W4,2-Jun,2-Mar,0-1,Women,Tennis,1997
1-Dec,0.923,Jun-00,1,W4,Apr-00,1-Jun,Feb-00,Women,Tennis,1998
Sep-00,,Jun-00,,W9,Mar-00,May-00,Jan-00,Women,Tennis,1999
9-Mar,0.25,1-Feb,0.667,L5,2-Feb,4-Jan,0-3,Women,Tennis,2000
7-Mar,0.3,1-Feb,0.667,L3,3-Jan,1-Feb,0-3,Women,Tennis,2001
8-May,0.385,1-Mar,0.75,L5,1-Mar,5-Jan,2-Jan,Women,Tennis,2002
5-Jul,0.583,Apr-00,1,L1,4-Feb,Mar-00,1-Feb,Women,Tennis,2003
1-Nov,0.917,Apr-00,1,W10,Apr-00,1-Mar,Apr-00,Women,Tennis,2004
3-Dec,0.8,Apr-00,1,W1,1-Mar,1-Jun,1-Mar,Women,Tennis,2005
8-Dec,0.6,Apr-00,1,L4,1-Apr,5-May,2-Mar,Women,Tennis,2006
18-5,0.783,Apr-00,1,L1,1-Apr,1-Jul,3-Jul,Women,Tennis,2007
20-7,0.741,Apr-00,1,L1,Jun-00,4-Apr,3-Oct,Women,Tennis,2008
19-7,0.731,Apr-00,1,L1,2-Jul,1-Jun,4-Jun,Women,Tennis,2009
18-7,0.72,Apr-00,1,L3,1-Jun,2-Mar,4-Sep,Women,Tennis,2010
19-4,0.826,Mar-00,1,L1,2-Apr,1-May,1-Oct,Women,Tennis,2011
14-9,0.609,1-Apr,0.8,L1,Jun-00,3-Feb,6-Jun,Women,Tennis,2012
17-8,0.68,1-Apr,0.8,L1,2-Mar,2-Mar,4-Nov,Women,Tennis,2013
14-9,0.609,2-Aug,0.8,L1,2-Apr,4-May,3-May,Women,Tennis,2014
15-9,0.625,1-Sep,0.9,L1,1-Aug,2-Apr,6-Mar,Women,Tennis,2015
15-7,0.682,Sep-00,1,L1,1-Jun,1-Jul,5-Feb,Women,Tennis,2016
20-5,0.8,Sep-00,1,L1,Aug-00,1-May,4-Jul,Women,Tennis,2017
16-9,0.64,1-Aug,0.889,L1,3-Jun,2-Jun,4-Apr,Women,Tennis,2018
Dec-00,1,Sep-00,1,W12,Sep-00,Mar-00,0-0,Women,Tennis,2019
1-Jul,0.875,May-00,1,L1,Mar-00,Feb-00,1-Feb,Women,Tennis,2020
21-7,0.75,Jun-00,1,L1,May-00,3-Jun,4-Oct,Women,Tennis,2021
16-8,0.667,Jun-00,1,L1,Jun-00,6-Apr,2-Jun,Women,Tennis,2022
23-5,0.821,Jun-00,1,L1,Jul-00,3-Apr,2-Dec,Women,Tennis,2023
Sep-00,1,Jun-00,1,W9,Mar-00,May-00,Jan-00,Women,Tennis,2024
14-Apr,0.222,0-0,0,W3,2-Feb,7-Jan,5-Jan,Women,Volleyball,1974
1/11/2001,0.115,0-0,0,L6,3-Jan,0-6,0-2-1,Women,Volleyball,1975
11-Dec,0.522,0-0,0,L7,1-Apr,2-Mar,8-May,Women,Volleyball,1976
14-9-2,0.6,0-0,0,W1,1-Jul,5-Apr,3/3/2002,Women,Volleyball,1977
17-Feb,0.105,0-0,0,L2,0-7,5-Feb,0-5,Women,Volleyball,1978
25-Feb,0.074,0-0,0,L20,9-Feb,0-6,0-10,Women,Volleyball,1979
18-Jan,0.053,0-0,0,L12,5-Jan,0-6,0-7,Women,Volleyball,1980
19-Mar,0.136,0-0,0,L11,5-Jan,5-Jan,9-Jan,Women,Volleyball,1981
22-Feb,0.083,0-0,0,L8,7-Feb,0-8,0-7,Women,Volleyball,1982
0-24,0,0-5,0,L24,0-6,0-10,0-8,Women,Volleyball,1983
23-Jun,0.207,4-Jan,0.2,L2,9-Apr,0-10,4-Feb,Women,Volleyball,1984
25-Jul,0.219,0-5,0,L7,3-May,9-Feb,0-13,Women,Volleyball,1985
30-Mar,0.091,0-5,0,L8,9-Feb,0-10,11-Jan,Women,Volleyball,1986
26-Mar,0.103,0-5,0,L7,0-12,0-8,6-Mar,Women,Volleyball,1987
27-Mar,0.1,0-5,0,L3,8-Jan,0-10,9-Feb,Women,Volleyball,1988
26-Mar,0.103,0-5,0,L10,6-Jan,9-Jan,11-Jan,Women,Volleyball,1989
17-Sep,0.346,3-Feb,0.4,W1,4-Jun,5-Feb,8-Jan,Women,Volleyball,1990
17-Nov,0.393,3-Feb,0.4,L6,4-May,4-Feb,9-Apr,Women,Volleyball,1991
25-Apr,0.138,0-5,0,L12,7-Jan,10-Jan,8-Feb,Women,Volleyball,1992
23-Jul,0.233,4-Jan,0.2,L3,8-Jan,6-Mar,9-Mar,Women,Volleyball,1993
26-Jun,0.188,0-5,0,L8,5-Jan,9-Jan,12-Apr,Women,Volleyball,1994
13-17,0.433,3-Feb,0.4,W1,3-Apr,5-Mar,9-Jun,Women,Volleyball,1995
18-Jul,0.28,3-Feb,0.4,L5,9-Mar,6-Jan,3-Mar,Women,Volleyball,1996
18-12,0.6,3-Jan,0.25,W2,2-May,5-Apr,5-Sep,Women,Volleyball,1997
23-9,0.719,1-Mar,0.75,L1,3-Nov,3-Apr,3-Aug,Women,Volleyball,1998
17-8,0.68,1-Mar,0.75,L2,2-Mar,3-Sep,3-May,Women,Volleyball,1999
23-Oct,0.303,2-Feb,0.5,L1,5-Jun,7-Jan,11-Mar,Women,Volleyball,2000
17-13,0.567,5-Apr,0.444,L2,2-Jul,3-Jun,8-Apr,Women,Volleyball,2001
21-13,0.618,3-Jun,0.667,L2,4-Aug,2-Jun,7-Jul,Women,Volleyball,2002
27-Jul,0.206,7-Feb,0.222,L2,5-Feb,12-Jan,10-Apr,Women,Volleyball,2003
29-Jun,0.171,8-Jan,0.111,L2,5-Jan,11-Jan,13-Apr,Women,Volleyball,2004
25-May,0.167,7-Feb,0.222,L8,8-Feb,8-Jan,9-Feb,Women,Volleyball,2005
25-Mar,0.107,0-9,0,L8,0-8,5-Jan,12-Feb,Women,Volleyball,2006
24-May,0.172,6-Mar,0.333,W2,6-Mar,0-10,8-Feb,Women,Volleyball,2007
21-Jul,0.25,7-Feb,0.222,L6,8-Mar,5-Feb,8-Feb,Women,Volleyball,2008
14-19,0.424,4-May,0.556,L4,4-Sep,6-Jan,9-Apr,Women,Volleyball,2009
15-Nov,0.423,5-Apr,0.444,L1,3-Apr,9-Jan,3-Jun,Women,Volleyball,2010
17-Sep,0.346,3-Jun,0.667,L4,2-Aug,7-Jan,0-8,Women,Volleyball,2011
21-Jul,0.25,5-May,0.5,W1,7-Feb,6-Mar,8-Feb,Women,Volleyball,2012
25-Mar,0.107,7-Mar,0.3,L3,11-Jan,6-Feb,0-8,Women,Volleyball,2013
20-Aug,0.286,8-Feb,0.2,L4,5-Apr,6-Mar,9-Jan,Women,Volleyball,2014
19-Feb,0.095,9-Jan,0.1,L3,0-7,8-Jan,4-Jan,Women,Volleyball,2015
14-11,0.56,3-Jun,0.667,L1,3-Jul,3-May,5-Feb,Women,Volleyball,2016
16-9,0.64,4-May,0.556,L1,3-Feb,4-Jun,2-Aug,Women,Volleyball,2017
17-16,0.515,2-Jul,0.778,L1,4-Aug,6-Mar,6-Jun,Women,Volleyball,2018
26-5,0.839,2-Jul,0.778,L1,15-0,3-Apr,2-Jul,Women,Volleyball,2019
0-0,0,0-0,0,,0-0,0-0,0-0,Women,Volleyball,2020
20-14,0.588,1-Jul,0.875,L1,5-Oct,5-Jun,4-Apr,Women,Volleyball,2021
17-11,0.607,2-Jun,0.75,L5,2-Aug,5-Jun,4-Mar,Women,Volleyball,2022
13-17,0.433,3-May,0.625,L1,5-Jun,6-Jun,6-Jan,Women,Volleyball,2023
21-10,0.677,1-Jul,0.875,L1,2-Dec,5-Jun,3-Mar,Women,Volleyball,2024
