Year,Gender,Sport,School,Expense,Accumulative Growth,Yearly Change
2016,Men,Basketball,Macalester College,185268.0,1.8599337415922097,-0.010965076178985917
2017,Men,Basketball,Macalester College,169774.0,1.704387109727939,-0.08363020057430318
2018,Men,Basketball,Macalester College,161588.0,1.6222066057624736,-0.048217041478671646
2019,Men,Basketball,Macalester College,198279.0,1.9905531573135227,0.22706512859865832
2020,Men,Basketball,Macalester College,165716.0,1.6636482280895493,-0.16422818351918256
2021,Men,Basketball,Macalester College,208117.0,2.0893183415319747,0.2558654565642424
2022,Men,Basketball,Macalester College,212646.0,2.134785664089951,0.021761797450472572
2003,Women,Basketball,Macalester College,80874.0,1.0,0.0
2004,Women,Basketball,Macalester College,90959.0,1.1247001508519425,0.12470015085194253
2005,Women,Basketball,Macalester College,105928.0,1.309790538368326,0.16456865181015623
2006,Women,Basketball,Macalester College,120687.0,1.4922842940870984,0.139330488633789
2007,Women,Basketball,Macalester College,123203.0,1.5233944160051438,0.020847315783804388
2008,Women,Basketball,Macalester College,125476.0,1.5514998639859534,0.018449226074040405
2009,Women,Basketball,Macalester College,145196.0,1.7953359546949577,0.1571615288979566
2010,Women,Basketball,Macalester College,160115.0,1.9798080965452431,0.10275076448387008
2011,Women,Basketball,Macalester College,162756.0,2.012463832628533,0.016494394653842552
2012,Women,Basketball,Macalester College,170337.0,2.1062022405222938,0.04657892796578928
2013,Women,Basketball,Macalester College,165870.0,2.0509681727131093,-0.026224484404445306
2014,Women,Basketball,Macalester College,150379.0,1.859423300442664,-0.09339241574727196
2015,Women,Basketball,Macalester College,158053.0,1.9543116452753666,0.05103106151789811
2016,Women,Basketball,Macalester College,169417.0,2.0948265202660927,0.0718999323011901
2017,Women,Basketball,Macalester College,144540.0,1.7872245715557533,-0.14683886504896204
2018,Women,Basketball,Macalester College,167125.0,2.066486138932166,0.15625432406254325
2019,Women,Basketball,Macalester College,189355.0,2.341358162079284,0.1330142109199701
2020,Women,Basketball,Macalester College,170285.0,2.105559265029552,-0.1007103060389216
2021,Women,Basketball,Macalester College,199737.0,2.4697306921878477,0.17295710133012304
2022,Women,Basketball,Macalester College,213014.0,2.633899646363479,0.0664724112207553
2003,Men,Cross Country,Macalester College,82411.0,1.0,0.0
2004,Men,Cross Country,Macalester College,83329.0,1.011139289657934,0.011139289657934013
2003,Women,Cross Country,Macalester College,99169.0,1.0,0.0
2004,Women,Cross Country,Macalester College,109483.0,1.1040042755296513,0.1040042755296514
2003,Men,Football,Macalester College,190903.0,1.0,0.0
2004,Men,Football,Macalester College,210917.0,1.1048385829452654,0.1048385829452654
2005,Men,Football,Macalester College,336154.0,1.7608628465765337,0.5937738541701237
2006,Men,Football,Macalester College,355288.0,1.8610917586418234,0.05692034008222422
2007,Men,Football,Macalester College,273624.0,1.4333143009800788,-0.22985296435567765
2008,Men,Football,Macalester College,316406.0,1.6574176414199882,0.156353243867497
2009,Men,Football,Macalester College,324618.0,1.7004342519499431,0.025953995815502867
2010,Men,Football,Macalester College,366743.0,1.9210960540169615,0.12976791182251138
2011,Men,Football,Macalester College,383251.0,2.0075692891154144,0.04501244740867583
2012,Men,Football,Macalester College,410395.0,2.1497566827132104,0.0708256468998124
2013,Men,Football,Macalester College,417601.0,2.187503601305375,0.017558693453867614
2014,Men,Football,Macalester College,493476.0,2.5849567581441883,0.18169257257525726
2015,Men,Football,Macalester College,542622.0,2.8423964002661037,0.09959146949395715
2016,Men,Football,Macalester College,538305.0,2.819782821642405,-0.00795581454493183
2017,Men,Football,Macalester College,544721.0,2.8533915129673186,0.01191889356405755
2018,Men,Football,Macalester College,584346.0,3.060957659125315,0.07274366143401852
2019,Men,Football,Macalester College,569283.0,2.9820537131422764,-0.02577753591194258
2020,Men,Football,Macalester College,488421.0,2.5584773418961464,-0.14204183156707648
2021,Men,Football,Macalester College,601365.0,3.150107646291572,0.23124312836671643
2022,Men,Football,Macalester College,535949.0,2.8074414755137425,-0.10877919400031595
2003,Men,Golf,Macalester College,45930.0,1.0,0.0
2004,Men,Golf,Macalester College,32684.0,0.7116046157195732,-0.2883953842804267
2005,Men,Golf,Macalester College,31843.0,0.6932941432614849,-0.0257312446456982
2006,Men,Golf,Macalester College,35396.0,0.7706509906379273,0.11157868291304211
2007,Men,Golf,Macalester College,41700.0,0.9079033311561071,0.1780992202508758
2008,Men,Golf,Macalester College,37956.0,0.8263879817112998,-0.0897841726618705
2009,Men,Golf,Macalester College,39670.0,0.8637056390158937,0.04515755084835072
2010,Men,Golf,Macalester College,55194.0,1.2016982364467668,0.39132845979329467
2011,Men,Golf,Macalester College,54091.0,1.177683431308513,-0.019984056237996883
2012,Men,Golf,Macalester College,35489.0,0.7726758110167646,-0.3439019430219445
2013,Men,Golf,Macalester College,42207.0,0.9189418680600915,0.18929809236664882
2014,Men,Golf,Macalester College,47373.0,1.0314173742651862,0.12239675883147345
2015,Men,Golf,Macalester College,52880.0,1.1513172218593513,0.11624765161589935
2016,Men,Golf,Macalester College,71633.0,1.5596124537339429,0.3546331316187595
2017,Men,Golf,Macalester College,67488.0,1.4693664271717832,-0.0578643921097818
2018,Men,Golf,Macalester College,61509.0,1.339190071848465,-0.08859352773826458
2019,Men,Golf,Macalester College,72766.0,1.584280426736338,0.18301386788925197
2020,Men,Golf,Macalester College,50174.0,1.0924014805138254,-0.3104746722370338
2021,Men,Golf,Macalester College,86347.0,1.8799695188330068,0.7209510902060828
2022,Men,Golf,Macalester College,98347.0,2.1412366644894405,0.13897413922892515
2003,Women,Golf,Macalester College,34618.0,1.0,0.0
2004,Women,Golf,Macalester College,25486.0,0.7362065977237275,-0.26379340227627246
2005,Women,Golf,Macalester College,29741.0,0.8591195331908256,0.16695440634073608
2006,Women,Golf,Macalester College,35396.0,1.0224738575307644,0.190141555428533
2007,Women,Golf,Macalester College,41700.0,1.2045756542838986,0.1780992202508758
2008,Women,Golf,Macalester College,36448.0,1.0528626725980703,-0.12594724220623502
2009,Women,Golf,Macalester College,39670.0,1.1459356404182794,0.08839991220368744
2010,Women,Golf,Macalester College,39425.0,1.1388583973655324,-0.0061759516007058235
2011,Women,Golf,Macalester College,47333.0,1.367294471084407,0.20058338617628407
2012,Women,Golf,Macalester College,47319.0,1.3668900571956786,-0.00029577673082204804
2013,Women,Golf,Macalester College,54267.0,1.5675948928303194,0.14683319596779307
2014,Women,Golf,Macalester College,55268.0,1.5965104858744006,0.018445832642305638
2015,Women,Golf,Macalester College,52880.0,1.5275290311398695,-0.043207642758920174
2016,Women,Golf,Macalester College,11939.0,0.3448783869663181,-0.7742246596066565
2017,Women,Golf,Macalester College,34244.0,0.989196371829684,1.8682469218527515
2018,Women,Golf,Macalester College,51258.0,1.4806747934600497,0.49684616283144495
2019,Women,Golf,Macalester College,27287.0,0.7882315558380033,-0.467653829646104
2020,Women,Golf,Macalester College,40139.0,1.1594835056906811,0.4709935133946568
2021,Women,Golf,Macalester College,86347.0,2.4942804321451266,1.1511995814544458
2022,Women,Golf,Macalester College,78677.0,2.272719394534635,-0.08882763732382133
2003,Men,Soccer,Macalester College,80550.0,1.0,0.0
2004,Men,Soccer,Macalester College,67471.0,0.8376288019863439,-0.16237119801365613
2005,Men,Soccer,Macalester College,130991.0,1.6262073246430788,0.9414415082035245
2006,Men,Soccer,Macalester College,119739.0,1.4865176908752327,-0.08589903123115329
2007,Men,Soccer,Macalester College,95722.0,1.1883550589695842,-0.20057792365060673
2008,Men,Soccer,Macalester College,121467.0,1.5079702048417132,0.2689559348947995
2009,Men,Soccer,Macalester College,138915.0,1.7245810055865922,0.14364395267850527
2010,Men,Soccer,Macalester College,145185.0,1.8024208566108006,0.045135514523269624
2011,Men,Soccer,Macalester College,130314.0,1.61780260707635,-0.10242793677032751
2012,Men,Soccer,Macalester College,141081.0,1.7514711359404096,0.08262350936967632
2013,Men,Soccer,Macalester College,157353.0,1.9534823091247673,0.11533799732068811
2014,Men,Soccer,Macalester College,166675.0,2.069211669770329,0.05924259467566554
2015,Men,Soccer,Macalester College,170310.0,2.1143389199255123,0.021808909554522273
2016,Men,Soccer,Macalester College,177147.0,2.199217877094972,0.04014444248722917
2017,Men,Soccer,Macalester College,173100.0,2.148975791433892,-0.022845433453572456
2018,Men,Soccer,Macalester College,227553.0,2.824990689013035,0.31457538994800693
2019,Men,Soccer,Macalester College,225812.0,2.803376784605835,-0.007650964830171433
2020,Men,Soccer,Macalester College,182804.0,2.269447548106766,-0.19045932014241937
2021,Men,Soccer,Macalester College,232150.0,2.882060831781502,0.269939388634822
2022,Men,Soccer,Macalester College,263403.0,3.2700558659217878,0.13462416541029507
2003,Women,Soccer,Macalester College,61925.0,1.0,0.0
2004,Women,Soccer,Macalester College,130159.0,2.101881308033912,1.101881308033912
2005,Women,Soccer,Macalester College,97408.0,1.5729995962858296,-0.2516230149278959
2006,Women,Soccer,Macalester College,97433.0,1.573403310456197,0.00025665243101182655
2007,Women,Soccer,Macalester College,150351.0,2.4279531691562375,0.543121940205064
2008,Women,Soccer,Macalester College,163521.0,2.6406297941057733,0.08759502763533332
2009,Women,Soccer,Macalester College,186607.0,3.0134356075898263,0.14118064346475376
2010,Women,Soccer,Macalester College,130395.0,2.10569236980218,-0.3012320009431586
2011,Women,Soccer,Macalester College,100165.0,1.6175211949939443,-0.23183404271636182
2012,Women,Soccer,Macalester College,120370.0,1.9438029874848608,0.20171716667498626
2013,Women,Soccer,Macalester College,141159.0,2.279515542995559,0.17270914679737476
2014,Women,Soccer,Macalester College,154171.0,2.489640694388373,0.09217974057622964
2015,Women,Soccer,Macalester College,149093.0,2.407638272103351,-0.032937452568900766
2016,Women,Soccer,Macalester College,165328.0,2.6698102543399274,0.10889176554231252
2017,Women,Soccer,Macalester College,148477.0,2.3976907549454984,-0.10192465885996323
2018,Women,Soccer,Macalester College,171265.0,2.765684295518773,0.15347831650693372
2019,Women,Soccer,Macalester College,171394.0,2.7677674606378684,0.000753218696172598
2020,Women,Soccer,Macalester College,145865.0,2.3555106984255145,-0.14894920475629253
2021,Women,Soccer,Macalester College,174866.0,2.82383528461849,0.19882082747746205
2022,Women,Soccer,Macalester College,192482.0,3.1083084376261607,0.10073999519632175
2003,Women,Softball,Macalester College,116518.0,1.0,0.0
2004,Women,Softball,Macalester College,64702.0,0.5552961774146484,-0.4447038225853516
2005,Women,Softball,Macalester College,74298.0,0.6376525515371015,0.14831071682482766
2006,Women,Softball,Macalester College,117785.0,1.0108738563998696,0.5853051226143369
2007,Women,Softball,Macalester College,116742.0,1.0019224497502532,-0.008855117374877956
2008,Women,Softball,Macalester College,118892.0,1.020374534406701,0.01841667951551284
2009,Women,Softball,Macalester College,116968.0,1.0038620642304192,-0.016182754096154495
2010,Women,Softball,Macalester College,124265.0,1.066487581317908,0.06238458381779632
2011,Women,Softball,Macalester College,131452.0,1.128169038260183,0.05783607612763047
2012,Women,Softball,Macalester College,109561.0,0.9402924869977171,-0.16653227033441864
2013,Women,Softball,Macalester College,112877.0,0.9687516091934293,0.030266244375279524
2014,Women,Softball,Macalester College,120566.0,1.034741413343861,0.06811839435846098
2015,Women,Softball,Macalester College,135261.0,1.1608592663794435,0.12188344972877926
2016,Women,Softball,Macalester College,150789.0,1.29412622942378,0.1148002750238428
2017,Women,Softball,Macalester College,136704.0,1.1732436190116549,-0.09340867039372898
2018,Women,Softball,Macalester College,204018.0,1.7509569336926483,0.492406952247191
2019,Women,Softball,Macalester College,197609.0,1.6959525566865206,-0.031413894852414984
2020,Women,Softball,Macalester College,185794.0,1.5945519147256217,-0.059789786902418415
2021,Women,Softball,Macalester College,222104.0,1.9061775862956796,0.19543149940256413
2022,Women,Softball,Macalester College,274133.0,2.352709452616763,0.23425512372582213
2003,Men,Swimming and Diving,Macalester College,43735.0,1.0,0.0
2004,Men,Swimming and Diving,Macalester College,59752.0,1.3662284211729736,0.3662284211729736
2005,Men,Swimming and Diving,Macalester College,45889.0,1.0492511718303419,-0.23200897041103227
2006,Men,Swimming and Diving,Macalester College,62768.0,1.4351892077283641,0.36782235394103163
2007,Men,Swimming and Diving,Macalester College,78152.0,1.7869440951183262,0.2450930410400204
2008,Men,Swimming and Diving,Macalester College,62563.0,1.4305018863610381,-0.19947026307708057
2009,Men,Swimming and Diving,Macalester College,57939.0,1.3247742082999885,-0.07390949922478142
2010,Men,Swimming and Diving,Macalester College,58199.0,1.3307191036926946,0.004487478209841385
2011,Men,Swimming and Diving,Macalester College,46735.0,1.0685949468389162,-0.1969793295417447
2012,Men,Swimming and Diving,Macalester College,56686.0,1.2961243855036013,0.21292393281266717
2014,Men,Swimming and Diving,Macalester College,55403.0,1.2667886132388246,-0.02263345446847546
2015,Men,Swimming and Diving,Macalester College,54758.0,1.2520406996684577,-0.011641968846452359
2016,Men,Swimming and Diving,Macalester College,51863.0,1.1858465759689036,-0.05286898717995544
2017,Men,Swimming and Diving,Macalester College,68838.0,1.573979650165771,0.3273046295046565
2018,Men,Swimming and Diving,Macalester College,77751.0,1.777775237224191,0.12947790464568987
2019,Men,Swimming and Diving,Macalester College,45395.0,1.0379558705842002,-0.41614898843744774
2022,Men,Swimming and Diving,Macalester College,84731.0,1.9373728135360695,0.866527150567243
2003,Women,Swimming and Diving,Macalester College,54961.0,1.0,0.0
2004,Women,Swimming and Diving,Macalester College,64602.0,1.1754152944815415,0.17541529448154144
2005,Women,Swimming and Diving,Macalester College,79435.0,1.4452975746438383,0.22960589455434816
2006,Women,Swimming and Diving,Macalester College,62768.0,1.1420461781990867,-0.20981934915339587
2007,Women,Swimming and Diving,Macalester College,78152.0,1.4219537490220338,0.2450930410400204
2008,Women,Swimming and Diving,Macalester College,75789.0,1.378959625916559,-0.030235950455522572
2009,Women,Swimming and Diving,Macalester College,57939.0,1.0541838758392315,-0.23552230534774177
2010,Women,Swimming and Diving,Macalester College,95236.0,1.7327923436618693,0.6437287492017467
2011,Women,Swimming and Diving,Macalester College,72227.0,1.3141500336602319,-0.24159981519593432
2012,Women,Swimming and Diving,Macalester College,61046.0,1.110714870544568,-0.15480360529995707
2013,Women,Swimming and Diving,Macalester College,76570.0,1.3931697021524354,0.2543000360383973
2014,Women,Swimming and Diving,Macalester College,100733.0,1.8328087189097724,0.3155674546166906
2015,Women,Swimming and Diving,Macalester College,76661.0,1.3948254216626335,-0.23896836190722007
2016,Women,Swimming and Diving,Macalester College,82116.0,1.4940776186750604,0.07115743337551036
2017,Women,Swimming and Diving,Macalester College,79790.0,1.4517567002056004,-0.02832578303862828
2018,Women,Swimming and Diving,Macalester College,88118.0,1.6032823274685686,0.10437398170196767
2019,Women,Swimming and Diving,Macalester College,141860.0,2.5811029639198706,0.6098867427767312
2020,Women,Swimming and Diving,Macalester College,92584.0,1.6845399465075235,-0.34735654870999577
2021,Women,Swimming and Diving,Macalester College,127336.0,2.31684285220429,0.37535643307698957
2022,Women,Swimming and Diving,Macalester College,150632.0,2.740707046815014,0.1829490481874725
2003,Men,Tennis,Macalester College,23194.0,1.0,0.0
2004,Men,Tennis,Macalester College,19800.0,0.8536690523411227,-0.1463309476588773
2005,Men,Tennis,Macalester College,33998.0,1.465810123307752,0.7170707070707071
2006,Men,Tennis,Macalester College,28720.0,1.2382512718806589,-0.15524442614271428
2007,Men,Tennis,Macalester College,30122.0,1.2986979391221867,0.04881615598885794
2008,Men,Tennis,Macalester College,34754.0,1.4984047598516859,0.1537746497576522
2009,Men,Tennis,Macalester College,26865.0,1.1582736914719325,-0.2269954537607182
2010,Men,Tennis,Macalester College,31595.0,1.362205742864534,0.17606551274892984
2011,Men,Tennis,Macalester College,36330.0,1.5663533672501508,0.14986548504510208
2012,Men,Tennis,Macalester College,30649.0,1.3214193325860135,-0.15637214423341592
2013,Men,Tennis,Macalester College,28697.0,1.2372596361127879,-0.06368886423700611
2014,Men,Tennis,Macalester College,32286.0,1.3919979304992671,0.12506533784019236
2015,Men,Tennis,Macalester College,35064.0,1.5117702854186428,0.08604348634082884
2016,Men,Tennis,Macalester College,35754.0,1.5415193584547728,0.019678302532511977
2017,Men,Tennis,Macalester College,46701.0,2.0134948693627663,0.306175532807518
2018,Men,Tennis,Macalester College,51050.0,2.2010002586875914,0.09312434423245755
2019,Men,Tennis,Macalester College,42848.0,1.847374320945072,-0.160666013712047
2020,Men,Tennis,Macalester College,27643.0,1.1918168491851342,-0.3548590365944735
2021,Men,Tennis,Macalester College,55903.0,2.410235405708373,1.0223202980863149
2022,Men,Tennis,Macalester College,50586.0,2.180995084935759,-0.09511117471334275
2003,Women,Tennis,Macalester College,15620.0,1.0,0.0
2004,Women,Tennis,Macalester College,19345.0,1.2384763124199745,0.23847631241997438
2005,Women,Tennis,Macalester College,29302.0,1.8759282970550577,0.5147066425432928
2006,Women,Tennis,Macalester College,28720.0,1.8386683738796414,-0.019862125452187563
2007,Women,Tennis,Macalester College,30122.0,1.9284250960307299,0.04881615598885794
2008,Women,Tennis,Macalester College,33018.0,2.1138284250960306,0.09614235442533696
2009,Women,Tennis,Macalester College,26865.0,1.719910371318822,-0.18635289841904415
2010,Women,Tennis,Macalester College,31595.0,2.022727272727273,0.17606551274892984
2011,Women,Tennis,Macalester College,33027.0,2.114404609475032,0.0453236271561956
2012,Women,Tennis,Macalester College,27863.0,1.7838028169014084,-0.15635692009567928
2013,Women,Tennis,Macalester College,31306.0,2.0042253521126763,0.12356889064350572
2014,Women,Tennis,Macalester College,35222.0,2.2549295774647886,0.12508784258608574
