Gender,Sport,Year,School,CPct.,Pct.,Ranking
Women,Soccer,2021,Knox,1.0,0.605,1
Women,Soccer,2021,Lake Forest,0.812,0.559,2
Women,Soccer,2021,Beloit,0.688,0.605,3
Women,Soccer,2021,Lawrence,0.625,0.605,4
Women,Soccer,2021,Monmouth IL,0.562,0.324,5
Women,Soccer,2021,Grinnell,0.375,0.235,6
Women,Soccer,2021,Cornell College,0.312,0.395,7
Women,Soccer,2021,Illinois Col,0.125,0.176,8
Women,Soccer,2021,Ripon,0.0,0.028,9
Women,Soccer,2022,Grinnell,0.938,0.711,1
Women,Soccer,2022,Lake Forest,0.875,0.658,2
Women,Soccer,2022,Beloit,0.75,0.656,3
Women,Soccer,2022,Cornell College,0.5,0.275,4
Women,Soccer,2022,Lawrence,0.438,0.472,5
Women,Soccer,2022,Illinois Col,0.312,0.176,6
Women,Soccer,2022,Knox,0.312,0.167,7
Women,Soccer,2022,Ripon,0.188,0.306,8
Women,Soccer,2022,Monmouth IL,0.188,0.281,9
Women,Soccer,2023,Lake Forest,0.938,0.675,1
Women,Soccer,2023,Grinnell,0.812,0.658,2
Women,Soccer,2023,Lawrence,0.75,0.5,3
Women,Soccer,2023,Beloit,0.688,0.395,4
Women,Soccer,2023,Monmouth IL,0.438,0.406,5
Women,Soccer,2023,Illinois Col,0.375,0.444,6
Women,Soccer,2023,Ripon,0.312,0.559,7
Women,Soccer,2023,Cornell College,0.125,0.179,8
Women,Soccer,2023,Knox,0.062,0.031,9
Women,Soccer,2024,Lake Forest,0.938,0.775,1
Women,Soccer,2024,Lawrence,0.938,0.727,2
Women,Soccer,2024,Grinnell,0.688,0.559,3
Women,Soccer,2024,Beloit,0.562,0.342,4
Women,Soccer,2024,Monmouth IL,0.5,0.412,5
Women,Soccer,2024,Illinois Col,0.375,0.605,6
Women,Soccer,2024,Ripon,0.188,0.342,7
Women,Soccer,2024,Cornell College,0.188,0.156,8
Women,Soccer,2024,Knox,0.125,0.147,9
Women,Softball,2017,St Norbert College,0.833,0.568,1
Women,Softball,2017,Cornell College,0.778,0.737,2
Women,Softball,2017,Illinois Col,0.765,0.649,3
Women,Softball,2017,Lake Forest,0.706,0.579,4
Women,Softball,2017,Monmouth IL,0.556,0.514,5
Women,Softball,2017,Ripon,0.444,0.361,6
Women,Softball,2017,Grinnell,0.389,0.324,7
Women,Softball,2017,Beloit,0.278,0.222,8
Women,Softball,2017,Lawrence,0.235,0.371,9
Women,Softball,2017,Knox,0.0,0.036,10
Women,Softball,2018,Lake Forest,0.944,0.69,1
Women,Softball,2018,Illinois Col,0.833,0.684,2
Women,Softball,2018,Grinnell,0.667,0.632,3
Women,Softball,2018,Cornell College,0.556,0.562,4
Women,Softball,2018,Ripon,0.556,0.444,5
Women,Softball,2018,Monmouth IL,0.5,0.556,6
Women,Softball,2018,St Norbert College,0.389,0.344,7
Women,Softball,2018,Lawrence,0.278,0.324,8
Women,Softball,2018,Knox,0.167,0.235,9
Women,Softball,2018,Beloit,0.111,0.132,10
Women,Softball,2019,Lake Forest,0.778,0.619,1
Women,Softball,2019,St Norbert College,0.722,0.575,2
Women,Softball,2019,Illinois Col,0.722,0.559,3
Women,Softball,2019,Grinnell,0.722,0.463,4
Women,Softball,2019,Cornell College,0.556,0.556,5
Women,Softball,2019,Monmouth IL,0.556,0.361,6
Women,Softball,2019,Lawrence,0.5,0.382,7
Women,Softball,2019,Ripon,0.278,0.278,8
Women,Softball,2019,Knox,0.111,0.158,9
Women,Softball,2019,Beloit,0.056,0.175,10
Women,Softball,2020,Beloit,0.0,0.615,1
Women,Softball,2020,Lake Forest,0.0,0.562,2
Women,Softball,2020,Cornell College,0.0,0.5,3
Women,Softball,2020,Illinois Col,0.0,0.25,4
Women,Softball,2020,Lawrence,0.0,0.25,5
Women,Softball,2020,Monmouth IL,0.0,0.111,6
Women,Softball,2020,Grinnell,0.0,0.0,7
Women,Softball,2020,St Norbert College,0.0,0.0,8
Women,Softball,2020,Knox,0.0,0.0,9
Women,Softball,2020,Ripon,0.0,0.0,10
Women,Softball,2021,Illinois Col,0.929,0.641,1
Women,Softball,2021,Lake Forest,0.812,0.758,2
Women,Softball,2021,St Norbert College,0.733,0.667,3
Women,Softball,2021,Cornell College,0.571,0.65,4
Women,Softball,2021,Grinnell,0.562,0.562,5
Women,Softball,2021,Beloit,0.438,0.533,6
Women,Softball,2021,Lawrence,0.375,0.292,7
Women,Softball,2021,Monmouth IL,0.312,0.231,8
Women,Softball,2021,Knox,0.188,0.143,9
Women,Softball,2021,Ripon,0.133,0.152,10
Women,Softball,2022,Lake Forest ,0.938,0.615,1
Women,Softball,2022,Illinois Col,0.781,0.608,2
Women,Softball,2022,Grinnell,0.75,0.513,3
Women,Softball,2022,Monmouth IL,0.656,0.365,4
Women,Softball,2022,Beloit,0.438,0.343,5
Women,Softball,2022,Cornell College,0.375,0.229,6
Women,Softball,2022,Ripon,0.312,0.289,7
Women,Softball,2022,Knox,0.125,0.129,8
Women,Softball,2022,Lawrence,0.125,0.105,9
Women,Softball,2023,Grinnell,0.938,0.674,1
Women,Softball,2023,Illinois Col,0.938,0.612,2
Women,Softball,2023,Lake Forest,0.75,0.654,3
Women,Softball,2023,Cornell College,0.562,0.4,4
Women,Softball,2023,Knox,0.438,0.361,5
Women,Softball,2023,Ripon,0.312,0.368,6
Women,Softball,2023,Monmouth IL,0.312,0.325,7
Women,Softball,2023,Beloit,0.188,0.289,8
Women,Softball,2023,Lawrence,0.062,0.132,9
Women,Softball,2024,Lake Forest,1.0,0.693,1
Women,Softball,2024,Grinnell,0.812,0.628,2
Women,Softball,2024,Illinois Col,0.75,0.476,3
Women,Softball,2024,Cornell College,0.625,0.457,4
Women,Softball,2024,Monmouth IL,0.375,0.205,5
Women,Softball,2024,Lawrence,0.312,0.368,6
Women,Softball,2024,Ripon,0.312,0.306,7
Women,Softball,2024,Beloit,0.312,0.263,8
Women,Softball,2024,Knox,0.0,0.061,9
Women,Tennis,2016,Grinnell,1.0,0.682,1
Women,Tennis,2016,St Norbert College,0.889,0.657,2
Women,Tennis,2016,Cornell College,0.778,0.72,3
Women,Tennis,2016,Lake Forest,0.667,0.5,4
Women,Tennis,2016,Lawrence,0.556,0.438,5
Women,Tennis,2016,Knox,0.444,0.238,6
Women,Tennis,2016,Ripon,0.333,0.333,7
Women,Tennis,2016,Illinois Col,0.222,0.25,8
Women,Tennis,2016,Monmouth IL,0.111,0.071,9
Women,Tennis,2016,Beloit,0.0,0.0,10
Women,Tennis,2017,Grinnell,1.0,0.792,1
Women,Tennis,2017,Lake Forest,0.889,0.885,2
Women,Tennis,2017,Cornell College,0.778,0.6,3
Women,Tennis,2017,St Norbert College,0.667,0.517,4
Women,Tennis,2017,Knox,0.556,0.389,5
Women,Tennis,2017,Lawrence,0.444,0.353,6
Women,Tennis,2017,Monmouth IL,0.333,0.235,7
Women,Tennis,2017,Illinois Col,0.222,0.375,8
Women,Tennis,2017,Ripon,0.111,0.15,9
Women,Tennis,2017,Beloit,0.0,0.0,10
Women,Tennis,2018,Lake Forest,1.0,0.846,1
Women,Tennis,2018,Grinnell,0.889,0.64,2
Women,Tennis,2018,Cornell College,0.778,0.579,3
Women,Tennis,2018,St Norbert College,0.667,0.423,4
Women,Tennis,2018,Ripon,0.556,0.667,5
Women,Tennis,2018,Monmouth IL,0.444,0.417,6
Women,Tennis,2018,Lawrence,0.222,0.308,7
Women,Tennis,2018,Illinois Col,0.222,0.294,8
Women,Tennis,2018,Beloit,0.222,0.231,9
Women,Tennis,2018,Knox,0.0,0.067,10
Women,Tennis,2019,Grinnell ,1.0,1.0,1
Women,Tennis,2019,Lake Forest,0.889,0.722,2
Women,Tennis,2019,St Norbert College,0.778,0.667,3
Women,Tennis,2019,Lawrence,0.667,0.533,4
Women,Tennis,2019,Cornell College,0.556,0.529,5
Women,Tennis,2019,Monmouth IL,0.444,0.429,6
Women,Tennis,2019,Illinois Col,0.333,0.462,7
Women,Tennis,2019,Beloit,0.222,0.3,8
Women,Tennis,2019,Ripon,0.111,0.167,9
Women,Tennis,2019,Knox,0.0,0.154,10
Women,Tennis,2021,Grinnell,1.0,0.875,1
Women,Tennis,2021,Lake Forest,1.0,0.778,2
Women,Tennis,2021,St Norbert College,0.5,0.5,3
Women,Tennis,2021,Illinois Col,0.5,0.286,4
Women,Tennis,2021,Cornell College,0.0,0.286,5
Women,Tennis,2021,Monmouth IL,0.0,0.0,6
Women,Tennis,2022,Grinnell,1.0,0.667,1
Women,Tennis,2022,Lake Forest,0.833,0.524,2
Women,Tennis,2022,Lawrence,0.667,0.455,3
Women,Tennis,2022,Illinois Col,0.5,0.316,4
Women,Tennis,2022,Cornell College,0.333,0.5,5
Women,Tennis,2022,Ripon,0.167,0.231,6
Women,Tennis,2022,Monmouth IL,0.0,0.1,7
Women,Tennis,2023,Grinnell,1.0,0.84,1
Women,Tennis,2023,Lake Forest,0.833,0.75,2
Women,Tennis,2023,Cornell College,0.667,0.444,3
Women,Tennis,2023,Illinois Col,0.333,0.409,4
Women,Tennis,2023,Monmouth IL,0.333,0.385,5
Women,Tennis,2023,Lawrence,0.333,0.154,6
Women,Tennis,2023,Ripon,0.0,0.105,7
Women,Tennis,2024,Grinnell,1.0,1.0,1
Women,Tennis,2024,Lake Forest,0.833,0.9,2
Women,Tennis,2024,Cornell College,0.667,0.727,3
Women,Tennis,2024,Illinois Col,0.5,0.667,4
Women,Tennis,2024,Lawrence,0.333,0.333,5
Women,Tennis,2024,Monmouth IL,0.167,0.1,6
Women,Tennis,2024,Ripon,0.0,0.071,7
Women,Volleyball,2016,Cornell College,1.0,0.759,1
Women,Volleyball,2016,St Norbert College,0.889,0.516,2
Women,Volleyball,2016,Grinnell,0.667,0.56,3
Women,Volleyball,2016,Ripon,0.556,0.654,4
Women,Volleyball,2016,Lawrence,0.556,0.407,5
Women,Volleyball,2016,Illinois Col,0.444,0.556,6
Women,Volleyball,2016,Lake Forest,0.333,0.292,7
Women,Volleyball,2016,Knox,0.333,0.259,8
Women,Volleyball,2016,Monmouth IL,0.222,0.28,9
Women,Volleyball,2016,Beloit,0.0,0.4,10
Women,Volleyball,2017,Cornell College,1.0,0.758,1
Women,Volleyball,2017,St Norbert College,0.889,0.448,2
Women,Volleyball,2017,Grinnell,0.556,0.64,3
Women,Volleyball,2017,Ripon,0.556,0.37,4
Women,Volleyball,2017,Lawrence,0.556,0.37,5
Women,Volleyball,2017,Lake Forest,0.444,0.462,6
Women,Volleyball,2017,Illinois Col,0.444,0.448,7
Women,Volleyball,2017,Beloit,0.333,0.36,8
Women,Volleyball,2017,Knox,0.111,0.367,9
Women,Volleyball,2017,Monmouth IL,0.111,0.286,10
Women,Volleyball,2018,Cornell College,1.0,0.643,1
Women,Volleyball,2018,Grinnell,0.778,0.515,2
Women,Volleyball,2018,St Norbert College,0.778,0.464,3
Women,Volleyball,2018,Illinois Col,0.667,0.759,4
Women,Volleyball,2018,Lake Forest,0.556,0.444,5
Women,Volleyball,2018,Ripon,0.444,0.37,6
Women,Volleyball,2018,Monmouth IL,0.222,0.464,7
Women,Volleyball,2018,Beloit,0.222,0.32,8
Women,Volleyball,2018,Lawrence,0.222,0.107,9
Women,Volleyball,2018,Knox,0.111,0.231,10
Women,Volleyball,2019,St Norbert College,0.889,0.727,1
Women,Volleyball,2019,Cornell College,0.889,0.607,2
Women,Volleyball,2019,Grinnell,0.778,0.867,3
Women,Volleyball,2019,Illinois Col,0.778,0.724,4
Women,Volleyball,2019,Lake Forest,0.444,0.44,5
Women,Volleyball,2019,Monmouth IL,0.444,0.429,6
Women,Volleyball,2019,Ripon,0.333,0.24,7
Women,Volleyball,2019,Knox,0.222,0.379,8
Women,Volleyball,2019,Lawrence,0.222,0.231,9
Women,Volleyball,2019,Beloit,0.0,0.318,10
Women,Volleyball,2020,Cornell College,0.0,1.0,1
Women,Volleyball,2020,Lake Forest,0.0,0.667,2
Women,Volleyball,2020,Illinois Col,0.0,0.5,3
Women,Volleyball,2020,Ripon,0.0,0.4,4
Women,Volleyball,2020,Knox,0.0,0.0,5
Women,Volleyball,2021,Cornell College ,1.0,0.625,1
Women,Volleyball,2021,Grinnell,0.875,0.588,2
Women,Volleyball,2021,Illinois Col,0.75,0.423,3
Women,Volleyball,2021,Monmouth IL,0.625,0.483,4
Women,Volleyball,2021,Lake Forest,0.5,0.333,5
Women,Volleyball,2021,Knox,0.375,0.4,6
Women,Volleyball,2021,Ripon,0.25,0.37,7
Women,Volleyball,2021,Beloit,0.125,0.304,8
Women,Volleyball,2021,Lawrence,0.0,0.217,9
Women,Volleyball,2022,Cornell College,1.0,0.733,1
Women,Volleyball,2022,Lake Forest,0.875,0.552,2
Women,Volleyball,2022,Grinnell,0.75,0.607,3
Women,Volleyball,2022,Illinois Col,0.625,0.4,4
Women,Volleyball,2022,Monmouth IL,0.375,0.423,5
Women,Volleyball,2022,Beloit,0.375,0.292,6
Women,Volleyball,2022,Ripon,0.375,0.192,7
Women,Volleyball,2022,Knox,0.125,0.261,8
Women,Volleyball,2022,Lawrence,0.0,0.037,9
Women,Volleyball,2023,Cornell College,1.0,0.742,1
Women,Volleyball,2023,Illinois Col,0.875,0.581,2
Women,Volleyball,2023,Lake Forest,0.75,0.68,3
Women,Volleyball,2023,Grinnell,0.625,0.433,4
Women,Volleyball,2023,Monmouth IL,0.5,0.458,5
Women,Volleyball,2023,Ripon,0.375,0.345,6
Women,Volleyball,2023,Lawrence,0.25,0.185,7
Women,Volleyball,2023,Knox,0.125,0.1,8
Women,Volleyball,2023,Beloit,0.0,0.038,9
Women,Volleyball,2024,Cornell College,1.0,0.613,1
Women,Volleyball,2024,Grinnell,0.875,0.677,2
Women,Volleyball,2024,Monmouth IL,0.75,0.633,3
Women,Volleyball,2024,Illinois Col,0.625,0.483,4
Women,Volleyball,2024,Lawrence,0.5,0.379,5
Women,Volleyball,2024,Lake Forest,0.375,0.148,6
Women,Volleyball,2024,Knox,0.25,0.12,7
Women,Volleyball,2024,Ripon,0.125,0.357,8
Women,Volleyball,2024,Beloit,0.0,0.16,9
