Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
4/29/2023,,Cornell College,W,20-3,25,20,12,16,5,0,0,11,0,1,0,2,0,0,0,3,15,6,0,0.48
4/30/2023,at,Illinois Col.,L,0-6,27,0,6,0,0,1,0,1,0,0,0,0,0,0,0,10,18,8,1,0.222
4/30/2023,at,Illinois Col.,W,5-1,33,5,12,5,0,0,1,3,0,2,0,0,0,0,0,8,21,6,3,0.364
5/6/2023,at,Ripon,W,9-1,27,9,14,9,1,0,0,2,0,0,1,0,0,1,0,1,15,3,0,0.519
5/6/2023,at,Ripon,W,9-0,27,9,11,9,4,0,0,5,0,1,0,0,0,1,0,5,15,5,0,0.407
5/12/2023,vs,Lake Forest,W,6-0,26,6,8,6,1,0,0,1,0,0,0,0,1,1,0,0,21,10,1,0.308
5/12/2023,,Illinois Col.,W,11-2,25,11,10,8,1,1,0,1,0,0,0,2,0,1,0,4,15,7,0,0.4
5/13/2023,,Illinois Col.,W,5-4,33,5,8,4,1,1,0,6,0,0,0,1,1,0,0,4,24,10,2,0.242
5/18/2023,at,Central College,L,2-3,25,2,4,1,1,0,0,6,2,0,0,1,0,0,0,4,18,11,2,0.16
5/19/2023,,Wis.-La Crosse,W,6-4,30,6,10,5,1,0,0,3,0,0,0,0,0,0,0,4,21,13,1,0.333
5/19/2023,,Central College,L,1-2,24,1,2,0,1,0,0,1,1,0,0,0,0,0,0,3,21,8,1,0.083
Total,,,,262-150,1180,262,386,227,64,19,13,146,5,44,8,25,18,13,6,182,816,354,34,
