School,Gender,Sport,Year,Pct,CPct,Ranking
Knox,Men,Basketball,2008,0.16,0.062,7
St Norbert College,Men,Basketball,2009,0.76,0.833,1
Lake Forest,Men,Basketball,2009,0.52,0.625,2
University of Chicago,Men,Basketball,2009,0.708,0.615,3
Macalester College,Men,Basketball,2009,0.36,0.375,4
Grinnell,Men,Basketball,2009,0.348,0.375,5
Beloit,Men,Basketball,2009,0.36,0.25,6
Knox,Men,Basketball,2009,0.16,0.062,7
St Norbert College,Men,Basketball,2010,0.76,0.833,1
Grinnell,Men,Basketball,2010,0.72,0.667,2
Lake Forest,Men,Basketball,2010,0.52,0.625,3
University of Chicago,Men,Basketball,2010,0.708,0.615,4
Cornell College,Men,Basketball,2010,0.6,0.562,5
Macalester College,Men,Basketball,2010,0.36,0.375,6
Beloit,Men,Basketball,2010,0.36,0.25,7
Knox,Men,Basketball,2010,0.16,0.062,8
St Norbert College,Men,Basketball,2011,0.76,0.833,1
Grinnell,Men,Basketball,2011,0.783,0.778,2
Illinois Col,Men,Basketball,2011,0.68,0.625,3
Lake Forest,Men,Basketball,2011,0.52,0.625,4
University of Chicago,Men,Basketball,2011,0.708,0.615,5
Cornell College,Men,Basketball,2011,0.6,0.562,6
Macalester College,Men,Basketball,2011,0.36,0.375,7
Beloit,Men,Basketball,2011,0.36,0.25,8
Lawrence,Men,Basketball,2011,0.24,0.25,9
Knox,Men,Basketball,2011,0.16,0.062,10
St Norbert College,Men,Basketball,2012,0.76,0.833,1
Grinnell,Men,Basketball,2012,0.739,0.778,2
Illinois Col,Men,Basketball,2012,0.68,0.625,3
Lake Forest,Men,Basketball,2012,0.52,0.625,4
University of Chicago,Men,Basketball,2012,0.708,0.615,5
Cornell College,Men,Basketball,2012,0.6,0.562,6
Ripon,Men,Basketball,2012,0.48,0.562,7
Macalester College,Men,Basketball,2012,0.36,0.375,8
Beloit,Men,Basketball,2012,0.36,0.25,9
Lawrence,Men,Basketball,2012,0.24,0.25,10
Knox,Men,Basketball,2012,0.16,0.062,11
St Norbert College,Men,Basketball,2013,0.76,0.833,1
Grinnell,Men,Basketball,2013,0.76,0.722,2
Illinois Col,Men,Basketball,2013,0.68,0.625,3
Lake Forest,Men,Basketball,2013,0.52,0.625,4
University of Chicago,Men,Basketball,2013,0.708,0.615,5
Cornell College,Men,Basketball,2013,0.6,0.562,6
Ripon,Men,Basketball,2013,0.48,0.562,7
Macalester College,Men,Basketball,2013,0.36,0.375,8
Beloit,Men,Basketball,2013,0.36,0.25,9
Lawrence,Men,Basketball,2013,0.24,0.25,10
Knox,Men,Basketball,2013,0.16,0.062,11
St Norbert College,Men,Basketball,2014,0.76,0.833,1
Grinnell,Men,Basketball,2014,0.6,0.647,2
Illinois Col,Men,Basketball,2014,0.68,0.625,3
Lake Forest,Men,Basketball,2014,0.52,0.625,4
University of Chicago,Men,Basketball,2014,0.708,0.615,5
Cornell College,Men,Basketball,2014,0.6,0.562,6
Ripon,Men,Basketball,2014,0.48,0.562,7
Macalester College,Men,Basketball,2014,0.36,0.375,8
Beloit,Men,Basketball,2014,0.36,0.25,9
Lawrence,Men,Basketball,2014,0.24,0.25,10
Knox,Men,Basketball,2014,0.16,0.062,11
St Norbert College,Men,Basketball,2015,0.76,0.833,1
Illinois Col,Men,Basketball,2015,0.68,0.625,2
Lake Forest,Men,Basketball,2015,0.52,0.625,3
University of Chicago,Men,Basketball,2015,0.708,0.615,4
Cornell College,Men,Basketball,2015,0.6,0.562,5
Ripon,Men,Basketball,2015,0.48,0.562,6
Macalester College,Men,Basketball,2015,0.36,0.375,7
Grinnell,Men,Basketball,2015,0.391,0.333,8
Beloit,Men,Basketball,2015,0.36,0.25,9
Lawrence,Men,Basketball,2015,0.24,0.25,10
Knox,Men,Basketball,2015,0.16,0.062,11
St Norbert College,Men,Basketball,2016,0.76,0.833,1
Grinnell,Men,Basketball,2016,0.696,0.722,2
Illinois Col,Men,Basketball,2016,0.68,0.625,3
Lake Forest,Men,Basketball,2016,0.52,0.625,4
University of Chicago,Men,Basketball,2016,0.708,0.615,5
Cornell College,Men,Basketball,2016,0.6,0.562,6
Ripon,Men,Basketball,2016,0.48,0.562,7
Macalester College,Men,Basketball,2016,0.36,0.375,8
Beloit,Men,Basketball,2016,0.36,0.25,9
Lawrence,Men,Basketball,2016,0.24,0.25,10
Knox,Men,Basketball,2016,0.16,0.062,11
St Norbert College,Men,Basketball,2017,0.76,0.833,1
Illinois Col,Men,Basketball,2017,0.68,0.625,2
Lake Forest,Men,Basketball,2017,0.52,0.625,3
University of Chicago,Men,Basketball,2017,0.708,0.615,4
Cornell College,Men,Basketball,2017,0.6,0.562,5
Ripon,Men,Basketball,2017,0.48,0.562,6
Grinnell,Men,Basketball,2017,0.542,0.444,7
Macalester College,Men,Basketball,2017,0.36,0.375,8
Beloit,Men,Basketball,2017,0.36,0.25,9
Lawrence,Men,Basketball,2017,0.24,0.25,10
Knox,Men,Basketball,2017,0.16,0.062,11
Grinnell,Men,Basketball,2018,0.76,0.833,1
St Norbert College,Men,Basketball,2018,0.76,0.833,1
Illinois Col,Men,Basketball,2018,0.68,0.625,2
Lake Forest,Men,Basketball,2018,0.52,0.625,3
University of Chicago,Men,Basketball,2018,0.708,0.615,4
Cornell College,Men,Basketball,2018,0.6,0.562,5
Ripon,Men,Basketball,2018,0.48,0.562,6
Macalester College,Men,Basketball,2018,0.36,0.375,7
Beloit,Men,Basketball,2018,0.36,0.25,8
Lawrence,Men,Basketball,2018,0.24,0.25,9
Knox,Men,Basketball,2018,0.16,0.062,10
St Norbert College,Men,Basketball,2019,0.76,0.833,1
Illinois Col,Men,Basketball,2019,0.68,0.625,2
Lake Forest,Men,Basketball,2019,0.52,0.625,3
University of Chicago,Men,Basketball,2019,0.708,0.615,4
Cornell College,Men,Basketball,2019,0.6,0.562,5
Ripon,Men,Basketball,2019,0.48,0.562,6
Grinnell,Men,Basketball,2019,0.52,0.5,7
Macalester College,Men,Basketball,2019,0.36,0.375,8
Beloit,Men,Basketball,2019,0.36,0.25,9
Lawrence,Men,Basketball,2019,0.24,0.25,10
Knox,Men,Basketball,2019,0.16,0.062,11
St Norbert College,Men,Basketball,2020,0.76,0.833,1
Illinois Col,Men,Basketball,2020,0.68,0.625,2
Lake Forest,Men,Basketball,2020,0.52,0.625,3
University of Chicago,Men,Basketball,2020,0.708,0.615,4
Cornell College,Men,Basketball,2020,0.6,0.562,5
Ripon,Men,Basketball,2020,0.48,0.562,6
Macalester College,Men,Basketball,2020,0.36,0.375,7
Lawrence,Men,Basketball,2020,0.24,0.25,8
Knox,Men,Basketball,2020,0.16,0.062,9
Grinnell,Men,Basketball,2020,0,0,10
St Norbert College,Men,Basketball,2021,0.76,0.833,1
Illinois Col,Men,Basketball,2021,0.68,0.625,2
Grinnell,Men,Basketball,2021,0.64,0.625,3
Lake Forest,Men,Basketball,2021,0.52,0.625,4
University of Chicago,Men,Basketball,2021,0.708,0.615,5
Cornell College,Men,Basketball,2021,0.6,0.562,6
Ripon,Men,Basketball,2021,0.48,0.562,7
Macalester College,Men,Basketball,2021,0.36,0.375,8
Beloit,Men,Basketball,2021,0.36,0.25,9
Lawrence,Men,Basketball,2021,0.24,0.25,10
Knox,Men,Basketball,2021,0.16,0.062,11
St Norbert College,Men,Basketball,2022,0.76,0.833,1
Illinois Col,Men,Basketball,2022,0.68,0.625,2
Lake Forest,Men,Basketball,2022,0.52,0.625,3
University of Chicago,Men,Basketball,2022,0.708,0.615,4
Cornell College,Men,Basketball,2022,0.6,0.562,5
Ripon,Men,Basketball,2022,0.48,0.562,6
Macalester College,Men,Basketball,2022,0.36,0.375,7
Beloit,Men,Basketball,2022,0.36,0.25,8
Grinnell,Men,Basketball,2022,0.333,0.25,9
Lawrence,Men,Basketball,2022,0.24,0.25,10
Knox,Men,Basketball,2022,0.16,0.062,11
St Norbert College,Men,Basketball,2023,0.76,0.833,1
Grinnell,Men,Basketball,2023,0.731,0.75,2
Illinois Col,Men,Basketball,2023,0.68,0.625,3
Lake Forest,Men,Basketball,2023,0.52,0.625,4
University of Chicago,Men,Basketball,2023,0.708,0.615,5
Cornell College,Men,Basketball,2023,0.6,0.562,6
Ripon,Men,Basketball,2023,0.48,0.562,7
Macalester College,Men,Basketball,2023,0.36,0.375,8
Beloit,Men,Basketball,2023,0.36,0.25,9
Lawrence,Men,Basketball,2023,0.24,0.25,10
Knox,Men,Basketball,2023,0.16,0.062,11
St Norbert College,Men,Basketball,2024,0.76,0.833,1
Grinnell,Men,Basketball,2024,0.75,0.727,2
Illinois Col,Men,Basketball,2024,0.68,0.625,3
Lake Forest,Men,Basketball,2024,0.52,0.625,4
University of Chicago,Men,Basketball,2024,0.708,0.615,5
Cornell College,Men,Basketball,2024,0.6,0.562,6
Ripon,Men,Basketball,2024,0.48,0.562,7
Macalester College,Men,Basketball,2024,0.36,0.375,8
Beloit,Men,Basketball,2024,0.36,0.25,9
Lawrence,Men,Basketball,2024,0.24,0.25,10
Knox,Men,Basketball,2024,0.16,0.062,11
Knox,Men,Football,1888,0.3,0.222,1
Grinnell,Men,Football,1889,1,0,1
Knox,Men,Football,1890,0.3,0.222,1
Grinnell,Men,Football,1890,0.5,0,2
Knox,Men,Football,1891,0.3,0.222,1
Grinnell,Men,Football,1891,0.5,0,2
Knox,Men,Football,1892,0.3,0.222,1
Grinnell,Men,Football,1892,0.667,0,2
Knox,Men,Football,1893,0.3,0.222,1
Grinnell,Men,Football,1893,0.75,0,2
Knox,Men,Football,1894,0.3,0.222,1
Grinnell,Men,Football,1894,0.6,0,2
Knox,Men,Football,1895,0.3,0.222,1
Grinnell,Men,Football,1895,0.714,0,2
Knox,Men,Football,1896,0.3,0.222,1
Grinnell,Men,Football,1896,0.5,0,2
Knox,Men,Football,1897,0.3,0.222,1
Grinnell,Men,Football,1897,0.714,0,2
Knox,Men,Football,1898,0.3,0.222,1
Grinnell,Men,Football,1898,0.786,0,2
Grinnell,Men,Football,1899,0.75,0,1
Knox,Men,Football,1900,0.3,0.222,1
Grinnell,Men,Football,1900,0.333,0,2
Knox,Men,Football,1901,0.3,0.222,1
Grinnell,Men,Football,1901,0.833,0,2
Knox,Men,Football,1902,0.3,0.222,1
Grinnell,Men,Football,1902,0.3,0,2
Knox,Men,Football,1903,0.3,0.222,1
Grinnell,Men,Football,1903,0.556,0,2
Knox,Men,Football,1904,0.3,0.222,1
Grinnell,Men,Football,1904,0.188,0,2
Knox,Men,Football,1905,0.3,0.222,1
Grinnell,Men,Football,1905,0.75,0,2
Grinnell,Men,Football,1906,0.75,0,1
Knox,Men,Football,1907,0.3,0.222,1
Grinnell,Men,Football,1907,0.75,0,2
Knox,Men,Football,1908,0.3,0.222,1
Grinnell,Men,Football,1908,0.556,0,2
Knox,Men,Football,1909,0.3,0.222,1
Grinnell,Men,Football,1909,0.312,0,2
Knox,Men,Football,1910,0.3,0.222,1
Grinnell,Men,Football,1910,0.75,0,2
Knox,Men,Football,1911,0.3,0.222,1
Grinnell,Men,Football,1911,0.5,0,2
Knox,Men,Football,1912,0.3,0.222,1
Grinnell,Men,Football,1912,0.75,0,2
Knox,Men,Football,1913,0.3,0.222,1
Grinnell,Men,Football,1913,0.333,0,2
Knox,Men,Football,1914,0.3,0.222,1
Grinnell,Men,Football,1914,0.286,0,2
Knox,Men,Football,1915,0.3,0.222,1
Grinnell,Men,Football,1915,0.857,0,2
Knox,Men,Football,1916,0.3,0.222,1
Grinnell,Men,Football,1916,0.875,0,2
Knox,Men,Football,1917,0.3,0.222,1
Grinnell,Men,Football,1917,1,0,2
Knox,Men,Football,1918,0.3,0.222,1
Grinnell,Men,Football,1918,0.333,0,2
Knox,Men,Football,1919,0.3,0.222,1
Grinnell,Men,Football,1919,0.25,0,2
Knox,Men,Football,1920,0.3,0.222,1
Grinnell,Men,Football,1920,0.5,0.167,2
Knox,Men,Football,1921,0.3,0.222,1
Grinnell,Men,Football,1921,0.286,0,2
St Norbert College,Men,Football,1921,0,0,3
Grinnell,Men,Football,1922,0.375,0.25,1
Knox,Men,Football,1922,0.3,0.222,2
Grinnell,Men,Football,1923,0.25,0.25,1
Knox,Men,Football,1923,0.3,0.222,2
Grinnell,Men,Football,1924,0.5,0.667,1
Knox,Men,Football,1924,0.3,0.222,2
Grinnell,Men,Football,1925,0.5,0.5,1
Knox,Men,Football,1925,0.3,0.222,2
Grinnell,Men,Football,1926,0.812,0.7,1
Knox,Men,Football,1926,0.3,0.222,2
Knox,Men,Football,1927,0.3,0.222,1
Grinnell,Men,Football,1927,0.062,0,2
Grinnell,Men,Football,1928,0.562,0.333,1
Knox,Men,Football,1928,0.3,0.222,2
Grinnell,Men,Football,1929,0.75,0.667,1
Knox,Men,Football,1929,0.3,0.222,2
Grinnell,Men,Football,1930,0.556,0.333,1
Knox,Men,Football,1930,0.3,0.222,2
Grinnell,Men,Football,1931,0.625,0.333,1
Knox,Men,Football,1931,0.3,0.222,2
St Norbert College,Men,Football,1931,0.5,0,3
Grinnell,Men,Football,1932,0.438,0.25,1
Knox,Men,Football,1932,0.3,0.222,2
St Norbert College,Men,Football,1932,0.5,0,3
Knox,Men,Football,1933,0.3,0.222,1
St Norbert College,Men,Football,1933,0.083,0,2
Grinnell,Men,Football,1933,0.056,0,3
Knox,Men,Football,1934,0.3,0.222,1
Grinnell,Men,Football,1934,0.222,0,2
St Norbert College,Men,Football,1934,0.214,0,3
Grinnell,Men,Football,1935,0.389,0.333,1
Knox,Men,Football,1935,0.3,0.222,2
St Norbert College,Men,Football,1935,0.625,0,3
Knox,Men,Football,1936,0.3,0.222,1
St Norbert College,Men,Football,1936,0.875,0,2
Grinnell,Men,Football,1936,0.222,0,3
Grinnell,Men,Football,1937,0.278,0.25,1
Knox,Men,Football,1937,0.3,0.222,2
St Norbert College,Men,Football,1937,0.714,0,3
Knox,Men,Football,1938,0.3,0.222,1
St Norbert College,Men,Football,1938,0.571,0,2
Grinnell,Men,Football,1938,0.375,0,3
Grinnell,Men,Football,1939,0.389,0.4,1
Knox,Men,Football,1939,0.3,0.222,2
St Norbert College,Men,Football,1939,0.357,0,3
Grinnell,Men,Football,1940,0.556,0.667,1
Knox,Men,Football,1940,0.3,0.222,2
St Norbert College,Men,Football,1940,0.5,0,3
Grinnell,Men,Football,1941,0.667,0.667,1
Knox,Men,Football,1941,0.3,0.222,2
St Norbert College,Men,Football,1941,0.75,0,3
Grinnell,Men,Football,1942,0.429,0.6,1
Knox,Men,Football,1942,0.3,0.222,2
St Norbert College,Men,Football,1942,0.143,0,3
Knox,Men,Football,1945,0.3,0.222,1
Grinnell,Men,Football,1945,0,0,2
Grinnell,Men,Football,1946,0.375,0.333,1
Knox,Men,Football,1946,0.3,0.222,2
St Norbert College,Men,Football,1946,1,0,3
Grinnell,Men,Football,1947,0.375,0.5,1
Knox,Men,Football,1947,0.3,0.222,2
St Norbert College,Men,Football,1947,0.875,0,3
Knox,Men,Football,1948,0.3,0.222,1
Grinnell,Men,Football,1948,0.125,0.167,2
St Norbert College,Men,Football,1948,0.556,0,3
Grinnell,Men,Football,1949,0.625,0.5,1
Knox,Men,Football,1949,0.3,0.222,2
St Norbert College,Men,Football,1949,0.5,0,3
Knox,Men,Football,1950,0.3,0.222,1
Grinnell,Men,Football,1950,0.25,0.167,2
St Norbert College,Men,Football,1950,1,0,3
Knox,Men,Football,1951,0.3,0.222,1
Grinnell,Men,Football,1951,0.188,0.167,2
St Norbert College,Men,Football,1951,0.5,0,3
Knox,Men,Football,1952,0.3,0.222,1
St Norbert College,Men,Football,1952,1,0,2
Grinnell,Men,Football,1952,0,0,3
Grinnell,Men,Football,1953,0.5,0.571,1
Knox,Men,Football,1953,0.3,0.222,2
St Norbert College,Men,Football,1953,0.5,0,3
Grinnell,Men,Football,1954,0.375,0.375,1
Knox,Men,Football,1954,0.3,0.222,2
St Norbert College,Men,Football,1954,0.438,0,3
Grinnell,Men,Football,1955,0.5,0.429,1
Knox,Men,Football,1955,0.3,0.222,2
St Norbert College,Men,Football,1955,0.312,0,3
Knox,Men,Football,1956,0.3,0.222,1
Grinnell,Men,Football,1956,0.125,0.125,2
St Norbert College,Men,Football,1956,0.889,0,3
Grinnell,Men,Football,1957,0.5,0.5,1
Knox,Men,Football,1957,0.3,0.222,2
St Norbert College,Men,Football,1957,1,0,3
Grinnell,Men,Football,1958,0.375,0.375,1
Knox,Men,Football,1958,0.3,0.222,2
St Norbert College,Men,Football,1958,0.333,0,3
Knox,Men,Football,1959,0.3,0.222,1
Grinnell,Men,Football,1959,0.125,0.125,2
St Norbert College,Men,Football,1959,0.071,0,3
Grinnell,Men,Football,1960,0.5,0.5,1
Knox,Men,Football,1960,0.3,0.222,2
St Norbert College,Men,Football,1960,0.5,0,3
Grinnell,Men,Football,1961,0.75,0.75,1
Knox,Men,Football,1961,0.3,0.222,2
St Norbert College,Men,Football,1961,0.778,0,3
Grinnell,Men,Football,1962,0.938,0.938,1
Knox,Men,Football,1962,0.3,0.222,2
St Norbert College,Men,Football,1962,0.778,0,3
Grinnell,Men,Football,1963,0.625,0.625,1
Knox,Men,Football,1963,0.3,0.222,2
St Norbert College,Men,Football,1963,0.667,0,3
Grinnell,Men,Football,1964,0.625,0.625,1
Knox,Men,Football,1964,0.3,0.222,2
St Norbert College,Men,Football,1964,0.667,0,3
Grinnell,Men,Football,1965,0.75,0.75,1
Knox,Men,Football,1965,0.3,0.222,2
St Norbert College,Men,Football,1965,0.667,0,3
Grinnell,Men,Football,1966,0.25,0.25,1
Knox,Men,Football,1966,0.3,0.222,2
St Norbert College,Men,Football,1966,0.833,0,3
Grinnell,Men,Football,1967,0.25,0.25,1
Knox,Men,Football,1967,0.3,0.222,2
St Norbert College,Men,Football,1967,0.556,0,3
Grinnell,Men,Football,1968,0.375,0.375,1
Knox,Men,Football,1968,0.3,0.222,2
St Norbert College,Men,Football,1968,0.722,0,3
Grinnell,Men,Football,1969,0.667,0.667,1
Knox,Men,Football,1969,0.3,0.222,2
St Norbert College,Men,Football,1969,0.556,0,3
Grinnell,Men,Football,1970,0.556,0.5,1
Knox,Men,Football,1970,0.3,0.222,2
St Norbert College,Men,Football,1970,0.667,0,3
Knox,Men,Football,1971,0.3,0.222,1
Grinnell,Men,Football,1971,0.222,0.125,2
St Norbert College,Men,Football,1971,0.5,0,3
Knox,Men,Football,1972,0.3,0.222,1
Grinnell,Men,Football,1972,0.222,0.125,2
St Norbert College,Men,Football,1972,0.444,0,3
Knox,Men,Football,1973,0.3,0.222,1
St Norbert College,Men,Football,1973,0.444,0,2
Grinnell,Men,Football,1973,0,0,3
Grinnell,Men,Football,1974,0.333,0.286,1
Knox,Men,Football,1974,0.3,0.222,2
St Norbert College,Men,Football,1974,0.8,0,3
Grinnell,Men,Football,1975,0.444,0.375,1
Knox,Men,Football,1975,0.3,0.222,2
St Norbert College,Men,Football,1975,0.5,0,3
Knox,Men,Football,1976,0.3,0.222,1
Grinnell,Men,Football,1976,0.375,0,2
St Norbert College,Men,Football,1976,0.2,0,3
Grinnell,Men,Football,1977,0.5,0.3,1
Knox,Men,Football,1977,0.3,0.222,2
St Norbert College,Men,Football,1977,0,0,3
Knox,Men,Football,1978,0.3,0.222,1
St Norbert College,Men,Football,1978,0.3,0,2
Grinnell,Men,Football,1978,0.25,0,3
Grinnell,Men,Football,1979,0.125,0.25,1
Knox,Men,Football,1979,0.3,0.222,2
St Norbert College,Men,Football,1979,0.1,0,3
Knox,Men,Football,1980,0.3,0.222,1
Grinnell,Men,Football,1980,0.111,0.125,2
St Norbert College,Men,Football,1980,0.333,0,3
Grinnell,Men,Football,1981,0.25,0.25,1
Knox,Men,Football,1981,0.3,0.222,2
St Norbert College,Men,Football,1981,0.222,0,3
Knox,Men,Football,1982,0.3,0.222,1
St Norbert College,Men,Football,1982,0.3,0,2
Grinnell,Men,Football,1982,0.111,0,3
Knox,Men,Football,1983,0.3,0.222,1
Grinnell,Men,Football,1983,0.222,0.2,2
St Norbert College,Men,Football,1983,0.3,0,3
Grinnell,Men,Football,1984,0.25,0.286,1
Knox,Men,Football,1984,0.3,0.222,2
St Norbert College,Men,Football,1984,0.75,0,3
Grinnell,Men,Football,1985,0.375,0.429,1
Knox,Men,Football,1985,0.3,0.222,2
St Norbert College,Men,Football,1985,0.722,0,3
Grinnell,Men,Football,1986,0.375,0.286,1
Knox,Men,Football,1986,0.3,0.222,2
St Norbert College,Men,Football,1986,0.333,0,3
Knox,Men,Football,1987,0.3,0.222,1
Grinnell,Men,Football,1987,0.125,0.143,2
St Norbert College,Men,Football,1987,0.7,0,3
Knox,Men,Football,1988,0.3,0.222,1
Grinnell,Men,Football,1988,0.25,0.167,2
St Norbert College,Men,Football,1988,0.8,0,3
Knox,Men,Football,1989,0.3,0.222,1
Grinnell,Men,Football,1989,0.333,0.167,2
St Norbert College,Men,Football,1989,0.727,0,3
Knox,Men,Football,1990,0.3,0.222,1
St Norbert College,Men,Football,1990,0.444,0,2
Grinnell,Men,Football,1990,0.056,0,3
Knox,Men,Football,1991,0.3,0.222,1
Grinnell,Men,Football,1991,0.222,0.2,2
St Norbert College,Men,Football,1991,0.444,0,3
Knox,Men,Football,1992,0.3,0.222,1
St Norbert College,Men,Football,1992,0.444,0,2
Grinnell,Men,Football,1992,0,0,3
Knox,Men,Football,1993,0.3,0.222,1
St Norbert College,Men,Football,1993,0.667,0,2
Grinnell,Men,Football,1993,0,0,3
Grinnell,Men,Football,1994,0.444,0.4,1
Knox,Men,Football,1994,0.3,0.222,2
St Norbert College,Men,Football,1994,0.667,0,3
Grinnell,Men,Football,1995,0.444,0.4,1
Knox,Men,Football,1995,0.3,0.222,2
St Norbert College,Men,Football,1995,0.111,0,3
Grinnell,Men,Football,1996,0.444,0.4,1
Knox,Men,Football,1996,0.3,0.222,2
St Norbert College,Men,Football,1996,0.556,0,3
Grinnell,Men,Football,1997,0.5,1,1
Knox,Men,Football,1997,0.3,0.222,2
St Norbert College,Men,Football,1997,0.444,0,3
Grinnell,Men,Football,1998,1,1,1
University of Chicago,Men,Football,1998,0.778,1,2
Lake Forest,Men,Football,1998,0.4,0.444,3
Knox,Men,Football,1998,0.3,0.222,4
St Norbert College,Men,Football,1998,0.5,0,5
Grinnell,Men,Football,1999,0.7,0.778,1
Lake Forest,Men,Football,1999,0.5,0.444,2
University of Chicago,Men,Football,1999,0.556,0.25,3
Knox,Men,Football,1999,0.3,0.222,4
St Norbert College,Men,Football,1999,0.818,0,5
University of Chicago,Men,Football,2000,0.778,1,1
Grinnell,Men,Football,2000,0.5,0.556,2
Lake Forest,Men,Football,2000,0.3,0.333,3
Knox,Men,Football,2000,0.3,0.222,4
St Norbert College,Men,Football,2000,0.909,0,5
Macalester College,Men,Football,2000,0.1,0,6
Grinnell,Men,Football,2001,0.5,0.625,1
Lake Forest,Men,Football,2001,0.4,0.5,2
University of Chicago,Men,Football,2001,0.667,0.25,3
Knox,Men,Football,2001,0.3,0.222,4
Macalester College,Men,Football,2001,0.1,0.111,5
St Norbert College,Men,Football,2001,0.8,0,6
Lake Forest,Men,Football,2002,0.818,0.889,1
University of Chicago,Men,Football,2002,0.444,0.5,2
Grinnell,Men,Football,2002,0.4,0.444,3
Knox,Men,Football,2002,0.3,0.222,4
St Norbert College,Men,Football,2002,0.9,0,5
Macalester College,Men,Football,2002,0.5,0,6
Lake Forest,Men,Football,2003,0.7,0.667,1
University of Chicago,Men,Football,2003,0.222,0.25,2
Grinnell,Men,Football,2003,0.3,0.222,3
Knox,Men,Football,2003,0.3,0.222,3
St Norbert College,Men,Football,2003,0.917,0,4
Macalester College,Men,Football,2003,0.111,0,5
Lake Forest,Men,Football,2004,0.8,0.778,1
Grinnell,Men,Football,2004,0.6,0.556,2
Knox,Men,Football,2004,0.3,0.222,3
St Norbert College,Men,Football,2004,0.818,0,4
University of Chicago,Men,Football,2004,0.333,0,5
Macalester College,Men,Football,2004,0.111,0,6
University of Chicago,Men,Football,2005,0.556,1,1
Lake Forest,Men,Football,2005,0.4,0.333,2
Knox,Men,Football,2005,0.3,0.222,3
St Norbert College,Men,Football,2005,0.8,0,4
Grinnell,Men,Football,2005,0.1,0,5
Macalester College,Men,Football,2005,0,0,6
Lake Forest,Men,Football,2006,0.5,0.556,1
Knox,Men,Football,2006,0.3,0.222,2
Grinnell,Men,Football,2006,0.2,0.222,3
St Norbert College,Men,Football,2006,0.909,0,4
University of Chicago,Men,Football,2006,0.444,0,5
Macalester College,Men,Football,2006,0.222,0,6
Cornell College,Men,Football,2006,0.2,0,7
Lake Forest,Men,Football,2007,0.5,0.556,1
Knox,Men,Football,2007,0.3,0.222,2
Grinnell,Men,Football,2007,0.1,0.111,3
St Norbert College,Men,Football,2007,0.909,0,4
Macalester College,Men,Football,2007,0.444,0,5
University of Chicago,Men,Football,2007,0.444,0,5
Cornell College,Men,Football,2007,0.2,0,6
Beloit,Men,Football,2008,0.5,0.444,1
University of Chicago,Men,Football,2008,0.333,0.333,2
Lake Forest,Men,Football,2008,0.3,0.333,3
Grinnell,Men,Football,2008,0.3,0.222,4
Knox,Men,Football,2008,0.3,0.222,4
St Norbert College,Men,Football,2008,0.7,0,5
Cornell College,Men,Football,2008,0,0,6
Beloit,Men,Football,2009,0.6,0.5,1
University of Chicago,Men,Football,2009,0.556,0.333,2
Knox,Men,Football,2009,0.3,0.222,3
Grinnell,Men,Football,2009,0.2,0.222,4
Lake Forest,Men,Football,2009,0.2,0.222,4
Cornell College,Men,Football,2009,0.2,0.125,5
St Norbert College,Men,Football,2009,0.9,0,6
Macalester College,Men,Football,2009,0.2,0,7
University of Chicago,Men,Football,2010,0.8,1,1
Grinnell,Men,Football,2010,0.6,0.556,2
Beloit,Men,Football,2010,0.5,0.556,3
Lake Forest,Men,Football,2010,0.2,0.222,4
Knox,Men,Football,2010,0.1,0.111,5
Macalester College,Men,Football,2010,0.667,0,6
St Norbert College,Men,Football,2010,0.636,0,7
Cornell College,Men,Football,2010,0,0,8
Monmouth IL,Men,Football,2011,0.833,1,1
Illinois Col,Men,Football,2011,0.818,0.889,2
Grinnell,Men,Football,2011,0.5,0.444,3
Lake Forest,Men,Football,2011,0.3,0.333,4
Beloit,Men,Football,2011,0.2,0.222,5
Cornell College,Men,Football,2011,0.3,0.125,6
Lawrence,Men,Football,2011,0.1,0.111,7
St Norbert College,Men,Football,2011,0.7,0,8
University of Chicago,Men,Football,2011,0.5,0,9
Macalester College,Men,Football,2011,0.444,0,10
Knox,Men,Football,2011,0,0,11
Lake Forest,Men,Football,2012,0.8,0.889,1
Illinois Col,Men,Football,2012,0.8,0.778,2
Monmouth IL,Men,Football,2012,0.5,0.556,3
Ripon,Men,Football,2012,0.5,0.556,3
Cornell College,Men,Football,2012,0.4,0.444,4
Grinnell,Men,Football,2012,0.2,0.222,5
Knox,Men,Football,2012,0.2,0.222,5
Lawrence,Men,Football,2012,0.2,0.2,6
St Norbert College,Men,Football,2012,0.727,0,7
Macalester College,Men,Football,2012,0.6,0,8
University of Chicago,Men,Football,2012,0.4,0,9
Beloit,Men,Football,2012,0,0,10
Illinois Col,Men,Football,2013,0.8,0.778,1
Lake Forest,Men,Football,2013,0.8,0.778,1
Cornell College,Men,Football,2013,0.7,0.778,2
Ripon,Men,Football,2013,0.7,0.667,3
Monmouth IL,Men,Football,2013,0.5,0.556,4
University of Chicago,Men,Football,2013,0.6,0.333,5
Grinnell,Men,Football,2013,0.2,0.222,6
Beloit,Men,Football,2013,0.1,0.111,7
Knox,Men,Football,2013,0.1,0.111,7
Lawrence,Men,Football,2013,0.1,0.1,8
St Norbert College,Men,Football,2013,0.727,0,9
Macalester College,Men,Football,2013,0.4,0,10
University of Chicago,Men,Football,2014,0.889,1,1
Macalester College,Men,Football,2014,0.818,1,2
