Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Archery Men's Team Expenses,Archery Women's Team Expenses,Archery Coed Team Expenses,Archery Total Expenses,Badminton Men's Team Expenses,Badminton Women's Team Expenses,Badminton Coed Team Expenses,Badminton Total Expenses,Baseball Men's Team Expenses,Baseball Women's Team Expenses,Baseball Coed Team Expenses,Baseball Total Expenses,Basketball Men's Team Expenses,Basketball Women's Team Expenses,Basketball Coed Team Expenses,Basketball Total Expenses,Beach Volleyball Men's Team Expenses,Beach Volleyball Women's Team Expenses,Beach Volleyball Coed Team Expenses Expenses,Beach Volleyball Total Expenses,Bowling Men's Team Expenses,Bowling Women's Team Expenses,Bowling Coed Team Expenses,Bowling Total Expenses,All Track Combined Men's Team Expenses,All Track Combined Women's Team Expenses,All Track Combined Coed Team Expenses,All Track Combined Total Expenses,Diving Men's Team Expenses,Diving Women's Team Expenses,Diving Coed Team Expenses,Diving Total Expenses,Equestrian Men's Team Expenses,Equestrian Women's Team Expenses,Equestrian Coed Team Expenses,Equestrian Total Expenses,Fencing Men's Team Expenses,Fencing Women's Team Expenses,Fencing Coed Team Expenses,Fencing Total Expenses,Field Hockey Men's Team Expenses,Field Hockey Women's Team Expenses,Field Hockey Coed Team Expenses,Field Hockey Total Expenses,Football Men's Team Expenses,Football Women's Team Expenses,Football Coed Team Expenses,Football Total Expenses,Golf Men's Team Expenses,Golf Women's Team Expenses,Golf Coed Team Expenses,Golf Total Expenses,Gymnastics Men's Team Expenses,Gymnastics Women's Team Expenses,Gymnastics Coed Team Expenses,Gymnastics Total Expenses,Ice Hockey Men's Team Expenses,Ice Hockey Women's Team Expenses,Ice Hockey Coed Team Expenses,Ice Hockey Total Expenses,Lacrosse Men's Team Expenses,Lacrosse Women's Team Expenses,Lacrosse Coed Team Expenses,Lacrosse Total Expenses,Rifle Men's Team Expenses,Rifle Women's Team Expenses,Rifle Coed Team Expenses,Rifle Total Expenses,Rodeo Men's Team Expenses,Rodeo Women's Team Expenses,Rodeo Coed Team Expenses,Rodeo Total Expenses,Rowing Men's Team Expenses,Rowing Women's Team Expenses,Rowing Coed Team Expenses,Rowing Total Expenses,Sailing Men's Team Expenses,Sailing Women's Team Expenses,Sailing Coed Team Expenses,Sailing Total Expenses,Skiing Men's Team Expenses,Skiing Women's Team Expenses,Skiing Coed Team Expenses,Skiing Total Expenses,Soccer Men's Team Expenses,Soccer Women's Team Expenses,Soccer Coed Team Expenses,Soccer Total Expenses,Softball Men's Team Expenses,Softball Women's Team Expenses,Softball Coed Team Expenses,Softball Total Expenses,Squash Men's Team Expenses,Squash Women's Team Expenses,Squash Coed Team Expenses,Squash Total Expenses,Swimming and Diving Men's Team Expenses,Swimming and Diving Women's Team Expenses,Swimming and Diving Coed Team Expenses,Swimming and Diving Total Expenses,Swimming Men's Team Expenses,Swimming Women's Team Expenses,Swimming Coed Team Expenses,Swimming Total Expenses,Synchronized Swimming Men's Team Expenses,Synchronized Swimming Women's Team Expenses,Synchronized Swimming Coed Team Expenses,Synchronized Swimming Total Expenses,Table Tennis Men's Team Expenses,Table Tennis Women's Team Expenses,Table Tennis Coed Team Expenses,Table Tennis Total Expenses,Team Handball Men's Team Expenses,Team Handball Women's Team Expenses,Team Handball Coed Team Expenses,Team Handball Total Expenses,Tennis Men's Team Expenses,Tennis Women's Team Expenses,Tennis Coed Team Expenses,Tennis Total Expenses,Track and Field Indoor Men's Team Expenses,Track and Field Indoor Women's Team Expenses,Track and Field Indoor Coed Team Expenses,Track and Field Indoor Total Expenses,Track and Field Outdoor Men's Team Expenses,Track and Field Outdoor Women's Team Expenses,Track and Field Outdoor Coed Team Expenses,Track and Field Outdoor Total Expenses,Track and Field X Country Men's Team Expenses,Track and Field X Country Women's Team Expenses,Track and Field X Country Coed Team Expenses,Track and Field X Country Total Expenses,Volleyball Men's Team Expenses,Volleyball Women's Team Expenses,Volleyball Coed Team Expenses,Volleyball Total Expenses,Water Polo Men's Team Expenses,Water Polo Women's Team Expenses,Water Polo Coed Team Expenses,Water Polo Total Expenses,Weight Lifting Men's Team Expenses,Weight Lifting Women's Team Expenses,Weight Lifting Coed Team Expenses,Weight Lifting Total Expenses,Wrestling Men's Team Expenses,Wrestling Women's Team Expenses,Wrestling Coed Team Expenses,Wrestling Total Expenses,Other Sports Men's Team Expenses,Other Sports Women's Team Expenses,Other Sports Coed Team Expenses,Other Sports Total Expenses,Total Men's Team Expenses,Total Women's Team Expenses,Total Coed Team Expenses,Not Allocated by Gender/Sport Expenses,Grand Total Expenses
2013,239628,00388400,Ripon College,WI,NCAA Division III (with football),,1,NCAA,415,465,880,,,,,,,,,78727,,,78727,82677,80805,,163482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138967,,,138967,1503,1181,,2684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58330,56743,,115073,,69732,,69732,,,,,,,,,40119,44187,,84306,,,,,,,,,,,,,19079,15263,,34342,31776,24986,,56762,31776,24986,,56762,19821,25098,,44919,,54749,,54749,,,,,,,,,,,,,,,,,502775,397730,,483093,1383598
2014,239628,00388400,Ripon College,WI,NCAA Division III (with football),,1,NCAA,377,437,814,,,,,,,,,81463,,,81463,80200,75110,,155310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133616,,,133616,1200,1123,,2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59594,59783,,119377,,66001,,66001,,,,,,,,,39503,42066,,81569,,,,,,,,,,,,,23291,16496,,39787,23552,19750,,43302,23867,19435,,43302,15804,16487,,32291,,57715,,57715,,,,,,,,,,,,,,,,,482090,373966,,529150,1385206
2015,239628,00388400,Ripon College,WI,NCAA Division III (with football),,1,NCAA,388,392,780,,,,,,,,,84950,,,84950,85363,82757,,168120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135237,,,135237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41156,62659,,103815,,63093,,63093,,,,,,,,,38404,42015,,80419,,,,,,,,,,,,,20070,17129,,37199,23982,19507,,43489,23982,19507,,43489,17373,19752,,37125,,66576,,66576,,,,,,,,,,,,,,,,,470517,392995,,512298,1375810
2016,239628,00388400,Ripon College,WI,NCAA Division III with football,,1,NCAA,376,400,776,,,,,,,,,88691,,,88691,91406,82550,,173956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166451,,,166451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57107,72489,,129596,,64736,,64736,,,,,,,,,41867,54067,,95934,,,,,,,,,,,,,18917,14649,,33566,24392,24392,,48784,22546,26237,,48783,16958,16521,,33479,,59834,,59834,,,,,,,,,,,,,,,,,528335,415475,,499698,1443508
2017,239628,00388400,Ripon College,WI,NCAA Division III with football,,1,NCAA,340,395,735,,,,,,,,,116756,,,116756,120598,120403,,241001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208429,,,208429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55013,77077,,132090,,76930,,76930,,,,,,,,,52071,59164,,111235,,,,,,,,,,,,,14931,15744,,30675,22982,25501,,48483,22715,25768,,48483,30041,29427,,59468,,60489,,60489,,,,,,,,,,,,,,,,,643536,490503,,615073,1749112
2018,239628,00388400,Ripon College,WI,NCAA Division III with football,,1,NCAA,366,420,786,,,,,,,,,123148,,,123148,124314,123311,,247625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209334,,,209334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85798,95083,,180881,,97390,,97390,,,,,,,,,43298,48116,,91414,,,,,,,,,,,,,33943,36866,,70809,38257,41152,,79409,38803,40607,,79410,30912,30912,,61824,,105339,,105339,,,,,,,,,,,,,,,,,727807,618776,,498746,1845329
2019,239628,00388400,Ripon College,WI,NCAA Division III with football,,1,NCAA,350,415,765,,,,,,,,,,,,,130513,77442,,207955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267551,,,267551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58119,98481,,156600,,77442,,77442,,,,,,48091,,48091,40522,,,40522,,,,,,,,,,,,,15115,19212,,34327,56266,55475,,111741,,,,,35233,37150,,72383,,67437,,67437,,,,,,,,,,,,,,,,,603319,480730,,698794,1782843
2020,239628,00388400,Ripon College,WI,NCAA Division III with football,,1,NCAA,374,419,793,,,,,,,,,123161,,,123161,80183,92291,,172474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187826,,,187826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64482,77151,,141633,,105129,,105129,,,,,,35678,,35678,34745,,,34745,,,,,,,,,,,,,28018,,,28018,25268,27587,,52855,25512,26485,,51997,,,,,,47940,,47940,,,,,,,,,,,,,,,,,569195,412261,,598094,1579550
2021,239628,00388400,Ripon College,WI,NCAA Division III with football,,1,NCAA,399,391,790,,,,,,,,,180728,,,180728,124860,113812,,238672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322818,,,322818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120189,129917,,250106,,126285,,126285,,,,,,54524,,54524,49648,,,49648,,,,,,,,,,,,,35699,35624,,71323,51297,48488,,99785,48488,49612,,98100,40618,38694,,79312,,70483,,70483,,,,,,,,,,,,,,,,,974345,667439,,612675,2254459
2022,239628,00388400,Ripon College,WI,NCAA Division III with football,,1,NCAA,387,367,754,,,,,,,,,177000,,,177000,124193,122710,,246903,,,,,,,,,,,,,,5342,,5342,,,,,,,,,,,,,346964,,,346964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105546,103617,,209163,,122590,,122590,,,,,,,,,37197,37897,,75094,,,,,,,,,,,,,37118,36614,,73732,43246,46197,,89443,44441,42347,,86788,44641,43594,,88235,,75639,,75639,,,,,,,,,,,,,,,,,960346,636547,,649321,2246214
