Category,Value,Gender,Sport,Year
Overall,3-May,Men,Soccer,1964
OverallPCT,0.625,Men,Soccer,1964
Conf,0-0,Men,Soccer,1964
ConfPCT,0,Men,Soccer,1964
Streak,L2,Men,Soccer,1964
Home,1-Mar,Men,Soccer,1964
Away,2-Feb,Men,Soccer,1964
Neutral,0-0,Men,Soccer,1964
Overall,0-0,Men,Soccer,1965
OverallPCT,0,Men,Soccer,1965
Conf,0-0,Men,Soccer,1965
ConfPCT,0,Men,Soccer,1965
Streak,,Men,Soccer,1965
Home,0-0,Men,Soccer,1965
Away,0-0,Men,Soccer,1965
Neutral,0-0,Men,Soccer,1965
Overall,0-0,Men,Soccer,1966
OverallPCT,0,Men,Soccer,1966
Conf,0-0,Men,Soccer,1966
ConfPCT,0,Men,Soccer,1966
Streak,,Men,Soccer,1966
Home,0-0,Men,Soccer,1966
Away,0-0,Men,Soccer,1966
Neutral,0-0,Men,Soccer,1966
Overall,0-0,Men,Soccer,1967
OverallPCT,0,Men,Soccer,1967
Conf,0-0,Men,Soccer,1967
ConfPCT,0,Men,Soccer,1967
Streak,,Men,Soccer,1967
Home,0-0,Men,Soccer,1967
Away,0-0,Men,Soccer,1967
Neutral,0-0,Men,Soccer,1967
Overall,0-0,Men,Soccer,1968
OverallPCT,0,Men,Soccer,1968
Conf,0-0,Men,Soccer,1968
ConfPCT,0,Men,Soccer,1968
Streak,,Men,Soccer,1968
Home,0-0,Men,Soccer,1968
Away,0-0,Men,Soccer,1968
Neutral,0-0,Men,Soccer,1968
Overall,0-0,Men,Soccer,1969
OverallPCT,0,Men,Soccer,1969
Conf,0-0,Men,Soccer,1969
ConfPCT,0,Men,Soccer,1969
Streak,,Men,Soccer,1969
Home,0-0,Men,Soccer,1969
Away,0-0,Men,Soccer,1969
Neutral,0-0,Men,Soccer,1969
Overall,3/4/2002,Men,Soccer,1970
OverallPCT,0.444,Men,Soccer,1970
Conf,0-0,Men,Soccer,1970
ConfPCT,0,Men,Soccer,1970
Streak,T1,Men,Soccer,1970
Home,2/2/2001,Men,Soccer,1970
Away,1/2/2001,Men,Soccer,1970
Neutral,0-0,Men,Soccer,1970
Overall,4/4/2001,Men,Soccer,1971
OverallPCT,0.5,Men,Soccer,1971
Conf,3-Feb,Men,Soccer,1971
ConfPCT,0.4,Men,Soccer,1971
Streak,W1,Men,Soccer,1971
Home,2/1/2001,Men,Soccer,1971
Away,3-Feb,Men,Soccer,1971
Neutral,0-0,Men,Soccer,1971
Overall,4/1/2003,Men,Soccer,1972
OverallPCT,0.688,Men,Soccer,1972
Conf,3/1/2002,Men,Soccer,1972
ConfPCT,0.667,Men,Soccer,1972
Streak,T1,Men,Soccer,1972
Home,1/1/2002,Men,Soccer,1972
Away,3-0-1,Men,Soccer,1972
Neutral,0-0,Men,Soccer,1972
Overall,2/5/2001,Men,Soccer,1973
OverallPCT,0.312,Men,Soccer,1973
Conf,2/5/2001,Men,Soccer,1973
ConfPCT,0.312,Men,Soccer,1973
Streak,T1,Men,Soccer,1973
Home,2-Feb,Men,Soccer,1973
Away,0-3-1,Men,Soccer,1973
Neutral,0-0,Men,Soccer,1973
Overall,2-Jun,Men,Soccer,1974
OverallPCT,0.75,Men,Soccer,1974
Conf,2-Jun,Men,Soccer,1974
ConfPCT,0.75,Men,Soccer,1974
Streak,L1,Men,Soccer,1974
Home,Apr-00,Men,Soccer,1974
Away,2-Feb,Men,Soccer,1974
Neutral,0-0,Men,Soccer,1974
Overall,4-Apr,Men,Soccer,1975
OverallPCT,0.5,Men,Soccer,1975
Conf,2-Feb,Men,Soccer,1975
ConfPCT,0.5,Men,Soccer,1975
Streak,W1,Men,Soccer,1975
Home,3-Jan,Men,Soccer,1975
Away,1-Mar,Men,Soccer,1975
Neutral,0-0,Men,Soccer,1975
Overall,4/3/2001,Men,Soccer,1976
OverallPCT,0.562,Men,Soccer,1976
Conf,2-Feb,Men,Soccer,1976
ConfPCT,0.5,Men,Soccer,1976
Streak,W1,Men,Soccer,1976
Home,2-Feb,Men,Soccer,1976
Away,2/1/2001,Men,Soccer,1976
Neutral,0-0,Men,Soccer,1976
Overall,6-Apr,Men,Soccer,1977
OverallPCT,0.4,Men,Soccer,1977
Conf,2-Feb,Men,Soccer,1977
ConfPCT,0.5,Men,Soccer,1977
Streak,L4,Men,Soccer,1977
Home,2-Jan,Men,Soccer,1977
Away,4-Mar,Men,Soccer,1977
Neutral,0-0,Men,Soccer,1977
Overall,7/2/2002,Men,Soccer,1978
OverallPCT,0.727,Men,Soccer,1978
Conf,1-Mar,Men,Soccer,1978
ConfPCT,0.75,Men,Soccer,1978
Streak,L1,Men,Soccer,1978
Home,3/1/2002,Men,Soccer,1978
Away,1-Apr,Men,Soccer,1978
Neutral,0-0,Men,Soccer,1978
Overall,3-Aug,Men,Soccer,1979
OverallPCT,0.727,Men,Soccer,1979
Conf,1-Mar,Men,Soccer,1979
ConfPCT,0.75,Men,Soccer,1979
Streak,W1,Men,Soccer,1979
Home,2-Mar,Men,Soccer,1979
Away,1-May,Men,Soccer,1979
Neutral,0-0,Men,Soccer,1979
Overall,6/4/2002,Men,Soccer,1980
OverallPCT,0.583,Men,Soccer,1980
Conf,Apr-00,Men,Soccer,1980
ConfPCT,1,Men,Soccer,1980
Streak,L1,Men,Soccer,1980
Home,4/2/2001,Men,Soccer,1980
Away,2/2/2001,Men,Soccer,1980
Neutral,0-0,Men,Soccer,1980
Overall,8/3/2001,Men,Soccer,1981
OverallPCT,0.708,Men,Soccer,1981
Conf,Apr-00,Men,Soccer,1981
ConfPCT,1,Men,Soccer,1981
Streak,L1,Men,Soccer,1981
Home,1-Apr,Men,Soccer,1981
Away,4/2/2001,Men,Soccer,1981
Neutral,0-0,Men,Soccer,1981
Overall,5/8/2001,Men,Soccer,1982
OverallPCT,0.393,Men,Soccer,1982
Conf,2-Feb,Men,Soccer,1982
ConfPCT,0.5,Men,Soccer,1982
Streak,L1,Men,Soccer,1982
Home,3-Mar,Men,Soccer,1982
Away,2/5/2001,Men,Soccer,1982
Neutral,0-0,Men,Soccer,1982
Overall,7/6/2002,Men,Soccer,1983
OverallPCT,0.533,Men,Soccer,1983
Conf,Apr-00,Men,Soccer,1983
ConfPCT,1,Men,Soccer,1983
Streak,L1,Men,Soccer,1983
Home,3-Mar,Men,Soccer,1983
Away,4/3/2002,Men,Soccer,1983
Neutral,0-0,Men,Soccer,1983
Overall,9/5/2001,Men,Soccer,1984
OverallPCT,0.633,Men,Soccer,1984
Conf,Apr-00,Men,Soccer,1984
ConfPCT,1,Men,Soccer,1984
Streak,W2,Men,Soccer,1984
Home,5/2/2001,Men,Soccer,1984
Away,3-Feb,Men,Soccer,1984
Neutral,Feb-00,Men,Soccer,1984
Overall,7-Jul,Men,Soccer,1985
OverallPCT,0.5,Men,Soccer,1985
Conf,1-Apr,Men,Soccer,1985
ConfPCT,0.8,Men,Soccer,1985
Streak,W1,Men,Soccer,1985
Home,4-Feb,Men,Soccer,1985
Away,3-May,Men,Soccer,1985
Neutral,0-0,Men,Soccer,1985
Overall,6/7/2002,Men,Soccer,1986
OverallPCT,0.467,Men,Soccer,1986
Conf,May-00,Men,Soccer,1986
ConfPCT,1,Men,Soccer,1986
Streak,L1,Men,Soccer,1986
Home,3/3/2002,Men,Soccer,1986
Away,3-Feb,Men,Soccer,1986
Neutral,1-Jan,Men,Soccer,1986
Overall,7/5/2003,Men,Soccer,1987
OverallPCT,0.567,Men,Soccer,1987
Conf,4-0-1,Men,Soccer,1987
ConfPCT,0.9,Men,Soccer,1987
Streak,L2,Men,Soccer,1987
Home,1-Apr,Men,Soccer,1987
Away,3/4/2003,Men,Soccer,1987
Neutral,0-0,Men,Soccer,1987
Overall,10/3/2001,Men,Soccer,1988
OverallPCT,0.75,Men,Soccer,1988
Conf,1-Apr,Men,Soccer,1988
ConfPCT,0.8,Men,Soccer,1988
Streak,L1,Men,Soccer,1988
Home,1-Jun,Men,Soccer,1988
Away,3/2/2001,Men,Soccer,1988
Neutral,Jan-00,Men,Soccer,1988
Overall,11/4/2001,Men,Soccer,1989
OverallPCT,0.719,Men,Soccer,1989
Conf,May-00,Men,Soccer,1989
ConfPCT,1,Men,Soccer,1989
Streak,W3,Men,Soccer,1989
Home,3/1/2001,Men,Soccer,1989
Away,2-Jun,Men,Soccer,1989
Neutral,1-Feb,Men,Soccer,1989
Overall,9/5/2002,Men,Soccer,1990
OverallPCT,0.625,Men,Soccer,1990
Conf,9-0-1,Men,Soccer,1990
ConfPCT,0.95,Men,Soccer,1990
Streak,T1,Men,Soccer,1990
Home,4/3/2002,Men,Soccer,1990
Away,2-May,Men,Soccer,1990
Neutral,0-0,Men,Soccer,1990
Overall,8/7/2001,Men,Soccer,1991
OverallPCT,0.531,Men,Soccer,1991
Conf,3-Jul,Men,Soccer,1991
ConfPCT,0.7,Men,Soccer,1991
Streak,L1,Men,Soccer,1991
Home,3-Mar,Men,Soccer,1991
Away,4/4/2001,Men,Soccer,1991
Neutral,Jan-00,Men,Soccer,1991
Overall,11/3/2002,Men,Soccer,1992
OverallPCT,0.75,Men,Soccer,1992
Conf,1-Sep,Men,Soccer,1992
ConfPCT,0.9,Men,Soccer,1992
Streak,L1,Men,Soccer,1992
Home,2-Jul,Men,Soccer,1992
Away,4/1/2002,Men,Soccer,1992
Neutral,0-0,Men,Soccer,1992
Overall,14-2,Men,Soccer,1993
OverallPCT,0.875,Men,Soccer,1993
Conf,1-Sep,Men,Soccer,1993
ConfPCT,0.9,Men,Soccer,1993
Streak,W3,Men,Soccer,1993
Home,1-May,Men,Soccer,1993
Away,1-Aug,Men,Soccer,1993
Neutral,Jan-00,Men,Soccer,1993
Overall,14-3-1,Men,Soccer,1994
OverallPCT,0.806,Men,Soccer,1994
Conf,Oct-00,Men,Soccer,1994
ConfPCT,1,Men,Soccer,1994
Streak,W3,Men,Soccer,1994
Home,Jul-00,Men,Soccer,1994
Away,5/3/2001,Men,Soccer,1994
Neutral,Feb-00,Men,Soccer,1994
Overall,12/6/2001,Men,Soccer,1995
OverallPCT,0.658,Men,Soccer,1995
Conf,1-Sep,Men,Soccer,1995
ConfPCT,0.9,Men,Soccer,1995
Streak,L1,Men,Soccer,1995
Home,2-Jun,Men,Soccer,1995
Away,5/4/2001,Men,Soccer,1995
Neutral,Jan-00,Men,Soccer,1995
Overall,9-Aug,Men,Soccer,1996
OverallPCT,0.471,Men,Soccer,1996
Conf,3-Jul,Men,Soccer,1996
ConfPCT,0.7,Men,Soccer,1996
Streak,L1,Men,Soccer,1996
Home,2-May,Men,Soccer,1996
Away,7-Mar,Men,Soccer,1996
Neutral,0-0,Men,Soccer,1996
Overall,11-Jun,Men,Soccer,1997
OverallPCT,0.353,Men,Soccer,1997
Conf,3-Jun,Men,Soccer,1997
ConfPCT,0.667,Men,Soccer,1997
Streak,L1,Men,Soccer,1997
Home,4-Apr,Men,Soccer,1997
Away,7-Feb,Men,Soccer,1997
Neutral,0-0,Men,Soccer,1997
Overall,8-Aug,Men,Soccer,1998
OverallPCT,0.5,Men,Soccer,1998
Conf,3-Jun,Men,Soccer,1998
ConfPCT,0.667,Men,Soccer,1998
Streak,L5,Men,Soccer,1998
Home,3-Apr,Men,Soccer,1998
Away,5-Apr,Men,Soccer,1998
Neutral,0-0,Men,Soccer,1998
Overall,7-Oct,Men,Soccer,1999
OverallPCT,0.588,Men,Soccer,1999
Conf,2-Jul,Men,Soccer,1999
ConfPCT,0.778,Men,Soccer,1999
Streak,L6,Men,Soccer,1999
Home,2-Jun,Men,Soccer,1999
Away,4-Apr,Men,Soccer,1999
Neutral,0-1,Men,Soccer,1999
Overall,8/8/2001,Men,Soccer,2000
OverallPCT,0.5,Men,Soccer,2000
Conf,3-Jun,Men,Soccer,2000
ConfPCT,0.667,Men,Soccer,2000
Streak,L1,Men,Soccer,2000
Home,4/3/2001,Men,Soccer,2000
Away,3-Apr,Men,Soccer,2000
Neutral,0-2,Men,Soccer,2000
Overall,6/6/2002,Men,Soccer,2001
OverallPCT,0.5,Men,Soccer,2001
Conf,4/4/2001,Men,Soccer,2001
ConfPCT,0.5,Men,Soccer,2001
Streak,T1,Men,Soccer,2001
Home,4/1/2002,Men,Soccer,2001
Away,5-Feb,Men,Soccer,2001
Neutral,0-0,Men,Soccer,2001
Overall,6/8/2001,Men,Soccer,2002
OverallPCT,0.433,Men,Soccer,2002
Conf,4/4/2001,Men,Soccer,2002
ConfPCT,0.5,Men,Soccer,2002
Streak,T1,Men,Soccer,2002
Home,5-Mar,Men,Soccer,2002
Away,3/3/2001,Men,Soccer,2002
Neutral,0-0,Men,Soccer,2002
Overall,6/7/2002,Men,Soccer,2003
OverallPCT,0.467,Men,Soccer,2003
Conf,4/3/2002,Men,Soccer,2003
ConfPCT,0.556,Men,Soccer,2003
Streak,W1,Men,Soccer,2003
Home,4/3/2001,Men,Soccer,2003
Away,2/4/2001,Men,Soccer,2003
Neutral,0-0,Men,Soccer,2003
Overall,10-May,Men,Soccer,2004
OverallPCT,0.333,Men,Soccer,2004
Conf,6-Mar,Men,Soccer,2004
ConfPCT,0.333,Men,Soccer,2004
Streak,W1,Men,Soccer,2004
Home,7-Jan,Men,Soccer,2004
Away,3-Apr,Men,Soccer,2004
Neutral,0-0,Men,Soccer,2004
Overall,5/9/2002,Men,Soccer,2005
OverallPCT,0.375,Men,Soccer,2005
Conf,7-Feb,Men,Soccer,2005
ConfPCT,0.222,Men,Soccer,2005
Streak,W1,Men,Soccer,2005
Home,4-Apr,Men,Soccer,2005
Away,0-5-2,Men,Soccer,2005
Neutral,Jan-00,Men,Soccer,2005
Overall,7/4/2005,Men,Soccer,2006
OverallPCT,0.594,Men,Soccer,2006
Conf,5/1/2003,Men,Soccer,2006
ConfPCT,0.722,Men,Soccer,2006
Streak,L1,Men,Soccer,2006
Home,2/3/2002,Men,Soccer,2006
Away,5-0-2,Men,Soccer,2006
Neutral,0-1-1,Men,Soccer,2006
Overall,9/7/2001,Men,Soccer,2007
OverallPCT,0.559,Men,Soccer,2007
Conf,2-Jul,Men,Soccer,2007
ConfPCT,0.778,Men,Soccer,2007
Streak,L2,Men,Soccer,2007
Home,4/2/2001,Men,Soccer,2007
Away,4-Apr,Men,Soccer,2007
Neutral,1-Jan,Men,Soccer,2007
Overall,12/6/2001,Men,Soccer,2008
OverallPCT,0.658,Men,Soccer,2008
Conf,6/2/2001,Men,Soccer,2008
ConfPCT,0.722,Men,Soccer,2008
Streak,L1,Men,Soccer,2008
Home,6/1/2001,Men,Soccer,2008
Away,5-May,Men,Soccer,2008
Neutral,Jan-00,Men,Soccer,2008
Overall,9/8/2004,Men,Soccer,2009
OverallPCT,0.524,Men,Soccer,2009
Conf,6/1/2002,Men,Soccer,2009
ConfPCT,0.778,Men,Soccer,2009
Streak,L1,Men,Soccer,2009
Home,5-Apr,Men,Soccer,2009
Away,4/2/2002,Men,Soccer,2009
Neutral,1/1/2002,Men,Soccer,2009
Overall,9/7/2002,Men,Soccer,2010
OverallPCT,0.556,Men,Soccer,2010
Conf,2-Jul,Men,Soccer,2010
ConfPCT,0.778,Men,Soccer,2010
Streak,L1,Men,Soccer,2010
Home,4/3/2001,Men,Soccer,2010
Away,4/2/2001,Men,Soccer,2010
Neutral,2-Jan,Men,Soccer,2010
Overall,5/10/2002,Men,Soccer,2011
OverallPCT,0.353,Men,Soccer,2011
Conf,3/5/2001,Men,Soccer,2011
ConfPCT,0.389,Men,Soccer,2011
Streak,W2,Men,Soccer,2011
Home,2-Apr,Men,Soccer,2011
Away,0-8-2,Men,Soccer,2011
Neutral,Jan-00,Men,Soccer,2011
Overall,9/8/2001,Men,Soccer,2012
OverallPCT,0.528,Men,Soccer,2012
Conf,4-Jun,Men,Soccer,2012
ConfPCT,0.6,Men,Soccer,2012
Streak,L1,Men,Soccer,2012
Home,7/3/2001,Men,Soccer,2012
Away,5-Feb,Men,Soccer,2012
Neutral,0-0,Men,Soccer,2012
Overall,11-Jul,Men,Soccer,2013
OverallPCT,0.389,Men,Soccer,2013
Conf,5-May,Men,Soccer,2013
ConfPCT,0.5,Men,Soccer,2013
Streak,L2,Men,Soccer,2013
Home,3-May,Men,Soccer,2013
Away,8-Feb,Men,Soccer,2013
Neutral,0-0,Men,Soccer,2013
Overall,9/3/2005,Men,Soccer,2014
OverallPCT,0.676,Men,Soccer,2014
Conf,5/2/2003,Men,Soccer,2014
ConfPCT,0.65,Men,Soccer,2014
Streak,W3,Men,Soccer,2014
Home,3/3/2003,Men,Soccer,2014
Away,4-0-2,Men,Soccer,2014
Neutral,Feb-00,Men,Soccer,2014
Overall,7-Oct,Men,Soccer,2015
OverallPCT,0.588,Men,Soccer,2015
Conf,3-Jul,Men,Soccer,2015
ConfPCT,0.7,Men,Soccer,2015
Streak,W3,Men,Soccer,2015
Home,1-Jul,Men,Soccer,2015
Away,6-Mar,Men,Soccer,2015
Neutral,0-0,Men,Soccer,2015
Overall,11/7/2001,Men,Soccer,2016
OverallPCT,0.605,Men,Soccer,2016
Conf,6/2/2001,Men,Soccer,2016
ConfPCT,0.722,Men,Soccer,2016
Streak,L1,Men,Soccer,2016
Home,4/4/2001,Men,Soccer,2016
Away,2-Jul,Men,Soccer,2016
Neutral,0-1,Men,Soccer,2016
Overall,9/9/2001,Men,Soccer,2017
OverallPCT,0.5,Men,Soccer,2017
Conf,3-Jun,Men,Soccer,2017
ConfPCT,0.667,Men,Soccer,2017
Streak,L1,Men,Soccer,2017
Home,3-Jun,Men,Soccer,2017
Away,3/5/2001,Men,Soccer,2017
Neutral,0-1,Men,Soccer,2017
Overall,7-Aug,Men,Soccer,2018
OverallPCT,0.533,Men,Soccer,2018
Conf,4-May,Men,Soccer,2018
ConfPCT,0.556,Men,Soccer,2018
Streak,W1,Men,Soccer,2018
Home,5-Apr,Men,Soccer,2018
Away,2-Apr,Men,Soccer,2018
Neutral,0-0,Men,Soccer,2018
Overall,7/9/2001,Men,Soccer,2019
OverallPCT,0.441,Men,Soccer,2019
Conf,3/5/2001,Men,Soccer,2019
ConfPCT,0.389,Men,Soccer,2019
Streak,W2,Men,Soccer,2019
Home,4/2/2001,Men,Soccer,2019
Away,7-Mar,Men,Soccer,2019
Neutral,0-0,Men,Soccer,2019
Overall,0-0,Men,Soccer,2020
OverallPCT,0,Men,Soccer,2020
Conf,0-0,Men,Soccer,2020
ConfPCT,0,Men,Soccer,2020
Streak,,Men,Soccer,2020
Home,0-0,Men,Soccer,2020
Away,0-0,Men,Soccer,2020
Neutral,0-0,Men,Soccer,2020
Overall,8-Nov,Men,Soccer,2021
OverallPCT,0.579,Men,Soccer,2021
Conf,2-Jun,Men,Soccer,2021
ConfPCT,0.75,Men,Soccer,2021
Streak,L1,Men,Soccer,2021
Home,1-Jul,Men,Soccer,2021
Away,5-Mar,Men,Soccer,2021
Neutral,2-Jan,Men,Soccer,2021
Overall,10/8/2001,Men,Soccer,2022
OverallPCT,0.553,Men,Soccer,2022
Conf,5/2/2001,Men,Soccer,2022
ConfPCT,0.688,Men,Soccer,2022
Streak,L1,Men,Soccer,2022
Home,3/4/2001,Men,Soccer,2022
Away,4-Jun,Men,Soccer,2022
Neutral,Jan-00,Men,Soccer,2022
Overall,9/6/2005,Men,Soccer,2023
OverallPCT,0.575,Men,Soccer,2023
Conf,3/3/2002,Men,Soccer,2023
ConfPCT,0.5,Men,Soccer,2023
Streak,L1,Men,Soccer,2023
Home,7/1/2002,Men,Soccer,2023
Away,2/4/2003,Men,Soccer,2023
Neutral,0-1,Men,Soccer,2023
Overall,8/6/2005,Men,Soccer,2024
OverallPCT,0.553,Men,Soccer,2024
Conf,4/2/2002,Men,Soccer,2024
ConfPCT,0.625,Men,Soccer,2024
Streak,L1,Men,Soccer,2024
Home,3/2/2003,Men,Soccer,2024
Away,5/4/2002,Men,Soccer,2024
Neutral,0-0,Men,Soccer,2024
Overall,Mar-00,Men,Tennis,1956
OverallPCT,1,Men,Tennis,1956
Conf,0-0,Men,Tennis,1956
ConfPCT,0,Men,Tennis,1956
Streak,W3,Men,Tennis,1956
Home,Feb-00,Men,Tennis,1956
Away,Jan-00,Men,Tennis,1956
Neutral,0-0,Men,Tennis,1956
Overall,1-Aug,Men,Tennis,1957
OverallPCT,0.889,Men,Tennis,1957
Conf,0-0,Men,Tennis,1957
ConfPCT,0,Men,Tennis,1957
Streak,W5,Men,Tennis,1957
Home,1-Apr,Men,Tennis,1957
Away,Apr-00,Men,Tennis,1957
Neutral,0-0,Men,Tennis,1957
Overall,1-Mar,Men,Tennis,1958
OverallPCT,0.75,Men,Tennis,1958
Conf,0-0,Men,Tennis,1958
ConfPCT,0,Men,Tennis,1958
Streak,L1,Men,Tennis,1958
Home,Jan-00,Men,Tennis,1958
Away,1-Feb,Men,Tennis,1958
Neutral,0-0,Men,Tennis,1958
Overall,3-Apr,Men,Tennis,1959
OverallPCT,0.571,Men,Tennis,1959
Conf,0-0,Men,Tennis,1959
ConfPCT,0,Men,Tennis,1959
Streak,W3,Men,Tennis,1959
Home,2-Mar,Men,Tennis,1959
Away,1-Jan,Men,Tennis,1959
Neutral,0-0,Men,Tennis,1959
Overall,3-May,Men,Tennis,1960
OverallPCT,0.625,Men,Tennis,1960
Conf,0-0,Men,Tennis,1960
ConfPCT,0,Men,Tennis,1960
Streak,W1,Men,Tennis,1960
Home,1-Feb,Men,Tennis,1960
Away,2-Mar,Men,Tennis,1960
Neutral,0-0,Men,Tennis,1960
Overall,6-May,Men,Tennis,1961
OverallPCT,0.455,Men,Tennis,1961
Conf,0-0,Men,Tennis,1961
ConfPCT,0,Men,Tennis,1961
Streak,W3,Men,Tennis,1961
Home,3-Apr,Men,Tennis,1961
Away,3-Jan,Men,Tennis,1961
Neutral,0-0,Men,Tennis,1961
Overall,2-Jul,Men,Tennis,1962
OverallPCT,0.778,Men,Tennis,1962
Conf,0-0,Men,Tennis,1962
ConfPCT,0,Men,Tennis,1962
Streak,W1,Men,Tennis,1962
Home,1-Mar,Men,Tennis,1962
Away,1-Apr,Men,Tennis,1962
Neutral,0-0,Men,Tennis,1962
Overall,4-May,Men,Tennis,1963
OverallPCT,0.556,Men,Tennis,1963
Conf,0-0,Men,Tennis,1963
ConfPCT,0,Men,Tennis,1963
Streak,W3,Men,Tennis,1963
Home,1-Apr,Men,Tennis,1963
Away,3-Jan,Men,Tennis,1963
Neutral,0-0,Men,Tennis,1963
Overall,3-Jun,Men,Tennis,1964
OverallPCT,0.667,Men,Tennis,1964
Conf,0-0,Men,Tennis,1964
ConfPCT,0,Men,Tennis,1964
Streak,L1,Men,Tennis,1964
Home,2-Mar,Men,Tennis,1964
Away,1-Mar,Men,Tennis,1964
Neutral,0-0,Men,Tennis,1964
Overall,4-May,Men,Tennis,1965
OverallPCT,0.556,Men,Tennis,1965
Conf,0-0,Men,Tennis,1965
ConfPCT,0,Men,Tennis,1965
Streak,W1,Men,Tennis,1965
Home,2-Feb,Men,Tennis,1965
Away,2-Mar,Men,Tennis,1965
Neutral,0-0,Men,Tennis,1965
Overall,0-8,Men,Tennis,1966
OverallPCT,0,Men,Tennis,1966
Conf,0-0,Men,Tennis,1966
ConfPCT,0,Men,Tennis,1966
Streak,L8,Men,Tennis,1966
Home,0-4,Men,Tennis,1966
Away,0-4,Men,Tennis,1966
Neutral,0-0,Men,Tennis,1966
Overall,8-Jan,Men,Tennis,1967
OverallPCT,0.111,Men,Tennis,1967
Conf,0-0,Men,Tennis,1967
ConfPCT,0,Men,Tennis,1967
Streak,L4,Men,Tennis,1967
Home,0-4,Men,Tennis,1967
Away,4-Jan,Men,Tennis,1967
Neutral,0-0,Men,Tennis,1967
Overall,7-May,Men,Tennis,1968
OverallPCT,0.417,Men,Tennis,1968
Conf,0-0,Men,Tennis,1968
ConfPCT,0,Men,Tennis,1968
Streak,L2,Men,Tennis,1968
Home,4-Feb,Men,Tennis,1968
Away,2-Feb,Men,Tennis,1968
Neutral,1-Jan,Men,Tennis,1968
Overall,4-Apr,Men,Tennis,1969
OverallPCT,0.5,Men,Tennis,1969
Conf,0-0,Men,Tennis,1969
ConfPCT,0,Men,Tennis,1969
Streak,W1,Men,Tennis,1969
Home,1-Feb,Men,Tennis,1969
Away,3-Jan,Men,Tennis,1969
Neutral,Jan-00,Men,Tennis,1969
Overall,5-Jun,Men,Tennis,1970
OverallPCT,0.545,Men,Tennis,1970
Conf,0-0,Men,Tennis,1970
ConfPCT,0,Men,Tennis,1970
Streak,L1,Men,Tennis,1970
Home,3-Feb,Men,Tennis,1970
Away,2-Apr,Men,Tennis,1970
Neutral,0-0,Men,Tennis,1970
Overall,6-Apr,Men,Tennis,1971
OverallPCT,0.4,Men,Tennis,1971
Conf,0-0,Men,Tennis,1971
ConfPCT,0,Men,Tennis,1971
Streak,W2,Men,Tennis,1971
Home,2-Apr,Men,Tennis,1971
Away,0-4,Men,Tennis,1971
Neutral,0-0,Men,Tennis,1971
Overall,0-8,Men,Tennis,1972
OverallPCT,0,Men,Tennis,1972
Conf,0-0,Men,Tennis,1972
ConfPCT,0,Men,Tennis,1972
Streak,L8,Men,Tennis,1972
Home,0-4,Men,Tennis,1972
Away,0-4,Men,Tennis,1972
Neutral,0-0,Men,Tennis,1972
Overall,5-Jul,Men,Tennis,1973
OverallPCT,0.583,Men,Tennis,1973
Conf,0-0,Men,Tennis,1973
ConfPCT,0,Men,Tennis,1973
Streak,W1,Men,Tennis,1973
Home,1-Jun,Men,Tennis,1973
Away,4-Jan,Men,Tennis,1973
Neutral,0-0,Men,Tennis,1973
Overall,4-Apr,Men,Tennis,1974
OverallPCT,0.5,Men,Tennis,1974
Conf,0-0,Men,Tennis,1974
ConfPCT,0,Men,Tennis,1974
Streak,W2,Men,Tennis,1974
Home,3-Feb,Men,Tennis,1974
Away,1-Feb,Men,Tennis,1974
Neutral,0-0,Men,Tennis,1974
Overall,4-May,Men,Tennis,1975
OverallPCT,0.556,Men,Tennis,1975
Conf,0-0,Men,Tennis,1975
ConfPCT,0,Men,Tennis,1975
Streak,W2,Men,Tennis,1975
Home,May-00,Men,Tennis,1975
Away,0-4,Men,Tennis,1975
Neutral,0-0,Men,Tennis,1975
Overall,8-Aug,Men,Tennis,1976
OverallPCT,0.5,Men,Tennis,1976
Conf,0-0,Men,Tennis,1976
ConfPCT,0,Men,Tennis,1976
Streak,L1,Men,Tennis,1976
Home,2-Jan,Men,Tennis,1976
Away,3-Apr,Men,Tennis,1976
Neutral,3-Mar,Men,Tennis,1976
Overall,11-May,Men,Tennis,1977
OverallPCT,0.312,Men,Tennis,1977
Conf,0-0,Men,Tennis,1977
ConfPCT,0,Men,Tennis,1977
Streak,W1,Men,Tennis,1977
Home,6-Mar,Men,Tennis,1977
Away,1-Jan,Men,Tennis,1977
Neutral,4-Jan,Men,Tennis,1977
Overall,10-May,Men,Tennis,1978
OverallPCT,0.333,Men,Tennis,1978
Conf,0-0,Men,Tennis,1978
ConfPCT,0,Men,Tennis,1978
Streak,W1,Men,Tennis,1978
Home,2-Mar,Men,Tennis,1978
Away,4-Feb,Men,Tennis,1978
Neutral,0-4,Men,Tennis,1978
Overall,8-Jul,Men,Tennis,1979
OverallPCT,0.467,Men,Tennis,1979
Conf,0-0,Men,Tennis,1979
ConfPCT,0,Men,Tennis,1979
Streak,L1,Men,Tennis,1979
Home,3-Mar,Men,Tennis,1979
Away,2-Feb,Men,Tennis,1979
Neutral,3-Feb,Men,Tennis,1979
Overall,10-Jan,Men,Tennis,1980
OverallPCT,0.091,Men,Tennis,1980
Conf,0-0,Men,Tennis,1980
ConfPCT,0,Men,Tennis,1980
Streak,L3,Men,Tennis,1980
Home,3-Jan,Men,Tennis,1980
Away,0-5,Men,Tennis,1980
Neutral,0-2,Men,Tennis,1980
