Category,Value,Gender,Sport,Year
Overall,7-Jan,Men,Tennis,1981
OverallPCT,0.125,Men,Tennis,1981
Conf,0-0,Men,Tennis,1981
ConfPCT,0,Men,Tennis,1981
Streak,L3,Men,Tennis,1981
Home,0-2,Men,Tennis,1981
Away,5-Jan,Men,Tennis,1981
Neutral,0-0,Men,Tennis,1981
Overall,3-Apr,Men,Tennis,1982
OverallPCT,0.571,Men,Tennis,1982
Conf,0-0,Men,Tennis,1982
ConfPCT,0,Men,Tennis,1982
Streak,L1,Men,Tennis,1982
Home,1-Mar,Men,Tennis,1982
Away,2-Jan,Men,Tennis,1982
Neutral,0-0,Men,Tennis,1982
Overall,7-Jun,Men,Tennis,1983
OverallPCT,0.462,Men,Tennis,1983
Conf,0-0,Men,Tennis,1983
ConfPCT,0,Men,Tennis,1983
Streak,L2,Men,Tennis,1983
Home,1-Jan,Men,Tennis,1983
Away,5-Mar,Men,Tennis,1983
Neutral,1-Feb,Men,Tennis,1983
Overall,5-Oct,Men,Tennis,1984
OverallPCT,0.667,Men,Tennis,1984
Conf,0-0,Men,Tennis,1984
ConfPCT,0,Men,Tennis,1984
Streak,L2,Men,Tennis,1984
Home,2-Jan,Men,Tennis,1984
Away,2-Aug,Men,Tennis,1984
Neutral,1-Jan,Men,Tennis,1984
Overall,9-Jun,Men,Tennis,1985
OverallPCT,0.4,Men,Tennis,1985
Conf,0-0,Men,Tennis,1985
ConfPCT,0,Men,Tennis,1985
Streak,L1,Men,Tennis,1985
Home,1-Mar,Men,Tennis,1985
Away,5-Feb,Men,Tennis,1985
Neutral,3-Jan,Men,Tennis,1985
Overall,7-Jun,Men,Tennis,1986
OverallPCT,0.462,Men,Tennis,1986
Conf,0-0,Men,Tennis,1986
ConfPCT,0,Men,Tennis,1986
Streak,W1,Men,Tennis,1986
Home,4-Mar,Men,Tennis,1986
Away,1-Mar,Men,Tennis,1986
Neutral,0-2,Men,Tennis,1986
Overall,2-Sep,Men,Tennis,1987
OverallPCT,0.818,Men,Tennis,1987
Conf,0-0,Men,Tennis,1987
ConfPCT,0,Men,Tennis,1987
Streak,W6,Men,Tennis,1987
Home,Jul-00,Men,Tennis,1987
Away,1-Jan,Men,Tennis,1987
Neutral,1-Jan,Men,Tennis,1987
Overall,3-Aug,Men,Tennis,1988
OverallPCT,0.727,Men,Tennis,1988
Conf,0-0,Men,Tennis,1988
ConfPCT,0,Men,Tennis,1988
Streak,W3,Men,Tennis,1988
Home,2-May,Men,Tennis,1988
Away,1-Feb,Men,Tennis,1988
Neutral,Jan-00,Men,Tennis,1988
Overall,4-Jun,Men,Tennis,1989
OverallPCT,0.6,Men,Tennis,1989
Conf,0-0,Men,Tennis,1989
ConfPCT,0,Men,Tennis,1989
Streak,W2,Men,Tennis,1989
Home,Feb-00,Men,Tennis,1989
Away,4-Jan,Men,Tennis,1989
Neutral,Mar-00,Men,Tennis,1989
Overall,5-May,Men,Tennis,1990
OverallPCT,0.5,Men,Tennis,1990
Conf,0-0,Men,Tennis,1990
ConfPCT,0,Men,Tennis,1990
Streak,W2,Men,Tennis,1990
Home,4-Apr,Men,Tennis,1990
Away,1-Jan,Men,Tennis,1990
Neutral,0-0,Men,Tennis,1990
Overall,6-Jul,Men,Tennis,1991
OverallPCT,0.538,Men,Tennis,1991
Conf,0-0,Men,Tennis,1991
ConfPCT,0,Men,Tennis,1991
Streak,W2,Men,Tennis,1991
Home,1-Mar,Men,Tennis,1991
Away,5-Feb,Men,Tennis,1991
Neutral,Feb-00,Men,Tennis,1991
Overall,10-Oct,Men,Tennis,1992
OverallPCT,0.5,Men,Tennis,1992
Conf,0-0,Men,Tennis,1992
ConfPCT,0,Men,Tennis,1992
Streak,W2,Men,Tennis,1992
Home,6-Apr,Men,Tennis,1992
Away,1-Feb,Men,Tennis,1992
Neutral,3-Apr,Men,Tennis,1992
Overall,5-Jun,Men,Tennis,1993
OverallPCT,0.545,Men,Tennis,1993
Conf,0-0,Men,Tennis,1993
ConfPCT,0,Men,Tennis,1993
Streak,W1,Men,Tennis,1993
Home,2-Apr,Men,Tennis,1993
Away,2-Jan,Men,Tennis,1993
Neutral,1-Jan,Men,Tennis,1993
Overall,5-Aug,Men,Tennis,1994
OverallPCT,0.615,Men,Tennis,1994
Conf,0-0,Men,Tennis,1994
ConfPCT,0,Men,Tennis,1994
Streak,W1,Men,Tennis,1994
Home,Apr-00,Men,Tennis,1994
Away,2-Jan,Men,Tennis,1994
Neutral,3-Mar,Men,Tennis,1994
Overall,12-May,Men,Tennis,1995
OverallPCT,0.294,Men,Tennis,1995
Conf,0-0,Men,Tennis,1995
ConfPCT,0,Men,Tennis,1995
Streak,L5,Men,Tennis,1995
Home,4-Feb,Men,Tennis,1995
Away,4-Feb,Men,Tennis,1995
Neutral,4-Jan,Men,Tennis,1995
Overall,13-6,Men,Tennis,1996
OverallPCT,0.684,Men,Tennis,1996
Conf,0-0,Men,Tennis,1996
ConfPCT,0,Men,Tennis,1996
Streak,L1,Men,Tennis,1996
Home,2-Jun,Men,Tennis,1996
Away,1-Mar,Men,Tennis,1996
Neutral,3-Apr,Men,Tennis,1996
Overall,13-7,Men,Tennis,1997
OverallPCT,0.65,Men,Tennis,1997
Conf,0-0,Men,Tennis,1997
ConfPCT,0,Men,Tennis,1997
Streak,L1,Men,Tennis,1997
Home,1-Apr,Men,Tennis,1997
Away,3-May,Men,Tennis,1997
Neutral,3-Apr,Men,Tennis,1997
Overall,15-6,Men,Tennis,1998
OverallPCT,0.714,Men,Tennis,1998
Conf,1-Feb,Men,Tennis,1998
ConfPCT,0.667,Men,Tennis,1998
Streak,L1,Men,Tennis,1998
Home,1-Jun,Men,Tennis,1998
Away,2-Mar,Men,Tennis,1998
Neutral,3-Jun,Men,Tennis,1998
Overall,Feb-00,Men,Tennis,1999
PCT,1,Men,Tennis,1999
Conf,0-0,Men,Tennis,1999
PCT,0,Men,Tennis,1999
Streak,W2,Men,Tennis,1999
Home,Jan-00,Men,Tennis,1999
Away,0-0,Men,Tennis,1999
Neutral,Jan-00,Men,Tennis,1999
Overall,6-Nov,Men,Tennis,2000
OverallPCT,0.647,Men,Tennis,2000
Conf,Mar-00,Men,Tennis,2000
ConfPCT,1,Men,Tennis,2000
Streak,L1,Men,Tennis,2000
Home,1-Jan,Men,Tennis,2000
Away,2-Mar,Men,Tennis,2000
Neutral,3-Jul,Men,Tennis,2000
Overall,14-11,Men,Tennis,2001
OverallPCT,0.56,Men,Tennis,2001
Conf,Mar-00,Men,Tennis,2001
ConfPCT,1,Men,Tennis,2001
Streak,W7,Men,Tennis,2001
Home,3-Apr,Men,Tennis,2001
Away,3-Mar,Men,Tennis,2001
Neutral,5-Jul,Men,Tennis,2001
Overall,13-Nov,Men,Tennis,2002
OverallPCT,0.458,Men,Tennis,2002
Conf,Apr-00,Men,Tennis,2002
ConfPCT,1,Men,Tennis,2002
Streak,W1,Men,Tennis,2002
Home,2-Feb,Men,Tennis,2002
Away,7-Feb,Men,Tennis,2002
Neutral,4-Jul,Men,Tennis,2002
Overall,23-5,Men,Tennis,2003
OverallPCT,0.821,Men,Tennis,2003
Conf,Apr-00,Men,Tennis,2003
ConfPCT,1,Men,Tennis,2003
Streak,W10,Men,Tennis,2003
Home,3-Sep,Men,Tennis,2003
Away,1-May,Men,Tennis,2003
Neutral,1-Sep,Men,Tennis,2003
Overall,20-6,Men,Tennis,2004
OverallPCT,0.769,Men,Tennis,2004
Conf,Apr-00,Men,Tennis,2004
ConfPCT,1,Men,Tennis,2004
Streak,W4,Men,Tennis,2004
Home,1-Oct,Men,Tennis,2004
Away,2-Apr,Men,Tennis,2004
Neutral,3-Jun,Men,Tennis,2004
Overall,25-4,Men,Tennis,2005
OverallPCT,0.862,Men,Tennis,2005
Conf,Apr-00,Men,Tennis,2005
ConfPCT,1,Men,Tennis,2005
Streak,W12,Men,Tennis,2005
Home,Aug-00,Men,Tennis,2005
Away,2-May,Men,Tennis,2005
Neutral,2-Dec,Men,Tennis,2005
Overall,19-8,Men,Tennis,2006
OverallPCT,0.704,Men,Tennis,2006
Conf,Mar-00,Men,Tennis,2006
ConfPCT,1,Men,Tennis,2006
Streak,L1,Men,Tennis,2006
Home,Jul-00,Men,Tennis,2006
Away,3-Apr,Men,Tennis,2006
Neutral,5-Aug,Men,Tennis,2006
Overall,20-7,Men,Tennis,2007
OverallPCT,0.741,Men,Tennis,2007
Conf,Apr-00,Men,Tennis,2007
ConfPCT,1,Men,Tennis,2007
Streak,L1,Men,Tennis,2007
Home,2-Jun,Men,Tennis,2007
Away,3-May,Men,Tennis,2007
Neutral,2-Sep,Men,Tennis,2007
Overall,18-10,Men,Tennis,2008
OverallPCT,0.643,Men,Tennis,2008
Conf,Apr-00,Men,Tennis,2008
ConfPCT,1,Men,Tennis,2008
Streak,L1,Men,Tennis,2008
Home,1-Jun,Men,Tennis,2008
Away,4-Apr,Men,Tennis,2008
Neutral,5-Aug,Men,Tennis,2008
Overall,22-6,Men,Tennis,2009
OverallPCT,0.786,Men,Tennis,2009
Conf,Apr-00,Men,Tennis,2009
ConfPCT,1,Men,Tennis,2009
Streak,L1,Men,Tennis,2009
Home,Mar-00,Men,Tennis,2009
Away,3-Sep,Men,Tennis,2009
Neutral,3-Oct,Men,Tennis,2009
Overall,23-8,Men,Tennis,2010
OverallPCT,0.742,Men,Tennis,2010
Conf,Apr-00,Men,Tennis,2010
ConfPCT,1,Men,Tennis,2010
Streak,L1,Men,Tennis,2010
Home,15-1,Men,Tennis,2010
Away,2-Feb,Men,Tennis,2010
Neutral,5-Jun,Men,Tennis,2010
Overall,24-7,Men,Tennis,2011
OverallPCT,0.774,Men,Tennis,2011
Conf,Apr-00,Men,Tennis,2011
ConfPCT,1,Men,Tennis,2011
Streak,L1,Men,Tennis,2011
Home,1-May,Men,Tennis,2011
Away,2-Jul,Men,Tennis,2011
Neutral,4-Dec,Men,Tennis,2011
Overall,22-12,Men,Tennis,2012
OverallPCT,0.647,Men,Tennis,2012
Conf,Apr-00,Men,Tennis,2012
ConfPCT,1,Men,Tennis,2012
Streak,L1,Men,Tennis,2012
Home,3-Oct,Men,Tennis,2012
Away,2-Feb,Men,Tennis,2012
Neutral,7-Oct,Men,Tennis,2012
Overall,32-6,Men,Tennis,2013
OverallPCT,0.842,Men,Tennis,2013
Conf,Apr-00,Men,Tennis,2013
ConfPCT,1,Men,Tennis,2013
Streak,L1,Men,Tennis,2013
Home,3-Aug,Men,Tennis,2013
Away,2-May,Men,Tennis,2013
Neutral,19-1,Men,Tennis,2013
Overall,28-11,Men,Tennis,2014
OverallPCT,0.718,Men,Tennis,2014
Conf,Sep-00,Men,Tennis,2014
ConfPCT,1,Men,Tennis,2014
Streak,L1,Men,Tennis,2014
Home,2-Sep,Men,Tennis,2014
Away,3-Jun,Men,Tennis,2014
Neutral,13-6,Men,Tennis,2014
Overall,30-6,Men,Tennis,2015
OverallPCT,0.833,Men,Tennis,2015
Conf,Sep-00,Men,Tennis,2015
ConfPCT,1,Men,Tennis,2015
Streak,L1,Men,Tennis,2015
Home,2-Dec,Men,Tennis,2015
Away,2-May,Men,Tennis,2015
Neutral,13-2,Men,Tennis,2015
Overall,18-10,Men,Tennis,2016
OverallPCT,0.643,Men,Tennis,2016
Conf,Aug-00,Men,Tennis,2016
ConfPCT,1,Men,Tennis,2016
Streak,L1,Men,Tennis,2016
Home,Jul-00,Men,Tennis,2016
Away,4-May,Men,Tennis,2016
Neutral,6-Jun,Men,Tennis,2016
Overall,23-5,Men,Tennis,2017
OverallPCT,0.821,Men,Tennis,2017
Conf,Aug-00,Men,Tennis,2017
ConfPCT,1,Men,Tennis,2017
Streak,L1,Men,Tennis,2017
Home,Nov-00,Men,Tennis,2017
Away,2-Mar,Men,Tennis,2017
Neutral,3-Sep,Men,Tennis,2017
Overall,26-5,Men,Tennis,2018
OverallPCT,0.839,Men,Tennis,2018
Conf,Aug-00,Men,Tennis,2018
ConfPCT,1,Men,Tennis,2018
Streak,L1,Men,Tennis,2018
Home,Nov-00,Men,Tennis,2018
Away,2-May,Men,Tennis,2018
Neutral,3-Oct,Men,Tennis,2018
Overall,2-Aug,Men,Tennis,2019
OverallPCT,0.8,Men,Tennis,2019
Conf,0-0,Men,Tennis,2019
ConfPCT,0,Men,Tennis,2019
Streak,W3,Men,Tennis,2019
Home,Apr-00,Men,Tennis,2019
Away,0-2,Men,Tennis,2019
Neutral,Apr-00,Men,Tennis,2019
Overall,1-Sep,Men,Tennis,2020
OverallPCT,0.9,Men,Tennis,2020
Conf,Aug-00,Men,Tennis,2020
ConfPCT,1,Men,Tennis,2020
Streak,L1,Men,Tennis,2020
Home,May-00,Men,Tennis,2020
Away,Mar-00,Men,Tennis,2020
Neutral,1-Jan,Men,Tennis,2020
Overall,14-12,Men,Tennis,2021
OverallPCT,0.538,Men,Tennis,2021
Conf,Jun-00,Men,Tennis,2021
ConfPCT,1,Men,Tennis,2021
Streak,L1,Men,Tennis,2021
Home,Aug-00,Men,Tennis,2021
Away,5-Feb,Men,Tennis,2021
Neutral,7-Apr,Men,Tennis,2021
Overall,18-8,Men,Tennis,2022
OverallPCT,0.692,Men,Tennis,2022
Conf,Jun-00,Men,Tennis,2022
ConfPCT,1,Men,Tennis,2022
Streak,L1,Men,Tennis,2022
Home,May-00,Men,Tennis,2022
Away,5-Jun,Men,Tennis,2022
Neutral,3-Jul,Men,Tennis,2022
Overall,25-4,Men,Tennis,2023
OverallPCT,0.862,Men,Tennis,2023
Conf,Jun-00,Men,Tennis,2023
ConfPCT,1,Men,Tennis,2023
Streak,L1,Men,Tennis,2023
Home,Sep-00,Men,Tennis,2023
Away,2-Apr,Men,Tennis,2023
Neutral,2-Dec,Men,Tennis,2023
Overall,Feb-00,Men,Tennis,2024
OverallPCT,1,Men,Tennis,2024
Conf,0-0,Men,Tennis,2024
ConfPCT,0,Men,Tennis,2024
Streak,W2,Men,Tennis,2024
Home,Jan-00,Men,Tennis,2024
Away,0-0,Men,Tennis,2024
Neutral,Jan-00,Men,Tennis,2024
Overall,0-7,Women,Basketball,1976
OverallPCT,0,Women,Basketball,1976
Conf,0-0,Women,Basketball,1976
ConfPCT,0,Women,Basketball,1976
Streak,L7,Women,Basketball,1976
Home,0-4,Women,Basketball,1976
Away,0-3,Women,Basketball,1976
Neutral,0-0,Women,Basketball,1976
Overall,10-May,Women,Basketball,1977
OverallPCT,0.333,Women,Basketball,1977
Conf,Apr-00,Women,Basketball,1977
ConfPCT,1,Women,Basketball,1977
Streak,L2,Women,Basketball,1977
Home,5-Feb,Women,Basketball,1977
Away,5-Mar,Women,Basketball,1977
Neutral,0-0,Women,Basketball,1977
Overall,10-Sep,Women,Basketball,1978
OverallPCT,0.474,Women,Basketball,1978
Conf,2-Aug,Women,Basketball,1978
ConfPCT,0.8,Women,Basketball,1978
Streak,W4,Women,Basketball,1978
Home,2-Mar,Women,Basketball,1978
Away,6-Mar,Women,Basketball,1978
Neutral,2-Mar,Women,Basketball,1978
Overall,12-Sep,Women,Basketball,1979
OverallPCT,0.429,Women,Basketball,1979
Conf,5-May,Women,Basketball,1979
ConfPCT,0.5,Women,Basketball,1979
Streak,L2,Women,Basketball,1979
Home,6-May,Women,Basketball,1979
Away,6-Feb,Women,Basketball,1979
Neutral,Feb-00,Women,Basketball,1979
Overall,20-Jan,Women,Basketball,1980
OverallPCT,0.048,Women,Basketball,1980
Conf,0-9,Women,Basketball,1980
ConfPCT,0,Women,Basketball,1980
Streak,W1,Women,Basketball,1980
Home,8-Jan,Women,Basketball,1980
Away,0-11,Women,Basketball,1980
Neutral,0-1,Women,Basketball,1980
Overall,13-Mar,Women,Basketball,1981
OverallPCT,0.188,Women,Basketball,1981
Conf,6-Mar,Women,Basketball,1981
ConfPCT,0.333,Women,Basketball,1981
Streak,W1,Women,Basketball,1981
Home,9-Feb,Women,Basketball,1981
Away,4-Jan,Women,Basketball,1981
Neutral,0-0,Women,Basketball,1981
Overall,12-May,Women,Basketball,1982
OverallPCT,0.294,Women,Basketball,1982
Conf,9-Mar,Women,Basketball,1982
ConfPCT,0.25,Women,Basketball,1982
Streak,L1,Women,Basketball,1982
Home,5-Mar,Women,Basketball,1982
Away,7-Feb,Women,Basketball,1982
Neutral,0-0,Women,Basketball,1982
Overall,17-Apr,Women,Basketball,1983
OverallPCT,0.19,Women,Basketball,1983
Conf,9-Jan,Women,Basketball,1983
ConfPCT,0.1,Women,Basketball,1983
Streak,L2,Women,Basketball,1983
Home,4-Apr,Women,Basketball,1983
Away,0-12,Women,Basketball,1983
Neutral,0-1,Women,Basketball,1983
Overall,12-Oct,Women,Basketball,1984
OverallPCT,0.455,Women,Basketball,1984
Conf,6-Apr,Women,Basketball,1984
ConfPCT,0.4,Women,Basketball,1984
Streak,W1,Women,Basketball,1984
Home,3-Jul,Women,Basketball,1984
Away,9-Mar,Women,Basketball,1984
Neutral,0-0,Women,Basketball,1984
Overall,15-Jun,Women,Basketball,1985
OverallPCT,0.286,Women,Basketball,1985
Conf,8-Feb,Women,Basketball,1985
ConfPCT,0.2,Women,Basketball,1985
Streak,W1,Women,Basketball,1985
Home,7-Apr,Women,Basketball,1985
Away,7-Feb,Women,Basketball,1985
Neutral,0-1,Women,Basketball,1985
Overall,13-Jul,Women,Basketball,1986
OverallPCT,0.35,Women,Basketball,1986
Conf,7-Mar,Women,Basketball,1986
ConfPCT,0.3,Women,Basketball,1986
Streak,W3,Women,Basketball,1986
Home,6-May,Women,Basketball,1986
Away,7-Feb,Women,Basketball,1986
Neutral,0-0,Women,Basketball,1986
Overall,17-May,Women,Basketball,1987
OverallPCT,0.227,Women,Basketball,1987
Conf,8-Feb,Women,Basketball,1987
ConfPCT,0.2,Women,Basketball,1987
Streak,W1,Women,Basketball,1987
Home,6-Apr,Women,Basketball,1987
Away,9-Jan,Women,Basketball,1987
Neutral,0-2,Women,Basketball,1987
Overall,14-8,Women,Basketball,1988
OverallPCT,0.636,Women,Basketball,1988
Conf,6-Apr,Women,Basketball,1988
ConfPCT,0.4,Women,Basketball,1988
Streak,W3,Women,Basketball,1988
Home,3-Oct,Women,Basketball,1988
Away,5-Apr,Women,Basketball,1988
Neutral,0-0,Women,Basketball,1988
Overall,16-7,Women,Basketball,1989
OverallPCT,0.696,Women,Basketball,1989
Conf,2-Aug,Women,Basketball,1989
ConfPCT,0.8,Women,Basketball,1989
Streak,L1,Women,Basketball,1989
Home,2-Sep,Women,Basketball,1989
Away,5-Jun,Women,Basketball,1989
Neutral,Jan-00,Women,Basketball,1989
Overall,20-4,Women,Basketball,1990
OverallPCT,0.833,Women,Basketball,1990
Conf,1-Sep,Women,Basketball,1990
ConfPCT,0.9,Women,Basketball,1990
Streak,W12,Women,Basketball,1990
Home,13-1,Women,Basketball,1990
Away,3-Jul,Women,Basketball,1990
Neutral,0-0,Women,Basketball,1990
Overall,11-Dec,Women,Basketball,1991
OverallPCT,0.522,Women,Basketball,1991
Conf,3-Jul,Women,Basketball,1991
ConfPCT,0.7,Women,Basketball,1991
Streak,L3,Women,Basketball,1991
Home,2-Sep,Women,Basketball,1991
Away,8-Mar,Women,Basketball,1991
Neutral,0-1,Women,Basketball,1991
Overall,13-11,Women,Basketball,1992
OverallPCT,0.542,Women,Basketball,1992
Conf,4-Oct,Women,Basketball,1992
ConfPCT,0.714,Women,Basketball,1992
Streak,L2,Women,Basketball,1992
Home,1-Sep,Women,Basketball,1992
Away,10-Apr,Women,Basketball,1992
Neutral,0-0,Women,Basketball,1992
Overall,14-Aug,Women,Basketball,1993
OverallPCT,0.364,Women,Basketball,1993
Conf,8-Jun,Women,Basketball,1993
ConfPCT,0.429,Women,Basketball,1993
Streak,L1,Women,Basketball,1993
Home,8-Mar,Women,Basketball,1993
Away,6-May,Women,Basketball,1993
Neutral,0-0,Women,Basketball,1993
Overall,16-May,Women,Basketball,1994
OverallPCT,0.238,Women,Basketball,1994
Conf,11-Mar,Women,Basketball,1994
ConfPCT,0.214,Women,Basketball,1994
Streak,W1,Women,Basketball,1994
Home,6-Mar,Women,Basketball,1994
Away,8-Feb,Women,Basketball,1994
Neutral,0-2,Women,Basketball,1994
Overall,18-Apr,Women,Basketball,1995
OverallPCT,0.182,Women,Basketball,1995
Conf,11-Mar,Women,Basketball,1995
ConfPCT,0.214,Women,Basketball,1995
Streak,L1,Women,Basketball,1995
Home,9-Mar,Women,Basketball,1995
Away,8-Jan,Women,Basketball,1995
Neutral,0-1,Women,Basketball,1995
Overall,21-Jan,Women,Basketball,1996
OverallPCT,0.045,Women,Basketball,1996
Conf,13-Jan,Women,Basketball,1996
ConfPCT,0.071,Women,Basketball,1996
Streak,L1,Women,Basketball,1996
Home,11-Jan,Women,Basketball,1996
Away,0-10,Women,Basketball,1996
Neutral,0-0,Women,Basketball,1996
Overall,17-May,Women,Basketball,1997
OverallPCT,0.227,Women,Basketball,1997
Conf,12-Jan,Women,Basketball,1997
ConfPCT,0.077,Women,Basketball,1997
Streak,L11,Women,Basketball,1997
Home,7-Apr,Women,Basketball,1997
Away,10-Jan,Women,Basketball,1997
Neutral,0-0,Women,Basketball,1997
Overall,0-21,Women,Basketball,1998
OverallPCT,0,Women,Basketball,1998
Conf,0-16,Women,Basketball,1998
ConfPCT,0,Women,Basketball,1998
Streak,L21,Women,Basketball,1998
Home,0-10,Women,Basketball,1998
Away,0-11,Women,Basketball,1998
Neutral,0-0,Women,Basketball,1998
Overall,13-7,Women,Basketball,1999
PCT,0.65,Women,Basketball,1999
Conf,4-Jul,Women,Basketball,1999
PCT,0.636,Women,Basketball,1999
Streak,W2,Women,Basketball,1999
Home,2-Sep,Women,Basketball,1999
Away,5-Apr,Women,Basketball,1999
Neutral,0-0,Women,Basketball,1999
Overall,20-Feb,Women,Basketball,2000
OverallPCT,0.091,Women,Basketball,2000
Conf,15-Jan,Women,Basketball,2000
ConfPCT,0.062,Women,Basketball,2000
Streak,L16,Women,Basketball,2000
Home,10-Feb,Women,Basketball,2000
Away,0-10,Women,Basketball,2000
Neutral,0-0,Women,Basketball,2000
Overall,0-20,Women,Basketball,2001
OverallPCT,0,Women,Basketball,2001
Conf,0-16,Women,Basketball,2001
ConfPCT,0,Women,Basketball,2001
Streak,L20,Women,Basketball,2001
Home,0-9,Women,Basketball,2001
Away,0-11,Women,Basketball,2001
Neutral,0-0,Women,Basketball,2001
Overall,11-Oct,Women,Basketball,2002
OverallPCT,0.476,Women,Basketball,2002
Conf,11-May,Women,Basketball,2002
ConfPCT,0.312,Women,Basketball,2002
Streak,W1,Women,Basketball,2002
Home,4-Aug,Women,Basketball,2002
Away,7-Feb,Women,Basketball,2002
Neutral,0-0,Women,Basketball,2002
Overall,16-8,Women,Basketball,2003
OverallPCT,0.667,Women,Basketball,2003
Conf,6-Oct,Women,Basketball,2003
ConfPCT,0.625,Women,Basketball,2003
Streak,L1,Women,Basketball,2003
Home,4-Jul,Women,Basketball,2003
Away,4-Aug,Women,Basketball,2003
Neutral,Jan-00,Women,Basketball,2003
Overall,17-Jun,Women,Basketball,2004
OverallPCT,0.261,Women,Basketball,2004
Conf,12-Apr,Women,Basketball,2004
ConfPCT,0.25,Women,Basketball,2004
Streak,L1,Women,Basketball,2004
Home,5-Mar,Women,Basketball,2004
Away,12-Feb,Women,Basketball,2004
Neutral,Jan-00,Women,Basketball,2004
Overall,14-Sep,Women,Basketball,2005
OverallPCT,0.391,Women,Basketball,2005
Conf,11-May,Women,Basketball,2005
ConfPCT,0.312,Women,Basketball,2005
Streak,L1,Women,Basketball,2005
Home,5-Jul,Women,Basketball,2005
Away,8-Feb,Women,Basketball,2005
Neutral,0-1,Women,Basketball,2005
Overall,14-Sep,Women,Basketball,2006
OverallPCT,0.391,Women,Basketball,2006
Conf,11-May,Women,Basketball,2006
ConfPCT,0.312,Women,Basketball,2006
Streak,W2,Women,Basketball,2006
Home,6-Jun,Women,Basketball,2006
Away,8-Mar,Women,Basketball,2006
Neutral,0-0,Women,Basketball,2006
Overall,14-Sep,Women,Basketball,2007
OverallPCT,0.391,Women,Basketball,2007
Conf,9-Jul,Women,Basketball,2007
ConfPCT,0.438,Women,Basketball,2007
Streak,L1,Women,Basketball,2007
Home,4-Jun,Women,Basketball,2007
Away,8-Mar,Women,Basketball,2007
Neutral,0-2,Women,Basketball,2007
Overall,19-Apr,Women,Basketball,2008
OverallPCT,0.174,Women,Basketball,2008
Conf,13-Mar,Women,Basketball,2008
ConfPCT,0.188,Women,Basketball,2008
Streak,L1,Women,Basketball,2008
Home,9-Feb,Women,Basketball,2008
Away,8-Feb,Women,Basketball,2008
Neutral,0-2,Women,Basketball,2008
Overall,18-May,Women,Basketball,2009
OverallPCT,0.217,Women,Basketball,2009
Conf,13-Mar,Women,Basketball,2009
ConfPCT,0.188,Women,Basketball,2009
Streak,L3,Women,Basketball,2009
Home,7-Apr,Women,Basketball,2009
Away,11-Jan,Women,Basketball,2009
Neutral,0-0,Women,Basketball,2009
Overall,13-Sep,Women,Basketball,2010
OverallPCT,0.409,Women,Basketball,2010
Conf,10-Aug,Women,Basketball,2010
ConfPCT,0.444,Women,Basketball,2010
Streak,L1,Women,Basketball,2010
Home,5-May,Women,Basketball,2010
Away,7-Mar,Women,Basketball,2010
Neutral,1-Jan,Women,Basketball,2010
Overall,11-Dec,Women,Basketball,2011
OverallPCT,0.522,Women,Basketball,2011
Conf,7-Nov,Women,Basketball,2011
ConfPCT,0.611,Women,Basketball,2011
Streak,W1,Women,Basketball,2011
Home,5-Jul,Women,Basketball,2011
Away,6-May,Women,Basketball,2011
Neutral,0-0,Women,Basketball,2011
Overall,12-Nov,Women,Basketball,2012
OverallPCT,0.478,Women,Basketball,2012
Conf,9-Sep,Women,Basketball,2012
ConfPCT,0.5,Women,Basketball,2012
Streak,W1,Women,Basketball,2012
Home,4-Jul,Women,Basketball,2012
Away,8-Apr,Women,Basketball,2012
Neutral,0-0,Women,Basketball,2012
Overall,20-Mar,Women,Basketball,2013
OverallPCT,0.13,Women,Basketball,2013
Conf,16-Feb,Women,Basketball,2013
ConfPCT,0.111,Women,Basketball,2013
Streak,W1,Women,Basketball,2013
Home,11-Jan,Women,Basketball,2013
Away,9-Feb,Women,Basketball,2013
Neutral,0-0,Women,Basketball,2013
Overall,13-Oct,Women,Basketball,2014
OverallPCT,0.435,Women,Basketball,2014
Conf,10-Aug,Women,Basketball,2014
ConfPCT,0.444,Women,Basketball,2014
Streak,W1,Women,Basketball,2014
Home,5-Jun,Women,Basketball,2014
Away,8-Apr,Women,Basketball,2014
Neutral,0-0,Women,Basketball,2014
Overall,15-9,Women,Basketball,2015
OverallPCT,0.625,Women,Basketball,2015
Conf,6-Dec,Women,Basketball,2015
ConfPCT,0.667,Women,Basketball,2015
Streak,L3,Women,Basketball,2015
Home,4-Jun,Women,Basketball,2015
Away,4-Aug,Women,Basketball,2015
Neutral,1-Jan,Women,Basketball,2015
Overall,14-10,Women,Basketball,2016
OverallPCT,0.583,Women,Basketball,2016
Conf,6-Dec,Women,Basketball,2016
ConfPCT,0.667,Women,Basketball,2016
Streak,L1,Women,Basketball,2016
Home,4-Aug,Women,Basketball,2016
Away,6-Jun,Women,Basketball,2016
Neutral,0-0,Women,Basketball,2016
Overall,15-Jul,Women,Basketball,2017
OverallPCT,0.318,Women,Basketball,2017
Conf,12-Apr,Women,Basketball,2017
ConfPCT,0.25,Women,Basketball,2017
Streak,L9,Women,Basketball,2017
Home,6-Jul,Women,Basketball,2017
Away,0-9,Women,Basketball,2017
Neutral,0-0,Women,Basketball,2017
Overall,16-Aug,Women,Basketball,2018
OverallPCT,0.333,Women,Basketball,2018
Conf,12-Jun,Women,Basketball,2018
ConfPCT,0.333,Women,Basketball,2018
Streak,L3,Women,Basketball,2018
