Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Hiser, Alexander",JR-3,35.50m,"116' 6""",Dick Young Classic,"Apr 22, 2023"
,"Basinger, Brayden",FR-1,35.44m,"116' 3""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Milenge, Moise",FR-1,35.23m,"115' 7""",Dick Young Classic,"Apr 22, 2023"
,"Milenge, Moise",FR-1,35.15m,"115' 4""",Dick Young Classic,"Apr 22, 2023"
,"Hiser, Alexander",JR-3,34.74m,"114' 0""",Dick Young Classic,"Apr 22, 2023"
,"Milenge, Moise",FR-1,34.64m,"113' 8""",Norse Invite,"Apr 15, 2023"
,"Basinger, Brayden",FR-1,34.60m,"113' 6""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Basinger, Brayden",FR-1,33.84m,"111' 0""",D3 Challenge,"Mar 25, 2023"
,"Snyder, James",FR-1,33.79m,"110' 10""",Norse Invite,"Apr 15, 2023"
,"Basinger, Brayden",FR-1,33.74m,"110' 8""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Milenge, Moise",FR-1,33.56m,"110' 1""",Dick Young Classic,"Apr 22, 2023"
,"Milenge, Moise",FR-1,33.55m,"110' 1""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Basinger, Brayden",FR-1,33.16m,"108' 9""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Milenge, Moise",FR-1,33.13m,"108' 8""",Norse Invite,"Apr 15, 2023"
,"Snyder, James",FR-1,32.53m,"106' 9""",Norse Invite,"Apr 15, 2023"
,"Snyder, James",FR-1,32.44m,"106' 5""",Norse Invite,"Apr 15, 2023"
,"Basinger, Brayden",FR-1,32.43m,"106' 5""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Basinger, Brayden",FR-1,32.29m,"105' 11""",D3 Challenge,"Mar 25, 2023"
,"Basinger, Brayden",FR-1,31.93m,"104' 9""",Mustang Open,"Apr 1, 2023"
,"Basinger, Brayden",FR-1,31.50m,"103' 4""",Mustang Open,"Apr 1, 2023"
,"Snyder, James",FR-1,31.07m,"101' 11""",Dick Young Classic,"Apr 22, 2023"
,"Snyder, James",FR-1,30.54m,"100' 2""",Dick Young Classic,"Apr 22, 2023"
,"Milenge, Moise",FR-1,30.15m,"98' 11""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Milenge, Moise",FR-1,29.93m,"98' 2""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Basinger, Brayden",FR-1,29.87m,"98' 0""",Mustang Open,"Apr 1, 2023"
,"Milenge, Moise",FR-1,29.80m,"97' 9""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Milenge, Moise",FR-1,29.77m,"97' 8""",D3 Challenge,"Mar 25, 2023"
,"Basinger, Brayden",FR-1,29.53m,"96' 10""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Snyder, James",FR-1,29.36m,"96' 4""",Dick Young Classic,"Apr 22, 2023"
,"Nair, Aditya",SO-2,29.30m,"96' 1""",Rittgers Invitational,"Apr 7, 2023"
,"Nair, Aditya",SO-2,29.29m,"96' 1""",Rittgers Invitational,"Apr 7, 2023"
,"Nair, Aditya",SO-2,28.92m,"94' 10""",Rittgers Invitational,"Apr 7, 2023"
,"Milenge, Moise",FR-1,28.81m,"94' 6""",D3 Challenge,"Mar 25, 2023"
,"Milenge, Moise",FR-1,28.69m,"94' 1""",Dick Young Classic,"Apr 22, 2023"
,"Basinger, Brayden",FR-1,28.44m,"93' 4""",D3 Challenge,"Mar 25, 2023"
,"Milenge, Moise",FR-1,27.65m,"90' 8""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Nair, Aditya",SO-2,27.53m,"90' 4""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Snyder, James",FR-1,27.30m,"89' 7""",Rittgers Invitational,"Apr 7, 2023"
,"Nair, Aditya",SO-2,27.00m,"88' 7""",Dick Young Classic,"Apr 22, 2023"
,"Nair, Aditya",SO-2,26.88m,"88' 2""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Nair, Aditya",SO-2,26.77m,"87' 10""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Nair, Aditya",SO-2,26.16m,"85' 10""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Snyder, James",FR-1,25.58m,"83' 11""",Rittgers Invitational,"Apr 7, 2023"
,"Hiser, Alexander",JR-3,25.05m,"82' 2""",Dick Young Classic,"Apr 22, 2023"
,"Nair, Aditya",SO-2,24.96m,"81' 11""",Dick Young Classic,"Apr 22, 2023"
,"Nair, Aditya",SO-2,23.74m,"77' 11""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Milenge, Moise",FR-1,20.34m,"66' 9""",Dick Young Classic,"Apr 22, 2023"
