Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Archery Men's Team Expenses,Archery Women's Team Expenses,Archery Coed Team Expenses,Archery Total Expenses,Badminton Men's Team Expenses,Badminton Women's Team Expenses,Badminton Coed Team Expenses,Badminton Total Expenses,Baseball Men's Team Expenses,Baseball Women's Team Expenses,Baseball Coed Team Expenses,Baseball Total Expenses,Basketball Men's Team Expenses,Basketball Women's Team Expenses,Basketball Coed Team Expenses,Basketball Total Expenses,Beach Volleyball Men's Team Expenses,Beach Volleyball Women's Team Expenses,Beach Volleyball Coed Team Expenses Expenses,Beach Volleyball Total Expenses,Bowling Men's Team Expenses,Bowling Women's Team Expenses,Bowling Coed Team Expenses,Bowling Total Expenses,All Track Combined Men's Team Expenses,All Track Combined Women's Team Expenses,All Track Combined Coed Team Expenses,All Track Combined Total Expenses,Diving Men's Team Expenses,Diving Women's Team Expenses,Diving Coed Team Expenses,Diving Total Expenses,Equestrian Men's Team Expenses,Equestrian Women's Team Expenses,Equestrian Coed Team Expenses,Equestrian Total Expenses,Fencing Men's Team Expenses,Fencing Women's Team Expenses,Fencing Coed Team Expenses,Fencing Total Expenses,Field Hockey Men's Team Expenses,Field Hockey Women's Team Expenses,Field Hockey Coed Team Expenses,Field Hockey Total Expenses,Football Men's Team Expenses,Football Women's Team Expenses,Football Coed Team Expenses,Football Total Expenses,Golf Men's Team Expenses,Golf Women's Team Expenses,Golf Coed Team Expenses,Golf Total Expenses,Gymnastics Men's Team Expenses,Gymnastics Women's Team Expenses,Gymnastics Coed Team Expenses,Gymnastics Total Expenses,Ice Hockey Men's Team Expenses,Ice Hockey Women's Team Expenses,Ice Hockey Coed Team Expenses,Ice Hockey Total Expenses,Lacrosse Men's Team Expenses,Lacrosse Women's Team Expenses,Lacrosse Coed Team Expenses,Lacrosse Total Expenses,Rifle Men's Team Expenses,Rifle Women's Team Expenses,Rifle Coed Team Expenses,Rifle Total Expenses,Rodeo Men's Team Expenses,Rodeo Women's Team Expenses,Rodeo Coed Team Expenses,Rodeo Total Expenses,Rowing Men's Team Expenses,Rowing Women's Team Expenses,Rowing Coed Team Expenses,Rowing Total Expenses,Sailing Men's Team Expenses,Sailing Women's Team Expenses,Sailing Coed Team Expenses,Sailing Total Expenses,Skiing Men's Team Expenses,Skiing Women's Team Expenses,Skiing Coed Team Expenses,Skiing Total Expenses,Soccer Men's Team Expenses,Soccer Women's Team Expenses,Soccer Coed Team Expenses,Soccer Total Expenses,Softball Men's Team Expenses,Softball Women's Team Expenses,Softball Coed Team Expenses,Softball Total Expenses,Squash Men's Team Expenses,Squash Women's Team Expenses,Squash Coed Team Expenses,Squash Total Expenses,Swimming and Diving Men's Team Expenses,Swimming and Diving Women's Team Expenses,Swimming and Diving Coed Team Expenses,Swimming and Diving Total Expenses,Swimming Men's Team Expenses,Swimming Women's Team Expenses,Swimming Coed Team Expenses,Swimming Total Expenses,Synchronized Swimming Men's Team Expenses,Synchronized Swimming Women's Team Expenses,Synchronized Swimming Coed Team Expenses,Synchronized Swimming Total Expenses,Table Tennis Men's Team Expenses,Table Tennis Women's Team Expenses,Table Tennis Coed Team Expenses,Table Tennis Total Expenses,Team Handball Men's Team Expenses,Team Handball Women's Team Expenses,Team Handball Coed Team Expenses,Team Handball Total Expenses,Tennis Men's Team Expenses,Tennis Women's Team Expenses,Tennis Coed Team Expenses,Tennis Total Expenses,Track and Field Indoor Men's Team Expenses,Track and Field Indoor Women's Team Expenses,Track and Field Indoor Coed Team Expenses,Track and Field Indoor Total Expenses,Track and Field Outdoor Men's Team Expenses,Track and Field Outdoor Women's Team Expenses,Track and Field Outdoor Coed Team Expenses,Track and Field Outdoor Total Expenses,Track and Field X Country Men's Team Expenses,Track and Field X Country Women's Team Expenses,Track and Field X Country Coed Team Expenses,Track and Field X Country Total Expenses,Volleyball Men's Team Expenses,Volleyball Women's Team Expenses,Volleyball Coed Team Expenses,Volleyball Total Expenses,Water Polo Men's Team Expenses,Water Polo Women's Team Expenses,Water Polo Coed Team Expenses,Water Polo Total Expenses,Weight Lifting Men's Team Expenses,Weight Lifting Women's Team Expenses,Weight Lifting Coed Team Expenses,Weight Lifting Total Expenses,Wrestling Men's Team Expenses,Wrestling Women's Team Expenses,Wrestling Coed Team Expenses,Wrestling Total Expenses,Other Sports Men's Team Expenses,Other Sports Women's Team Expenses,Other Sports Coed Team Expenses,Other Sports Total Expenses,Total Men's Team Expenses,Total Women's Team Expenses,Total Coed Team Expenses,Not Allocated by Gender/Sport Expenses,Grand Total Expenses
2013,239716,00389200,Saint Norbert College,WI,NCAA Division III (with football),,1,NCAA,869,1235,2104,,,,,,,,,125928,,,125928,227497,160964,,388461,,,,,,,,,178921,170307,,349228,,,,,,,,,,,,,,,,,379759,,,379759,23446,12606,,36052,,,,,448027,231410,,679437,,,,,,,,,,,,,,,,,,,,,,,,,39821,42378,,82199,,72271,,72271,,,,,,,,,,,,,,,,,,,,,,,,,22865,42753,,65618,,,,,,,,,,,,,,36360,,36360,,,,,,,,,,,,,,,,,1446264,769049,,856106,3071419
2014,239716,00389200,Saint Norbert College,WI,NCAA Division III (with football),,1,NCAA,874,1153,2027,,,,,,,,,115260,,,115260,275317,152002,,427319,,,,,,,,,175118,176192,,351310,,,,,,,,,,,,,,,,,459592,,,459592,23283,13135,,36418,,,,,462172,225359,,687531,,,,,,,,,,,,,,,,,,,,,,,,,44346,40946,,85292,,89967,,89967,,,,,,,,,,,,,,,,,,,,,,,,,24343,60842,,85185,,,,,,,,,,,,,,44232,,44232,,,,,,,,,,,,,,,,,1579431,802675,,836218,3218324
2015,239716,00389200,Saint Norbert College,WI,NCAA Division III (with football),,1,NCAA,882,1149,2031,,,,,,,,,124343,,,124343,212906,157329,,370235,,,,,,,,,204106,197352,,401458,,,,,,,,,,,,,,,,,440309,,,440309,18637,18023,,36660,,,,,418703,205430,,624133,,,,,,,,,,,,,,,,,,,,,,,,,48099,39967,,88066,,87596,,87596,,,,,,,,,,,,,,,,,,,,,,,,,23100,38680,,61780,,,,,,,,,,,,,,43237,,43237,,,,,,,,,,,,,,,,,1490203,787614,,873837,3151654
2016,239716,00389200,Saint Norbert College,WI,NCAA Division III with football,,1,NCAA,881,1167,2048,,,,,,,,,149991,,,149991,242492,199153,,441645,,,,,,,,,223487,222869,,446356,,,,,,,,,,,,,,,,,551571,,,551571,27142,22422,,49564,,,,,487722,184860,,672582,,,,,,,,,,,,,,,,,,,,,,,,,57813,43638,,101451,,92392,,92392,,,,,,,,,,,,,,,,,,,,,,,,,28174,62648,,90822,,,,,,,,,,,,,,53716,,53716,,,,,,,,,,,,,,,,,1768392,881698,,1364268,4014358
2017,239716,00389200,Saint Norbert College,WI,NCAA Division III with football,,1,NCAA,872,1148,2020,,,,,,,,,121425,,,121425,220945,158532,,379477,,,,,,,,,204080,192443,,396523,,,,,,,,,,,,,,,,,441290,,,441290,21315,18256,,39571,,,,,429860,202435,,632295,,,,,,,,,,,,,,,,,,,,,,,,,46630,39452,,86082,,88678,,88678,,,,,,,,,,,,,,,,,,,,,,,,,23254,42631,,65885,,,,,,,,,,,,,,43982,,43982,,,,,,,,,,,,,,,,,1508799,786409,,874240,3169448
2018,239716,00389200,Saint Norbert College,WI,NCAA Division III with football,,1,NCAA,864,1216,2080,,,,,,,,,215201,,,215201,212168,164693,,376861,,,,,,,,,185268,196357,,381625,,,,,,,,,,,,,,,,,502564,,,502564,32927,18359,,51286,,,,,482305,242180,,724485,,,,,,,,,,,,,,,,,,,,,,,,,115179,47951,,163130,,108008,,108008,,,,,133681,116255,,249936,,,,,,,,,,,,,,,,,29714,33099,,62813,,,,,,,,,,,,,,94703,,94703,,,,,,,,,,,,,,,,,1909007,1021605,,842658,3773270
2019,239716,00389200,Saint Norbert College,WI,NCAA Division III with football,,1,NCAA,819,1137,1956,,,,,,,,,168826,,,168826,276550,146512,,423062,,,,,,,,,222479,222479,,444958,,,,,,,,,,,,,,,,,659889,,,659889,33604,29740,,63344,,,,,571699,216229,,787928,,,,,,,,,,,,,,,,,,,,,,,,,60287,55766,,116053,,63529,,63529,,,,,81595,81595,,163190,,,,,,,,,,,,,,,,,20304,33252,,53556,,,,,,,,,,,,,82711,77739,,160450,,,,,,,,,,,,,,,,,2177944,926841,,772562,3877347
2020,239716,00389200,Saint Norbert College,WI,NCAA Division III with football,,1,NCAA,752,1098,1850,,,,,,,,,109487,,,109487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18467,44738,,63205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30970,,30970,,,,,,,,,,,,,,,,,,,,,,,,,13621,12640,,26261,,,,,59645,52631,,112276,,,,,,,,,,,,,,,,,,,,,,,,,201220,140979,,2133330,2475529
2021,239716,00389200,Saint Norbert College,WI,NCAA Division III with football,,1,NCAA,788,1111,1899,,,,,,,,,224271,,,224271,292026,124787,,416813,,,,,,,,,226763,226763,,453526,,,,,,,,,,,,,,,,,530666,,,530666,51351,38294,,89645,,,,,650998,297838,,948836,,,,,,,,,,,,,,,,,,,,,,,,,141596,59158,,200754,,88230,,88230,,,,,129914,125296,,255210,,,,,,,,,,,,,,,,,28274,16149,,44423,,,,,,,,,,,,,66795,97186,,163981,,,,,,,,,,,,,,,,,2342654,1073701,,740667,4157022
2022,239716,00389200,Saint Norbert College,WI,NCAA Division III with football,,1,NCAA,768,1005,1773,,,,,,,,,256855,,,256855,368240,181192,,549432,,,,,,,,,163168,273781,,436949,,,,,,,,,,,,,,,,,590675,,,590675,38469,34438,,72907,,,,,496101,296120,,792221,,,,,,,,,,,,,,,,,,,,,,,,,74228,99114,,173342,,164584,,164584,,,,,116714,91686,,208400,,,,,,,,,,,,,,,,,22429,27988,,50417,,,,,,,,,,,,,174116,128836,,302952,,,,,,,,,,,,,,,,,2300995,1297739,,388761,3987495
