Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Clawson, Ian",SO-2,36.27m,"119' 0""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Clawson, Ian",SO-2,36.24m,"118' 11""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Bean, Garret",JR-3,35.67m,"117' 0""",Cornell Invitational,"Apr 6, 2024"
,"Clawson, Ian",SO-2,35.54m,"116' 7""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Bell, Jake",FR-1,35.20m,"115' 6""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,35.05m,"115' 0""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Clawson, Ian",SO-2,35.02m,"114' 11""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bean, Garret",JR-3,34.76m,"114' 0""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,34.53m,"113' 3""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,34.29m,"112' 6""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Clawson, Ian",SO-2,33.95m,"111' 5""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Bean, Garret",JR-3,33.92m,"111' 3""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Bean, Garret",JR-3,33.74m,"110' 8""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bean, Garret",JR-3,33.49m,"109' 10""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Clawson, Ian",SO-2,33.38m,"109' 6""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Clawson, Ian",SO-2,32.70m,"107' 3""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bean, Garret",JR-3,32.39m,"106' 3""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Bean, Garret",JR-3,32.38m,"106' 3""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bean, Garret",JR-3,31.98m,"104' 11""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Bean, Garret",JR-3,31.62m,"103' 9""",Cornell Invitational,"Apr 6, 2024"
,"Bean, Garret",JR-3,31.53m,"103' 5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bean, Garret",JR-3,31.20m,"102' 4""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bean, Garret",JR-3,31.05m,"101' 10""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Chu, Travis",JR-3,30.60m,"100' 5""",Cornell Invitational,"Apr 6, 2024"
,"Clawson, Ian",SO-2,30.57m,"100' 3""",Cornell Invitational,"Apr 6, 2024"
,"Bean, Garret",JR-3,29.91m,"98' 1""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bean, Garret",JR-3,28.68m,"94' 1""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bean, Garret",JR-3,28.63m,"93' 11""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bean, Garret",JR-3,27.93m,"91' 8""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Chu, Travis",JR-3,26.99m,"88' 6""",Cornell Invitational,"Apr 6, 2024"
,"Chu, Travis",JR-3,26.90m,"88' 3""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Chu, Travis",JR-3,26.75m,"87' 9""",Cornell Invitational,"Apr 6, 2024"
,"Chu, Travis",JR-3,26.38m,"86' 6""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Bean, Garret",JR-3,26.34m,"86' 5""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Chu, Travis",JR-3,25.82m,"84' 8""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Chu, Travis",JR-3,25.17m,"82' 7""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Chu, Travis",JR-3,23.68m,"77' 8""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Chu, Travis",JR-3,23.49m,"77' 1""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Chu, Travis",JR-3,23.35m,"76' 7""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Chu, Travis",JR-3,22.20m,"72' 10""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Chu, Travis",JR-3,21.60m,"70' 10""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Chu, Travis",JR-3,20.57m,"67' 6""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Chu, Travis",JR-3,15.16m,"49' 9""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
