Year,Gender,Scores,Rank,School,Sport
2015,Men,6,6,St. Norbert College,Cross Country
2015,Men,11,1,St. Norbert College,Basketball
2015,Men,10,2,St. Norbert College,Track & Field (Indoor)
2015,Men,6,5,St. Norbert College,Tennis
2015,Men,10,2,St. Norbert College,Track & Field (Outdoor)
2015,Men,9,3,St. Norbert College,Baseball
2015,Men,83,1,St. Norbert College,Total
2015,Women,1,11,Beloit College,Volleyball
2015,Women,5.5,6,Beloit College,Soccer
2015,Women,5,7,Beloit College,Cross Country
2015,Women,3.5,8,Beloit College,Tennis
2015,Women,3.5,8,Beloit College,Basketball
2015,Women,5,7,Beloit College,Swimming & Diving
2015,Women,7,5,Beloit College,Track & Field (Indoor)
2015,Women,5,7,Beloit College,Track & Field (Outdoor)
2015,Women,4,8,Beloit College,Softball
2015,Women,39.5,10,Beloit College,Total
2015,Women,8,4,Carroll University,Volleyball
2015,Women,9.5,2,Carroll University,Soccer
2015,Women,6,6,Carroll University,Cross Country
2015,Women,8,4,Carroll University,Tennis
2015,Women,5,7,Carroll University,Basketball
2015,Women,10,2,Carroll University,Swimming & Diving
2015,Women,8,4,Carroll University,Track & Field (Indoor)
2015,Women,8,4,Carroll University,Track & Field (Outdoor)
2015,Women,9,3,Carroll University,Softball
2015,Women,81.5,1,Carroll University,Total
2015,Women,10.5,1,Cornell College,Volleyball
2015,Women,1,11,Cornell College,Soccer
2015,Women,11,1,Cornell College,Cross Country
2015,Women,7,5,Cornell College,Tennis
2015,Women,10,2,Cornell College,Basketball
2015,Women,9,3,Cornell College,Track & Field (Indoor)
2015,Women,9,3,Cornell College,Track & Field (Outdoor)
2015,Women,7.5,4,Cornell College,Softball
2015,Women,65,6,Cornell College,Total
2015,Women,2,10,Grinnell College,Volleyball
2015,Women,2.5,9,Grinnell College,Soccer
2015,Women,9,3,Grinnell College,Cross Country
2015,Women,10,1,Grinnell College,Tennis
2015,Women,9,3,Grinnell College,Basketball
2015,Women,11,1,Grinnell College,Swimming & Diving
2015,Women,4,8,Grinnell College,Track & Field (Indoor)
2015,Women,7,5,Grinnell College,Track & Field (Outdoor)
2015,Women,5,7,Grinnell College,Softball
2015,Women,70.5,3,Grinnell College,Total
2015,Women,3.5,8,Illinois College,Volleyball
2015,Women,4,8,Illinois College,Soccer
2015,Women,1,11,Illinois College,Cross Country
2015,Women,1.5,10,Illinois College,Tennis
2015,Women,6.5,5,Illinois College,Basketball
2015,Women,3,9,Illinois College,Swimming & Diving
2015,Women,6,6,Illinois College,Track & Field (Indoor)
2015,Women,4,8,Illinois College,Track & Field (Outdoor)
2015,Women,7.5,4,Illinois College,Softball
2015,Women,42,9,Illinois College,Total
2015,Women,5,7,Knox College,Volleyball
2015,Women,8,4,Knox College,Soccer
2015,Women,3,9,Knox College,Cross Country
2015,Women,3.5,8,Knox College,Tennis
2015,Women,3.5,8,Knox College,Basketball
2015,Women,4,8,Knox College,Swimming & Diving
2015,Women,2,10,Knox College,Track & Field (Indoor)
2015,Women,3,9,Knox College,Track & Field (Outdoor)
2015,Women,1,11,Knox College,Softball
2015,Women,33,11,Knox College,Total
2015,Women,6,6,Lake Forest College,Volleyball
2015,Women,11,1,Lake Forest College,Soccer
2015,Women,7,5,Lake Forest College,Cross Country
2015,Women,10,1,Lake Forest College,Tennis
2015,Women,6.5,5,Lake Forest College,Basketball
2015,Women,8,4,Lake Forest College,Swimming & Diving
2015,Women,11,1,Lake Forest College,Softball
2015,Women,67.5,5,Lake Forest College,Total
2015,Women,7,5,Lawrence University,Volleyball
2015,Women,5.5,6,Lawrence University,Soccer
2015,Women,4,8,Lawrence University,Cross Country
2015,Women,6,6,Lawrence University,Tennis
2015,Women,1,11,Lawrence University,Basketball
2015,Women,9,3,Lawrence University,Swimming & Diving
2015,Women,3,9,Lawrence University,Track & Field (Indoor)
2015,Women,2,10,Lawrence University,Track & Field (Outdoor)
2015,Women,6,6,Lawrence University,Softball
2015,Women,43.5,8,Lawrence University,Total
2015,Women,3.5,8,Monmouth College,Volleyball
2015,Women,7,5,Monmouth College,Soccer
2015,Women,8,4,Monmouth College,Cross Country
2015,Women,5,7,Monmouth College,Tennis
2015,Women,2,10,Monmouth College,Basketball
2015,Women,6,6,Monmouth College,Swimming & Diving
2015,Women,10,2,Monmouth College,Track & Field (Indoor)
2015,Women,10,2,Monmouth College,Track & Field (Outdoor)
2015,Women,10,2,Monmouth College,Softball
2015,Women,70.5,3,Monmouth College,Total
2015,Women,10.5,1,Ripon College,Volleyball
2015,Women,2.5,9,Ripon College,Soccer
2015,Women,2,10,Ripon College,Cross Country
2015,Women,1.5,10,Ripon College,Tennis
2015,Women,8,4,Ripon College,Basketball
2015,Women,7,5,Ripon College,Swimming & Diving
2015,Women,5,7,Ripon College,Track & Field (Indoor)
2015,Women,6,6,Ripon College,Track & Field (Outdoor)
2015,Women,2,10,Ripon College,Softball
2015,Women,44.5,7,Ripon College,Total
2015,Women,9,3,St. Norbert College,Volleyball
2015,Women,9.5,2,St. Norbert College,Soccer
2015,Women,10,2,St. Norbert College,Cross Country
2015,Women,10,1,St. Norbert College,Tennis
2015,Women,11,1,St. Norbert College,Basketball
2015,Women,11,1,St. Norbert College,Track & Field (Indoor)
2015,Women,11,1,St. Norbert College,Track & Field (Outdoor)
2015,Women,3,9,St. Norbert College,Softball
2015,Women,80.5,2,St. Norbert College,Total
2016,Men,3.5,6,Beloit College,Football
2016,Men,2.5,8,Beloit College,Soccer
2016,Men,4,7,Beloit College,Cross Country
2016,Men,4,8,Beloit College,Basketball
2016,Men,4,7,Beloit College,Swimming & Diving
2016,Men,6,5,Beloit College,Track & Field (Indoor)
2016,Men,6,5,Beloit College,Track & Field (Outdoor)
2016,Men,9,2,Beloit College,Baseball
2016,Men,39,8,Beloit College,Total
2016,Men,6,5,Cornell College,Football
2016,Men,4,7,Cornell College,Soccer
2016,Men,8,3,Cornell College,Cross Country
2016,Men,8.5,3,Cornell College,Basketball
2016,Men,8,3,Cornell College,Track & Field (Indoor)
2016,Men,7.5,3,Cornell College,Tennis
2016,Men,9,2,Cornell College,Track & Field (Outdoor)
2016,Men,8,3,Cornell College,Baseball
2016,Men,59,5,Cornell College,Total
2016,Men,1,10,Grinnell College,Football
2016,Men,7,4,Grinnell College,Soccer
2016,Men,10,1,Grinnell College,Cross Country
2016,Men,6,6,Grinnell College,Basketball
2016,Men,10,1,Grinnell College,Swimming & Diving
2016,Men,4,7,Grinnell College,Track & Field (Indoor)
2016,Men,10,1,Grinnell College,Tennis
2016,Men,4,7,Grinnell College,Track & Field (Outdoor)
2016,Men,7,4,Grinnell College,Baseball
2016,Men,64,3,Grinnell College,Total
2016,Men,7,4,Illinois College,Football
2016,Men,5,6,Illinois College,Soccer
2016,Men,3,9,Illinois College,Basketball
2016,Men,6,5,Illinois College,Swimming & Diving
2016,Men,7,4,Illinois College,Track & Field (Indoor)
2016,Men,4,7,Illinois College,Tennis
2016,Men,7,4,Illinois College,Track & Field (Outdoor)
2016,Men,2,9,Illinois College,Baseball
2016,Men,48,6,Illinois College,Total
2016,Men,3.5,6,Knox College,Football
2016,Men,9,2,Knox College,Soccer
2016,Men,3,8,Knox College,Cross Country
2016,Men,2,10,Knox College,Basketball
2016,Men,3,8,Knox College,Swimming & Diving
2016,Men,2,9,Knox College,Track & Field (Indoor)
2016,Men,3,8,Knox College,Tennis
2016,Men,2,9,Knox College,Track & Field (Outdoor)
2016,Men,4.5,6,Knox College,Baseball
2016,Men,38,9,Knox College,Total
2016,Men,8.5,3,Lake Forest College,Football
2016,Men,10,1,Lake Forest College,Soccer
2016,Men,6,5,Lake Forest College,Cross Country
2016,Men,8.5,3,Lake Forest College,Basketball
2016,Men,9,2,Lake Forest College,Swimming & Diving
2016,Men,9,2,Lake Forest College,Tennis
2016,Men,60,4,Lake Forest College,Total
2016,Men,3.5,6,Lawrence University,Football
2016,Men,2.5,8,Lawrence University,Soccer
2016,Men,7,4,Lawrence University,Cross Country
2016,Men,7,5,Lawrence University,Basketball
2016,Men,7,4,Lawrence University,Swimming & Diving
2016,Men,3,8,Lawrence University,Track & Field (Indoor)
2016,Men,7.5,3,Lawrence University,Tennis
2016,Men,3,8,Lawrence University,Track & Field (Outdoor)
2016,Men,3.5,8,Lawrence University,Baseball
2016,Men,44,7,Lawrence University,Total
2016,Men,11,1,Monmouth College,Football
2016,Men,6,5,Monmouth College,Soccer
2016,Men,9,2,Monmouth College,Cross Country
2016,Men,5,7,Monmouth College,Basketball
2016,Men,8,3,Monmouth College,Swimming & Diving
2016,Men,10,1,Monmouth College,Track & Field (Indoor)
2016,Men,6,5,Monmouth College,Tennis
2016,Men,10,1,Monmouth College,Track & Field (Outdoor)
2016,Men,4.5,6,Monmouth College,Baseball
2016,Men,77.5,1,Monmouth College,Total
2016,Men,3.5,6,Ripon College,Football
2016,Men,1,10,Ripon College,Soccer
2016,Men,2,9,Ripon College,Cross Country
2016,Men,9,2,Ripon College,Basketball
2016,Men,5,6,Ripon College,Swimming & Diving
2016,Men,5,6,Ripon College,Track & Field (Indoor)
2016,Men,2,9,Ripon College,Tennis
2016,Men,5,6,Ripon College,Track & Field (Outdoor)
2016,Men,5.5,5,Ripon College,Baseball
2016,Men,38,9,Ripon College,Total
2016,Men,10,2,St. Norbert College,Football
2016,Men,8,3,St. Norbert College,Soccer
2016,Men,5,6,St. Norbert College,Cross Country
2016,Men,10,1,St. Norbert College,Basketball
2016,Men,9,2,St. Norbert College,Track & Field (Indoor)
2016,Men,5,6,St. Norbert College,Tennis
2016,Men,8,3,St. Norbert College,Track & Field (Outdoor)
2016,Men,10,1,St. Norbert College,Baseball
2016,Men,75,2,St. Norbert College,Total
2016,Women,1,10,Beloit College,Volleyball
2016,Women,3,8,Beloit College,Soccer
2016,Women,5,6,Beloit College,Cross Country
2016,Women,1,10,Beloit College,Tennis
2016,Women,2.5,8,Beloit College,Basketball
2016,Women,3,8,Beloit College,Swimming & Diving
2016,Women,4,7,Beloit College,Track & Field (Indoor)
2016,Women,4,7,Beloit College,Track & Field (Outdoor)
2016,Women,2.5,8,Beloit College,Softball
2016,Women,26,10,Beloit College,Total
2016,Women,10,1,Cornell College,Volleyball
2016,Women,2,9,Cornell College,Soccer
2016,Women,9,2,Cornell College,Cross Country
2016,Women,8,3,Cornell College,Tennis
2016,Women,10,1,Cornell College,Basketball
2016,Women,8,3,Cornell College,Track & Field (Indoor)
2016,Women,8,3,Cornell College,Track & Field (Outdoor)
2016,Women,9,2,Cornell College,Softball
2016,Women,64,3,Cornell College,Total
2016,Women,8,3,Grinnell College,Volleyball
2016,Women,8.5,2,Grinnell College,Soccer
2016,Women,8,3,Grinnell College,Cross Country
2016,Women,10,1,Grinnell College,Tennis
2016,Women,7,4,Grinnell College,Basketball
2016,Women,10,1,Grinnell College,Swimming & Diving
2016,Women,6,5,Grinnell College,Track & Field (Indoor)
2016,Women,6,5,Grinnell College,Track & Field (Outdoor)
2016,Women,4,7,Grinnell College,Softball
2016,Women,77.5,2,Grinnell College,Total
2016,Women,5,6,Illinois College,Volleyball
2016,Women,5,6,Illinois College,Soccer
2016,Women,2,9,Illinois College,Cross Country
2016,Women,3,8,Illinois College,Tennis
2016,Women,5,6,Illinois College,Basketball
2016,Women,5,6,Illinois College,Swimming & Diving
2016,Women,7,4,Illinois College,Track & Field (Indoor)
2016,Women,7,4,Illinois College,Track & Field (Outdoor)
2016,Women,8,3,Illinois College,Softball
2016,Women,54,4,Illinois College,Total
2016,Women,3,8,Knox College,Volleyball
2016,Women,10,1,Knox College,Soccer
2016,Women,3,8,Knox College,Cross Country
2016,Women,5,6,Knox College,Tennis
2016,Women,6,5,Knox College,Basketball
2016,Women,6,5,Knox College,Swimming & Diving
2016,Women,2,9,Knox College,Track & Field (Indoor)
2016,Women,3,8,Knox College,Track & Field (Outdoor)
2016,Women,1,10,Knox College,Softball
2016,Women,39,8,Knox College,Total
2016,Women,4,7,Lake Forest College,Volleyball
2016,Women,8.5,2,Lake Forest College,Soccer
2016,Women,7,4,Lake Forest College,Cross Country
2016,Women,7,4,Lake Forest College,Tennis
2016,Women,4,7,Lake Forest College,Basketball
2016,Women,8,3,Lake Forest College,Swimming & Diving
2016,Women,7,4,Lake Forest College,Softball
2016,Women,53.5,5,Lake Forest College,Total
2016,Women,6.5,4,Lawrence University,Volleyball
2016,Women,1,10,Lawrence University,Soccer
2016,Women,4,7,Lawrence University,Cross Country
2016,Women,6,5,Lawrence University,Tennis
2016,Women,1,10,Lawrence University,Basketball
2016,Women,9,2,Lawrence University,Swimming & Diving
2016,Women,3,8,Lawrence University,Track & Field (Indoor)
2016,Women,2,9,Lawrence University,Track & Field (Outdoor)
2016,Women,2.5,8,Lawrence University,Softball
2016,Women,35,9,Lawrence University,Total
2016,Women,2,9,Monmouth College,Volleyball
2016,Women,4,7,Monmouth College,Soccer
2016,Women,6,5,Monmouth College,Cross Country
2016,Women,2,9,Monmouth College,Tennis
2016,Women,2.5,8,Monmouth College,Basketball
2016,Women,4,7,Monmouth College,Swimming & Diving
2016,Women,9,2,Monmouth College,Track & Field (Indoor)
2016,Women,9,2,Monmouth College,Track & Field (Outdoor)
2016,Women,6,5,Monmouth College,Softball
2016,Women,53.5,5,Monmouth College,Total
2016,Women,6.5,4,Ripon College,Volleyball
2016,Women,6.5,4,Ripon College,Soccer
2016,Women,4,7,Ripon College,Tennis
2016,Women,8.5,2,Ripon College,Basketball
2016,Women,7,4,Ripon College,Swimming & Diving
2016,Women,5,6,Ripon College,Track & Field (Indoor)
2016,Women,5,6,Ripon College,Track & Field (Outdoor)
2016,Women,5,6,Ripon College,Softball
2016,Women,47.5,7,Ripon College,Total
2016,Women,9,2,St. Norbert College,Volleyball
2016,Women,6.5,4,St. Norbert College,Soccer
2016,Women,10,1,St. Norbert College,Cross Country
2016,Women,9,2,St. Norbert College,Tennis
2016,Women,8.5,2,St. Norbert College,Basketball
2016,Women,10,1,St. Norbert College,Track & Field (Indoor)
2016,Women,10,1,St. Norbert College,Track & Field (Outdoor)
2016,Women,10,1,St. Norbert College,Softball
2016,Women,79,1,St. Norbert College,Total
2017,Men,2,9,Beloit College,Football
2017,Men,3,8,Beloit College,Soccer
2017,Men,4,7,Beloit College,Cross Country
2017,Men,2,9,Beloit College,Basketball
2017,Men,4,7,Beloit College,Swimming & Diving
2017,Men,4,7,Beloit College,Track & Field (Indoor)
2017,Men,7,4,Beloit College,Track & Field (Outdoor)
2017,Men,3.5,7,Beloit College,Baseball
2017,Men,29.5,10,Beloit College,Total
2017,Men,5,6,Cornell College,Football
2017,Men,5,6,Cornell College,Soccer
2017,Men,10,1,Cornell College,Cross Country
2017,Men,4.5,6,Cornell College,Basketball
2017,Men,7,4,Cornell College,Track & Field (Indoor)
2017,Men,4,7,Cornell College,Tennis
2017,Men,8,3,Cornell College,Track & Field (Outdoor)
2017,Men,5.5,5,Cornell College,Baseball
2017,Men,49,6,Cornell College,Total
2017,Men,1,10,Grinnell College,Football
2017,Men,7,4,Grinnell College,Soccer
2017,Men,9,2,Grinnell College,Cross Country
2017,Men,6,5,Grinnell College,Basketball
2017,Men,10,1,Grinnell College,Swimming & Diving
2017,Men,3,8,Grinnell College,Track & Field (Indoor)
2017,Men,10,1,Grinnell College,Tennis
2017,Men,1,10,Grinnell College,Track & Field (Outdoor)
2017,Men,8,3,Grinnell College,Baseball
2017,Men,55,5,Grinnell College,Total
2017,Men,8,4,Illinois College,Football
2017,Men,6,5,Illinois College,Soccer
2017,Men,1,10,Illinois College,Cross Country
2017,Men,1,10,Illinois College,Basketball
2017,Men,5,6,Illinois College,Swimming & Diving
2017,Men,9,2,Illinois College,Track & Field (Indoor)
2017,Men,5,6,Illinois College,Tennis
2017,Men,9,2,Illinois College,Track & Field (Outdoor)
2017,Men,3.5,7,Illinois College,Baseball
2017,Men,55.5,4,Illinois College,Total
2017,Men,4,7,Knox College,Football
2017,Men,9.5,1,Knox College,Soccer
2017,Men,3,8,Knox College,Cross Country
2017,Men,3,8,Knox College,Basketball
2017,Men,3,8,Knox College,Swimming & Diving
2017,Men,5,6,Knox College,Track & Field (Indoor)
2017,Men,2,9,Knox College,Tennis
2017,Men,4,7,Knox College,Track & Field (Outdoor)
2017,Men,2,9,Knox College,Baseball
2017,Men,44.5,8,Knox College,Total
2017,Men,9,3,Lake Forest College,Football
2017,Men,8,3,Lake Forest College,Soccer
2017,Men,8,3,Lake Forest College,Cross Country
2017,Men,7,4,Lake Forest College,Basketball
2017,Men,9,2,Lake Forest College,Swimming & Diving
2017,Men,1,10,Lake Forest College,Track & Field (Indoor)
2017,Men,9,2,Lake Forest College,Tennis
2017,Men,2,9,Lake Forest College,Track & Field (Outdoor)
2017,Men,63,3,Lake Forest College,Total
2017,Men,3,8,Lawrence University,Football
2017,Men,1.5,9,Lawrence University,Soccer
2017,Men,7,4,Lawrence University,Cross Country
2017,Men,4.5,6,Lawrence University,Basketball
2017,Men,7,4,Lawrence University,Swimming & Diving
2017,Men,6,5,Lawrence University,Track & Field (Indoor)
2017,Men,8,3,Lawrence University,Tennis
2017,Men,3,8,Lawrence University,Track & Field (Outdoor)
2017,Men,7,4,Lawrence University,Baseball
2017,Men,47,7,Lawrence University,Total
2017,Men,12,1,Monmouth College,Football
2017,Men,4,7,Monmouth College,Soccer
2017,Men,6,5,Monmouth College,Cross Country
2017,Men,10,1,Monmouth College,Basketball
2017,Men,6,5,Monmouth College,Swimming & Diving
2017,Men,10,1,Monmouth College,Track & Field (Indoor)
2017,Men,6.5,4,Monmouth College,Tennis
2017,Men,10,1,Monmouth College,Track & Field (Outdoor)
2017,Men,10,1,Monmouth College,Baseball
2017,Men,80.5,1,Monmouth College,Total
2017,Men,6,5,Ripon College,Football
2017,Men,1.5,9,Ripon College,Soccer
2017,Men,2,9,Ripon College,Cross Country
2017,Men,8.5,2,Ripon College,Basketball
2017,Men,8,3,Ripon College,Swimming & Diving
2017,Men,2,9,Ripon College,Track & Field (Indoor)
2017,Men,3,8,Ripon College,Tennis
2017,Men,5,6,Ripon College,Track & Field (Outdoor)
2017,Men,5.5,5,Ripon College,Baseball
2017,Men,41.5,9,Ripon College,Total
2017,Men,11,2,St. Norbert College,Football
2017,Men,9.5,1,St. Norbert College,Soccer
2017,Men,5,6,St. Norbert College,Cross Country
2017,Men,8.5,2,St. Norbert College,Basketball
2017,Men,8,3,St. Norbert College,Track & Field (Indoor)
2017,Men,6.5,4,St. Norbert College,Tennis
2017,Men,6,5,St. Norbert College,Track & Field (Outdoor)
2017,Men,9,2,St. Norbert College,Baseball
2017,Men,70.5,2,St. Norbert College,Total
2017,Women,3,8,Beloit College,Volleyball
2017,Women,3,8,Beloit College,Soccer
2017,Women,4,7,Beloit College,Cross Country
2017,Women,1,10,Beloit College,Tennis
2017,Women,2,9,Beloit College,Basketball
2017,Women,6,5,Beloit College,Swimming & Diving
2017,Women,7,4,Beloit College,Track & Field (Indoor)
2017,Women,7.5,3,Beloit College,Track & Field (Outdoor)
2017,Women,1,10,Beloit College,Softball
2017,Women,34.5,10,Beloit College,Total
2017,Women,10,1,Cornell College,Volleyball
2017,Women,4.5,6,Cornell College,Soccer
2017,Women,7,4,Cornell College,Cross Country
2017,Women,8,3,Cornell College,Tennis
2017,Women,9.5,1,Cornell College,Basketball
2017,Women,8,3,Cornell College,Track & Field (Indoor)
2017,Women,7.5,3,Cornell College,Track & Field (Outdoor)
2017,Women,6.5,4,Cornell College,Softball
2017,Women,61,4,Cornell College,Total
2017,Women,7,3,Grinnell College,Volleyball
2017,Women,7.5,3,Grinnell College,Soccer
2017,Women,9,2,Grinnell College,Cross Country
2017,Women,10,1,Grinnell College,Tennis
2017,Women,3,8,Grinnell College,Basketball
2017,Women,10,1,Grinnell College,Swimming & Diving
2017,Women,4,7,Grinnell College,Track & Field (Indoor)
2017,Women,4,7,Grinnell College,Track & Field (Outdoor)
2017,Women,8,3,Grinnell College,Softball
2017,Women,72.5,1,Grinnell College,Total
2017,Women,4.5,6,Illinois College,Volleyball
2017,Women,2,9,Illinois College,Soccer
2017,Women,2,9,Illinois College,Cross Country
2017,Women,3,8,Illinois College,Tennis
2017,Women,5,5,Illinois College,Basketball
2017,Women,5,6,Illinois College,Swimming & Diving
2017,Women,5,6,Illinois College,Track & Field (Indoor)
2017,Women,5,6,Illinois College,Track & Field (Outdoor)
2017,Women,9,2,Illinois College,Softball
2017,Women,46.5,7,Illinois College,Total
2017,Women,1.5,9,Knox College,Volleyball
2017,Women,9.5,1,Knox College,Soccer
2017,Women,3,8,Knox College,Cross Country
2017,Women,6,5,Knox College,Tennis
2017,Women,8,3,Knox College,Basketball
2017,Women,3,8,Knox College,Swimming & Diving
2017,Women,3,8,Knox College,Track & Field (Indoor)
2017,Women,3,8,Knox College,Track & Field (Outdoor)
2017,Women,2,9,Knox College,Softball
2017,Women,39,8,Knox College,Total
2017,Women,4.5,6,Lake Forest College,Volleyball
2017,Women,6,5,Lake Forest College,Soccer
2017,Women,6,5,Lake Forest College,Cross Country
2017,Women,9,2,Lake Forest College,Tennis
2017,Women,7,4,Lake Forest College,Basketball
2017,Women,9,2,Lake Forest College,Swimming & Diving
2017,Women,1,10,Lake Forest College,Track & Field (Indoor)
2017,Women,1,10,Lake Forest College,Track & Field (Outdoor)
2017,Women,10,1,Lake Forest College,Softball
2017,Women,61.5,3,Lake Forest College,Total
2017,Women,7,3,Lawrence University,Volleyball
2017,Women,1,10,Lawrence University,Soccer
2017,Women,5,6,Lawrence University,Cross Country
2017,Women,5,6,Lawrence University,Tennis
2017,Women,5,5,Lawrence University,Basketball
2017,Women,8,3,Lawrence University,Swimming & Diving
2017,Women,2,9,Lawrence University,Track & Field (Indoor)
2017,Women,2,9,Lawrence University,Track & Field (Outdoor)
2017,Women,3,8,Lawrence University,Softball
2017,Women,38,9,Lawrence University,Total
2017,Women,1.5,9,Monmouth College,Volleyball
2017,Women,7.5,3,Monmouth College,Soccer
2017,Women,8,3,Monmouth College,Cross Country
2017,Women,4,7,Monmouth College,Tennis
2017,Women,5,5,Monmouth College,Basketball
2017,Women,4,7,Monmouth College,Swimming & Diving
2017,Women,9,2,Monmouth College,Track & Field (Indoor)
2017,Women,9,2,Monmouth College,Track & Field (Outdoor)
2017,Women,5,6,Monmouth College,Softball
2017,Women,60,5,Monmouth College,Total
2017,Women,7,3,Ripon College,Volleyball
2017,Women,4.5,6,Ripon College,Soccer
2017,Women,2,9,Ripon College,Tennis
2017,Women,9.5,1,Ripon College,Basketball
2017,Women,7,4,Ripon College,Swimming & Diving
2017,Women,6,5,Ripon College,Track & Field (Indoor)
2017,Women,6,5,Ripon College,Track & Field (Outdoor)
2017,Women,6.5,4,Ripon College,Softball
2017,Women,48.5,6,Ripon College,Total
2017,Women,9,2,St. Norbert College,Volleyball
2017,Women,9.5,1,St. Norbert College,Soccer
2017,Women,10,1,St. Norbert College,Cross Country
2017,Women,7,4,St. Norbert College,Tennis
2017,Women,10,1,St. Norbert College,Track & Field (Indoor)
2017,Women,10,1,St. Norbert College,Track & Field (Outdoor)
2017,Women,4,7,St. Norbert College,Softball
2017,Women,68.5,2,St. Norbert College,Total
2018,Men,1,10,Beloit College,Football
2018,Men,3,8,Beloit College,Soccer
2018,Men,3,8,Beloit College,Cross Country
2018,Men,3,8,Beloit College,Basketball
2018,Men,3,8,Beloit College,Swimming & Diving
2018,Men,4,7,Beloit College,Track & Field (Indoor)
2018,Men,6,5,Beloit College,Track & Field (Outdoor)
2018,Men,3.5,6,Beloit College,Baseball
2018,Men,26.5,10,Beloit College,Total
2018,Men,4,7,Cornell College,Football
2018,Men,8,3,Cornell College,Soccer
2018,Men,10,1,Cornell College,Cross Country
2018,Men,2,9,Cornell College,Basketball
2018,Men,7,4,Cornell College,Track & Field (Indoor)
2018,Men,7,4,Cornell College,Tennis
2018,Men,7,4,Cornell College,Track & Field (Outdoor)
2018,Men,10,1,Cornell College,Baseball
2018,Men,55,5,Cornell College,Total
2018,Men,2,9,Grinnell College,Football
2018,Men,6,5,Grinnell College,Soccer
2018,Men,9,2,Grinnell College,Cross Country
2018,Men,9,2,Grinnell College,Basketball
2018,Men,10,1,Grinnell College,Swimming & Diving
2018,Men,5,6,Grinnell College,Track & Field (Indoor)
2018,Men,10,1,Grinnell College,Tennis
2018,Men,5,6,Grinnell College,Track & Field (Outdoor)
2018,Men,5.5,4,Grinnell College,Baseball
2018,Men,66.5,3,Grinnell College,Total
2018,Men,6,6,Illinois College,Football
2018,Men,4,7,Illinois College,Soccer
2018,Men,1,10,Illinois College,Cross Country
2018,Men,4,7,Illinois College,Basketball
2018,Men,4,6,Illinois College,Swimming & Diving
2018,Men,8,3,Illinois College,Track & Field (Indoor)
2018,Men,6,5,Illinois College,Tennis
2018,Men,8,3,Illinois College,Track & Field (Outdoor)
2018,Men,3.5,6,Illinois College,Baseball
2018,Men,51.5,6,Illinois College,Total
2018,Men,7,5,Knox College,Football
2018,Men,9,2,Knox College,Soccer
2018,Men,2,9,Knox College,Cross Country
2018,Men,1,10,Knox College,Basketball
2018,Men,2,9,Knox College,Swimming & Diving
2018,Men,3,8,Knox College,Track & Field (Indoor)
2018,Men,2,9,Knox College,Tennis
2018,Men,3,8,Knox College,Track & Field (Outdoor)
2018,Men,1.5,8,Knox College,Baseball
2018,Men,38.5,8,Knox College,Total
2018,Men,9,3,Lake Forest College,Football
2018,Men,7,4,Lake Forest College,Soccer
2018,Men,8,3,Lake Forest College,Cross Country
2018,Men,8,3,Lake Forest College,Basketball
2018,Men,9,2,Lake Forest College,Swimming & Diving
2018,Men,2,9,Lake Forest College,Track & Field (Indoor)
2018,Men,8.5,2,Lake Forest College,Tennis
2018,Men,1,10,Lake Forest College,Track & Field (Outdoor)
2018,Men,62.5,4,Lake Forest College,Total
2018,Men,3,8,Lawrence University,Football
2018,Men,2,9,Lawrence University,Soccer
2018,Men,6,5,Lawrence University,Cross Country
2018,Men,5,6,Lawrence University,Basketball
2018,Men,6,5,Lawrence University,Swimming & Diving
2018,Men,1,10,Lawrence University,Track & Field (Indoor)
2018,Men,8.5,2,Lawrence University,Tennis
2018,Men,2,9,Lawrence University,Track & Field (Outdoor)
2018,Men,1.5,8,Lawrence University,Baseball
2018,Men,35,9,Lawrence University,Total
2018,Men,11,2,Monmouth College,Football
2018,Men,5,6,Monmouth College,Soccer
2018,Men,7,4,Monmouth College,Cross Country
2018,Men,6.5,4,Monmouth College,Basketball
2018,Men,8,3,Monmouth College,Swimming & Diving
2018,Men,10,1,Monmouth College,Track & Field (Indoor)
2018,Men,4.5,6,Monmouth College,Tennis
2018,Men,10,1,Monmouth College,Track & Field (Outdoor)
2018,Men,7,3,Monmouth College,Baseball
2018,Men,75,2,Monmouth College,Total
2018,Men,8,4,Ripon College,Football
2018,Men,1,10,Ripon College,Soccer
2018,Men,4,7,Ripon College,Cross Country
2018,Men,6.5,4,Ripon College,Basketball
2018,Men,4,6,Ripon College,Swimming & Diving
2018,Men,6,5,Ripon College,Track & Field (Indoor)
2018,Men,3,8,Ripon College,Tennis
2018,Men,4,7,Ripon College,Track & Field (Outdoor)
2018,Men,9,2,Ripon College,Baseball
2018,Men,45.5,7,Ripon College,Total
2018,Men,12,1,St. Norbert College,Football
2018,Men,10,1,St. Norbert College,Soccer
2018,Men,5,6,St. Norbert College,Cross Country
2018,Men,10,1,St. Norbert College,Basketball
2018,Men,7,4,St. Norbert College,Swimming & Diving
2018,Men,9,2,St. Norbert College,Track & Field (Indoor)
2018,Men,4.5,6,St. Norbert College,Tennis
2018,Men,9,2,St. Norbert College,Track & Field (Outdoor)
2018,Men,5.5,4,St. Norbert College,Baseball
2018,Men,81,1,St. Norbert College,Total
2018,Women,3,7,Beloit College,Volleyball
2018,Women,4,6,Beloit College,Soccer
