Year,Gender,Scores,Rank,School,Sport
2009,Men,2,9,Lawrence University,Baseball
2009,Men,40,8,Lawrence University,Total
2009,Men,10,1,Monmouth College,Football
2009,Men,2,9,Monmouth College,Soccer
2009,Men,8,3,Monmouth College,Cross Country
2009,Men,2,9,Monmouth College,Basketball
2009,Men,8,3,Monmouth College,Swimming & Diving
2009,Men,10,1,Monmouth College,Track & Field (Indoor)
2009,Men,5,6,Monmouth College,Tennis
2009,Men,10,1,Monmouth College,Track & Field (Outdoor)
2009,Men,5.5,5,Monmouth College,Baseball
2009,Men,70.5,2,Monmouth College,Total
2009,Men,8,3,Ripon College,Football
2009,Men,5,6,Ripon College,Soccer
2009,Men,9,2,Ripon College,Cross Country
2009,Men,7.5,3,Ripon College,Basketball
2009,Men,4,7,Ripon College,Swimming & Diving
2009,Men,7,4,Ripon College,Track & Field (Indoor)
2009,Men,3,8,Ripon College,Tennis
2009,Men,6,5,Ripon College,Track & Field (Outdoor)
2009,Men,10,1,Ripon College,Baseball
2009,Men,64.5,5,Ripon College,Total
2009,Men,9,2,St. Norbert College,Football
2009,Men,8,3,St. Norbert College,Soccer
2009,Men,7,4,St. Norbert College,Cross Country
2009,Men,10,1,St. Norbert College,Basketball
2009,Men,9,2,St. Norbert College,Track & Field (Indoor)
2009,Men,7,4,St. Norbert College,Tennis
2009,Men,7,4,St. Norbert College,Track & Field (Outdoor)
2009,Men,8,3,St. Norbert College,Baseball
2009,Men,69,3,St. Norbert College,Total
2009,Women,9,2,Beloit College,Volleyball
2009,Women,4,7,Beloit College,Soccer
2009,Women,6,5,Beloit College,Cross Country
2009,Women,4.5,6,Beloit College,Basketball
2009,Women,5,6,Beloit College,Swimming & Diving
2009,Women,7,4,Beloit College,Track & Field (Indoor)
2009,Women,9,2,Beloit College,Tennis
2009,Women,4,7,Beloit College,Track & Field (Outdoor)
2009,Women,50,7,Beloit College,Total
2009,Women,3,7,Carroll University,Volleyball
2009,Women,10,1,Carroll University,Soccer
2009,Women,9,2,Carroll University,Cross Country
2009,Women,4.5,6,Carroll University,Basketball
2009,Women,8,3,Carroll University,Swimming & Diving
2009,Women,9,2,Carroll University,Track & Field (Indoor)
2009,Women,6,5,Carroll University,Tennis
2009,Women,9,2,Carroll University,Track & Field (Outdoor)
2009,Women,72,2,Carroll University,Total
2009,Women,7,3,Grinnell College,Volleyball
2009,Women,5.5,5,Grinnell College,Soccer
2009,Women,10,1,Grinnell College,Cross Country
2009,Women,2,9,Grinnell College,Basketball
2009,Women,10,1,Grinnell College,Swimming & Diving
2009,Women,2,9,Grinnell College,Track & Field (Indoor)
2009,Women,8,3,Grinnell College,Tennis
2009,Women,3,8,Grinnell College,Track & Field (Outdoor)
2009,Women,60,4,Grinnell College,Total
2009,Women,3,7,Illinois College,Volleyball
2009,Women,1,10,Illinois College,Soccer
2009,Women,2,9,Illinois College,Cross Country
2009,Women,6.5,4,Illinois College,Basketball
2009,Women,2,9,Illinois College,Swimming & Diving
2009,Women,4,7,Illinois College,Track & Field (Indoor)
2009,Women,2,8,Illinois College,Tennis
2009,Women,7,4,Illinois College,Track & Field (Outdoor)
2009,Women,39,8,Illinois College,Total
2009,Women,1,10,Knox College,Volleyball
2009,Women,2,9,Knox College,Soccer
2009,Women,1,10,Knox College,Cross Country
2009,Women,4,8,Knox College,Basketball
2009,Women,7,4,Knox College,Swimming & Diving
2009,Women,5,6,Knox College,Track & Field (Indoor)
2009,Women,4,7,Knox College,Tennis
2009,Women,5,6,Knox College,Track & Field (Outdoor)
2009,Women,33.5,10,Knox College,Total
2009,Women,7,3,Lake Forest College,Volleyball
2009,Women,8.5,2,Lake Forest College,Soccer
2009,Women,3,8,Lake Forest College,Cross Country
2009,Women,8,3,Lake Forest College,Basketball
2009,Women,9,2,Lake Forest College,Swimming & Diving
2009,Women,7,4,Lake Forest College,Tennis
2009,Women,51.5,6,Lake Forest College,Total
2009,Women,3,7,Lawrence University,Volleyball
2009,Women,7,4,Lawrence University,Soccer
2009,Women,4,7,Lawrence University,Cross Country
2009,Women,1,10,Lawrence University,Basketball
2009,Women,4,7,Lawrence University,Swimming & Diving
2009,Women,3,8,Lawrence University,Track & Field (Indoor)
2009,Women,5,6,Lawrence University,Tennis
2009,Women,2,9,Lawrence University,Track & Field (Outdoor)
2009,Women,34.5,9,Lawrence University,Total
2009,Women,5,6,Monmouth College,Volleyball
2009,Women,5.5,5,Monmouth College,Soccer
2009,Women,8,3,Monmouth College,Cross Country
2009,Women,6.5,4,Monmouth College,Basketball
2009,Women,6,5,Monmouth College,Swimming & Diving
2009,Women,10,1,Monmouth College,Track & Field (Indoor)
2009,Women,2,8,Monmouth College,Tennis
2009,Women,10,1,Monmouth College,Track & Field (Outdoor)
2009,Women,66,3,Monmouth College,Total
2009,Women,7,3,Ripon College,Volleyball
2009,Women,3,8,Ripon College,Soccer
2009,Women,5,6,Ripon College,Cross Country
2009,Women,9,2,Ripon College,Basketball
2009,Women,3,8,Ripon College,Swimming & Diving
2009,Women,6,5,Ripon College,Track & Field (Indoor)
2009,Women,2,8,Ripon College,Tennis
2009,Women,6,5,Ripon College,Track & Field (Outdoor)
2009,Women,56,5,Ripon College,Total
2009,Women,10,1,St. Norbert College,Volleyball
2009,Women,8.5,2,St. Norbert College,Soccer
2009,Women,7,4,St. Norbert College,Cross Country
2009,Women,10,1,St. Norbert College,Basketball
2009,Women,8,3,St. Norbert College,Track & Field (Indoor)
2009,Women,10,1,St. Norbert College,Tennis
2009,Women,8,3,St. Norbert College,Track & Field (Outdoor)
2009,Women,78.5,1,St. Norbert College,Total
2010,Men,5,5,Beloit College,Football
2010,Men,3.5,7,Beloit College,Soccer
2010,Men,3,8,Beloit College,Cross Country
2010,Men,3,8,Beloit College,Basketball
2010,Men,5,6,Beloit College,Swimming & Diving
2010,Men,3,8,Beloit College,Track & Field (Indoor)
2010,Men,4,7,Beloit College,Track & Field (Outdoor)
2010,Men,9,2,Beloit College,Baseball
2010,Men,37.5,8,Beloit College,Total
2010,Men,8,2,Carroll University,Football
2010,Men,9.5,1,Carroll University,Soccer
2010,Men,5,6,Carroll University,Cross Country
2010,Men,5,5,Carroll University,Basketball
2010,Men,6,5,Carroll University,Swimming & Diving
2010,Men,7,4,Carroll University,Track & Field (Indoor)
2010,Men,7.5,3,Carroll University,Tennis
2010,Men,5,6,Carroll University,Track & Field (Outdoor)
2010,Men,3.5,7,Carroll University,Baseball
2010,Men,66.5,5,Carroll University,Total
2010,Men,5,5,Grinnell College,Football
2010,Men,8,3,Grinnell College,Soccer
2010,Men,10,1,Grinnell College,Cross Country
2010,Men,8,2,Grinnell College,Basketball
2010,Men,10,1,Grinnell College,Swimming & Diving
2010,Men,5,6,Grinnell College,Track & Field (Indoor)
2010,Men,10,1,Grinnell College,Tennis
2010,Men,8,3,Grinnell College,Track & Field (Outdoor)
2010,Men,8,3,Grinnell College,Baseball
2010,Men,78,1,Grinnell College,Total
2010,Men,5,5,Illinois College,Football
2010,Men,2,9,Illinois College,Soccer
2010,Men,2,9,Illinois College,Cross Country
2010,Men,8,2,Illinois College,Basketball
2010,Men,2.5,8,Illinois College,Swimming & Diving
2010,Men,6,5,Illinois College,Track & Field (Indoor)
2010,Men,3,8,Illinois College,Tennis
2010,Men,6,5,Illinois College,Track & Field (Outdoor)
2010,Men,5.5,5,Illinois College,Baseball
2010,Men,44,7,Illinois College,Total
2010,Men,1,10,Knox College,Football
2010,Men,1,10,Knox College,Soccer
2010,Men,4,7,Knox College,Cross Country
2010,Men,1.5,9,Knox College,Basketball
2010,Men,2.5,8,Knox College,Swimming & Diving
2010,Men,2,9,Knox College,Track & Field (Indoor)
2010,Men,4,7,Knox College,Tennis
2010,Men,3,8,Knox College,Track & Field (Outdoor)
2010,Men,3.5,7,Knox College,Baseball
2010,Men,30.5,9,Knox College,Total
2010,Men,2.5,8,Lake Forest College,Football
2010,Men,6,5,Lake Forest College,Soccer
2010,Men,1,10,Lake Forest College,Cross Country
2010,Men,5,5,Lake Forest College,Basketball
2010,Men,9,2,Lake Forest College,Swimming & Diving
2010,Men,6,5,Lake Forest College,Tennis
2010,Men,29.5,10,Lake Forest College,Total
2010,Men,2.5,8,Lawrence University,Football
2010,Men,7,4,Lawrence University,Soccer
2010,Men,9,2,Lawrence University,Cross Country
2010,Men,5,5,Lawrence University,Basketball
2010,Men,8,3,Lawrence University,Swimming & Diving
2010,Men,4,7,Lawrence University,Track & Field (Indoor)
2010,Men,5,6,Lawrence University,Tennis
2010,Men,2,9,Lawrence University,Track & Field (Outdoor)
2010,Men,2,9,Lawrence University,Baseball
2010,Men,47.5,6,Lawrence University,Total
2010,Men,8,2,Monmouth College,Football
2010,Men,3.5,7,Monmouth College,Soccer
2010,Men,7,4,Monmouth College,Cross Country
2010,Men,1.5,9,Monmouth College,Basketball
2010,Men,7,4,Monmouth College,Swimming & Diving
2010,Men,10,1,Monmouth College,Track & Field (Indoor)
2010,Men,9,2,Monmouth College,Tennis
2010,Men,10,1,Monmouth College,Track & Field (Outdoor)
2010,Men,7,4,Monmouth College,Baseball
2010,Men,72,2,Monmouth College,Total
2010,Men,8,2,Ripon College,Football
2010,Men,9.5,1,Ripon College,Soccer
2010,Men,8,3,Ripon College,Cross Country
2010,Men,8,2,Ripon College,Basketball
2010,Men,4,7,Ripon College,Swimming & Diving
2010,Men,8,3,Ripon College,Track & Field (Indoor)
2010,Men,2,9,Ripon College,Tennis
2010,Men,9,2,Ripon College,Track & Field (Outdoor)
2010,Men,10,1,Ripon College,Baseball
2010,Men,71.5,3,Ripon College,Total
2010,Men,10,1,St. Norbert College,Football
2010,Men,5,6,St. Norbert College,Soccer
2010,Men,6,5,St. Norbert College,Cross Country
2010,Men,10,1,St. Norbert College,Basketball
2010,Men,9,2,St. Norbert College,Track & Field (Indoor)
2010,Men,7.5,3,St. Norbert College,Tennis
2010,Men,7,4,St. Norbert College,Track & Field (Outdoor)
2010,Men,5.5,5,St. Norbert College,Baseball
2010,Men,67,4,St. Norbert College,Total
2010,Women,9.5,1,Beloit College,Volleyball
2010,Women,2,9,Beloit College,Soccer
2010,Women,2,9,Beloit College,Cross Country
2010,Women,5,6,Beloit College,Tennis
2010,Women,6,5,Beloit College,Swimming & Diving
2010,Women,4,7,Beloit College,Track & Field (Indoor)
2010,Women,4,7,Beloit College,Track & Field (Outdoor)
2010,Women,3.5,7,Beloit College,Softball
2010,Women,39,9,Beloit College,Total
2010,Women,6,5,Carroll University,Volleyball
2010,Women,10,1,Carroll University,Soccer
2010,Women,8,3,Carroll University,Cross Country
2010,Women,6,5,Carroll University,Tennis
2010,Women,5,6,Carroll University,Swimming & Diving
2010,Women,8,3,Carroll University,Track & Field (Indoor)
2010,Women,7,4,Carroll University,Track & Field (Outdoor)
2010,Women,1.5,9,Carroll University,Softball
2010,Women,68.5,3,Carroll University,Total
2010,Women,4,6,Grinnell College,Volleyball
2010,Women,5,6,Grinnell College,Soccer
2010,Women,7,4,Grinnell College,Cross Country
2010,Women,10,1,Grinnell College,Tennis
2010,Women,10,1,Grinnell College,Swimming & Diving
2010,Women,6,5,Grinnell College,Track & Field (Indoor)
2010,Women,8,3,Grinnell College,Track & Field (Outdoor)
2010,Women,1.5,9,Grinnell College,Softball
2010,Women,64,4,Grinnell College,Total
2010,Women,2,9,Illinois College,Volleyball
2010,Women,1,10,Illinois College,Soccer
2010,Women,3,8,Illinois College,Cross Country
2010,Women,1,10,Illinois College,Tennis
2010,Women,2,9,Illinois College,Swimming & Diving
2010,Women,7,4,Illinois College,Track & Field (Indoor)
2010,Women,6,5,Illinois College,Track & Field (Outdoor)
2010,Women,5.5,5,Illinois College,Softball
2010,Women,43.5,7,Illinois College,Total
2010,Women,1,10,Knox College,Volleyball
2010,Women,3,8,Knox College,Soccer
2010,Women,1,10,Knox College,Cross Country
2010,Women,4,7,Knox College,Tennis
2010,Women,3,8,Knox College,Swimming & Diving
2010,Women,3,8,Knox College,Track & Field (Indoor)
2010,Women,2,9,Knox College,Track & Field (Outdoor)
2010,Women,3.5,7,Knox College,Softball
2010,Women,28.5,10,Knox College,Total
2010,Women,7.5,3,Lake Forest College,Volleyball
2010,Women,9,2,Lake Forest College,Soccer
2010,Women,5,6,Lake Forest College,Cross Country
2010,Women,9,2,Lake Forest College,Tennis
2010,Women,9,2,Lake Forest College,Swimming & Diving
2010,Women,7,4,Lake Forest College,Softball
2010,Women,53.5,5,Lake Forest College,Total
2010,Women,4,6,Lawrence University,Volleyball
2010,Women,7.5,3,Lawrence University,Soccer
2010,Women,4,7,Lawrence University,Cross Country
2010,Women,7,4,Lawrence University,Tennis
2010,Women,8,3,Lawrence University,Swimming & Diving
2010,Women,2,9,Lawrence University,Track & Field (Indoor)
2010,Women,3,8,Lawrence University,Track & Field (Outdoor)
2010,Women,5.5,5,Lawrence University,Softball
2010,Women,42,8,Lawrence University,Total
2010,Women,9.5,1,Monmouth College,Volleyball
2010,Women,7.5,3,Monmouth College,Soccer
2010,Women,9,2,Monmouth College,Cross Country
2010,Women,2,9,Monmouth College,Tennis
2010,Women,7,4,Monmouth College,Swimming & Diving
2010,Women,10,1,Monmouth College,Track & Field (Indoor)
2010,Women,10,1,Monmouth College,Track & Field (Outdoor)
2010,Women,8,3,Monmouth College,Softball
2010,Women,76,1,Monmouth College,Total
2010,Women,4,6,Ripon College,Volleyball
2010,Women,4,7,Ripon College,Soccer
2010,Women,6,5,Ripon College,Cross Country
2010,Women,3,8,Ripon College,Tennis
2010,Women,4,7,Ripon College,Swimming & Diving
2010,Women,5,6,Ripon College,Track & Field (Indoor)
2010,Women,5,6,Ripon College,Track & Field (Outdoor)
2010,Women,10,1,Ripon College,Softball
2010,Women,52.5,6,Ripon College,Total
2010,Women,7.5,3,St. Norbert College,Volleyball
2010,Women,6,5,St. Norbert College,Soccer
2010,Women,10,1,St. Norbert College,Cross Country
2010,Women,8,3,St. Norbert College,Tennis
2010,Women,9,2,St. Norbert College,Track & Field (Indoor)
2010,Women,9,2,St. Norbert College,Track & Field (Outdoor)
2010,Women,9,2,St. Norbert College,Softball
2010,Women,73.5,2,St. Norbert College,Total
2011,Men,3,8,Beloit College,Football
2011,Men,8.5,2,Beloit College,Soccer
2011,Men,2,9,Beloit College,Cross Country
2011,Men,5,6,Beloit College,Basketball
2011,Men,5,6,Beloit College,Swimming & Diving
2011,Men,2,9,Beloit College,Track & Field (Indoor)
2011,Men,2,9,Beloit College,Track & Field (Outdoor)
2011,Men,9,2,Beloit College,Baseball
2011,Men,38.5,9,Beloit College,Total
2011,Men,7,4,Carroll University,Football
2011,Men,10,1,Carroll University,Soccer
2011,Men,7,4,Carroll University,Cross Country
2011,Men,6.5,4,Carroll University,Basketball
2011,Men,8,3,Carroll University,Swimming & Diving
2011,Men,9,2,Carroll University,Track & Field (Indoor)
2011,Men,7,4,Carroll University,Tennis
2011,Men,8,3,Carroll University,Track & Field (Outdoor)
2011,Men,3.5,7,Carroll University,Baseball
2011,Men,76,1,Carroll University,Total
2011,Men,5,6,Grinnell College,Football
2011,Men,4.5,6,Grinnell College,Soccer
2011,Men,9,2,Grinnell College,Cross Country
2011,Men,9,2,Grinnell College,Basketball
2011,Men,10,1,Grinnell College,Swimming & Diving
2011,Men,5,6,Grinnell College,Track & Field (Indoor)
2011,Men,10,1,Grinnell College,Tennis
2011,Men,6,5,Grinnell College,Track & Field (Outdoor)
2011,Men,8,3,Grinnell College,Baseball
2011,Men,72.5,3,Grinnell College,Total
2011,Men,9,2,Illinois College,Football
2011,Men,4.5,6,Illinois College,Soccer
2011,Men,1,10,Illinois College,Cross Country
2011,Men,2,9,Illinois College,Basketball
2011,Men,2,9,Illinois College,Swimming & Diving
2011,Men,7,4,Illinois College,Track & Field (Indoor)
2011,Men,2,9,Illinois College,Tennis
2011,Men,4,7,Illinois College,Track & Field (Outdoor)
2011,Men,5.5,5,Illinois College,Baseball
2011,Men,42,7,Illinois College,Total
2011,Men,1,10,Knox College,Football
2011,Men,1,10,Knox College,Soccer
2011,Men,6,5,Knox College,Cross Country
2011,Men,1,10,Knox College,Basketball
2011,Men,4,7,Knox College,Swimming & Diving
2011,Men,3,8,Knox College,Track & Field (Indoor)
2011,Men,4,7,Knox College,Tennis
2011,Men,3,8,Knox College,Track & Field (Outdoor)
2011,Men,7,4,Knox College,Baseball
2011,Men,37,10,Knox College,Total
2011,Men,4,7,Lake Forest College,Football
2011,Men,6.5,4,Lake Forest College,Soccer
2011,Men,3,8,Lake Forest College,Cross Country
2011,Men,10,1,Lake Forest College,Basketball
2011,Men,9,2,Lake Forest College,Swimming & Diving
2011,Men,8,3,Lake Forest College,Tennis
2011,Men,40.5,8,Lake Forest College,Total
2011,Men,2,9,Lawrence University,Football
2011,Men,8.5,2,Lawrence University,Soccer
2011,Men,10,1,Lawrence University,Cross Country
2011,Men,4,7,Lawrence University,Basketball
2011,Men,7,4,Lawrence University,Swimming & Diving
2011,Men,4,7,Lawrence University,Track & Field (Indoor)
2011,Men,6,5,Lawrence University,Tennis
2011,Men,5,6,Lawrence University,Track & Field (Outdoor)
2011,Men,2,9,Lawrence University,Baseball
2011,Men,52.5,5,Lawrence University,Total
2011,Men,10,1,Monmouth College,Football
2011,Men,6.5,4,Monmouth College,Soccer
2011,Men,8,3,Monmouth College,Cross Country
2011,Men,3,8,Monmouth College,Basketball
2011,Men,6,5,Monmouth College,Swimming & Diving
2011,Men,10,1,Monmouth College,Track & Field (Indoor)
2011,Men,9,2,Monmouth College,Tennis
2011,Men,10,1,Monmouth College,Track & Field (Outdoor)
2011,Men,3.5,7,Monmouth College,Baseball
2011,Men,74.5,2,Monmouth College,Total
2011,Men,6,5,Ripon College,Football
2011,Men,2.5,8,Ripon College,Soccer
2011,Men,4,7,Ripon College,Cross Country
2011,Men,6.5,4,Ripon College,Basketball
2011,Men,3,8,Ripon College,Swimming & Diving
2011,Men,6,5,Ripon College,Track & Field (Indoor)
2011,Men,3,8,Ripon College,Tennis
2011,Men,7,4,Ripon College,Track & Field (Outdoor)
2011,Men,5.5,5,Ripon College,Baseball
2011,Men,46.5,6,Ripon College,Total
2011,Men,8,3,St. Norbert College,Football
2011,Men,2.5,8,St. Norbert College,Soccer
2011,Men,5,6,St. Norbert College,Cross Country
2011,Men,8,3,St. Norbert College,Basketball
2011,Men,8,3,St. Norbert College,Track & Field (Indoor)
2011,Men,5,6,St. Norbert College,Tennis
2011,Men,9,2,St. Norbert College,Track & Field (Outdoor)
2011,Men,10,1,St. Norbert College,Baseball
2011,Men,64,4,St. Norbert College,Total
2011,Women,2.5,8,Beloit College,Volleyball
2011,Women,1,10,Beloit College,Soccer
2011,Women,5,6,Beloit College,Cross Country
2011,Women,4,7,Beloit College,Tennis
2011,Women,4,7,Beloit College,Swimming & Diving
2011,Women,2,9,Beloit College,Track & Field (Indoor)
2011,Women,3,8,Beloit College,Track & Field (Outdoor)
2011,Women,3.5,7,Beloit College,Softball
2011,Women,27,10,Beloit College,Total
2011,Women,5.5,5,Carroll University,Volleyball
2011,Women,9,1,Carroll University,Soccer
2011,Women,7,4,Carroll University,Cross Country
2011,Women,6,5,Carroll University,Tennis
2011,Women,6,5,Carroll University,Swimming & Diving
2011,Women,9,2,Carroll University,Track & Field (Indoor)
2011,Women,8,3,Carroll University,Track & Field (Outdoor)
2011,Women,9,2,Carroll University,Softball
2011,Women,76,3,Carroll University,Total
2011,Women,7.5,3,Grinnell College,Volleyball
2011,Women,9,1,Grinnell College,Soccer
2011,Women,10,1,Grinnell College,Cross Country
2011,Women,10,1,Grinnell College,Tennis
2011,Women,9,2,Grinnell College,Swimming & Diving
2011,Women,6,5,Grinnell College,Track & Field (Indoor)
2011,Women,6,5,Grinnell College,Track & Field (Outdoor)
2011,Women,1.5,9,Grinnell College,Softball
2011,Women,74.5,4,Grinnell College,Total
2011,Women,4,7,Illinois College,Volleyball
2011,Women,2,9,Illinois College,Soccer
2011,Women,1.5,9,Illinois College,Cross Country
2011,Women,3,8,Illinois College,Swimming & Diving
2011,Women,7,4,Illinois College,Track & Field (Indoor)
2011,Women,7,4,Illinois College,Track & Field (Outdoor)
2011,Women,5.5,5,Illinois College,Softball
2011,Women,38,8,Illinois College,Total
2011,Women,1,10,Knox College,Volleyball
2011,Women,3,8,Knox College,Soccer
2011,Women,1.5,9,Knox College,Cross Country
2011,Women,5,6,Knox College,Tennis
2011,Women,5,6,Knox College,Swimming & Diving
2011,Women,3,8,Knox College,Track & Field (Indoor)
2011,Women,2,9,Knox College,Track & Field (Outdoor)
2011,Women,3.5,7,Knox College,Softball
2011,Women,32,9,Knox College,Total
2011,Women,7.5,3,Lake Forest College,Volleyball
2011,Women,4,7,Lake Forest College,Soccer
2011,Women,3,8,Lake Forest College,Cross Country
2011,Women,7.5,3,Lake Forest College,Tennis
2011,Women,10,1,Lake Forest College,Swimming & Diving
2011,Women,7,4,Lake Forest College,Softball
2011,Women,45.5,6,Lake Forest College,Total
2011,Women,5.5,5,Lawrence University,Volleyball
2011,Women,6.5,4,Lawrence University,Soccer
2011,Women,6,5,Lawrence University,Cross Country
2011,Women,7.5,3,Lawrence University,Tennis
2011,Women,7,4,Lawrence University,Swimming & Diving
2011,Women,4,7,Lawrence University,Track & Field (Indoor)
2011,Women,4,7,Lawrence University,Track & Field (Outdoor)
2011,Women,1.5,9,Lawrence University,Softball
2011,Women,43,7,Lawrence University,Total
2011,Women,9,2,Monmouth College,Volleyball
2011,Women,6.5,4,Monmouth College,Soccer
2011,Women,9,2,Monmouth College,Cross Country
2011,Women,2,9,Monmouth College,Tennis
2011,Women,8,3,Monmouth College,Swimming & Diving
2011,Women,10,1,Monmouth College,Track & Field (Indoor)
2011,Women,10,1,Monmouth College,Track & Field (Outdoor)
2011,Women,8,3,Monmouth College,Softball
2011,Women,78.5,2,Monmouth College,Total
2011,Women,2.5,8,Ripon College,Volleyball
2011,Women,5,6,Ripon College,Soccer
2011,Women,4,7,Ripon College,Cross Country
2011,Women,3,8,Ripon College,Tennis
2011,Women,2,9,Ripon College,Swimming & Diving
2011,Women,5,6,Ripon College,Track & Field (Indoor)
2011,Women,5,6,Ripon College,Track & Field (Outdoor)
2011,Women,5.5,5,Ripon College,Softball
2011,Women,46.5,5,Ripon College,Total
2011,Women,10,1,St. Norbert College,Volleyball
2011,Women,9,1,St. Norbert College,Soccer
2011,Women,8,3,St. Norbert College,Cross Country
2011,Women,9,2,St. Norbert College,Tennis
2011,Women,8,3,St. Norbert College,Track & Field (Indoor)
2011,Women,9,2,St. Norbert College,Track & Field (Outdoor)
2011,Women,10,1,St. Norbert College,Softball
2011,Women,79,1,St. Norbert College,Total
2012,Men,1,11,Beloit College,Football
2012,Men,9,3,Beloit College,Soccer
2012,Men,3,9,Beloit College,Cross Country
2012,Men,6,6,Beloit College,Basketball
2012,Men,6,6,Beloit College,Swimming & Diving
2012,Men,2,10,Beloit College,Track & Field (Indoor)
2012,Men,2,10,Beloit College,Track & Field (Outdoor)
2012,Men,6.5,5,Beloit College,Baseball
2012,Men,35.5,11,Beloit College,Total
2012,Men,8.5,3,Carroll University,Football
2012,Men,10,2,Carroll University,Soccer
2012,Men,7,5,Carroll University,Cross Country
2012,Men,9,3,Carroll University,Basketball
2012,Men,7,5,Carroll University,Swimming & Diving
2012,Men,8,4,Carroll University,Track & Field (Indoor)
2012,Men,8,4,Carroll University,Tennis
2012,Men,8,4,Carroll University,Track & Field (Outdoor)
2012,Men,4.5,7,Carroll University,Baseball
2012,Men,79,3,Carroll University,Total
2012,Men,5,7,Cornell College,Football
2012,Men,1,11,Cornell College,Soccer
2012,Men,5,7,Cornell College,Cross Country
2012,Men,5,7,Cornell College,Basketball
2012,Men,5,7,Cornell College,Track & Field (Indoor)
2012,Men,5,7,Cornell College,Tennis
2012,Men,4,8,Cornell College,Track & Field (Outdoor)
2012,Men,6.5,5,Cornell College,Baseball
2012,Men,36.5,10,Cornell College,Total
2012,Men,3,8,Grinnell College,Football
2012,Men,8,4,Grinnell College,Soccer
2012,Men,11,1,Grinnell College,Cross Country
2012,Men,10,2,Grinnell College,Basketball
2012,Men,11,1,Grinnell College,Swimming & Diving
2012,Men,6,6,Grinnell College,Track & Field (Indoor)
2012,Men,11,1,Grinnell College,Tennis
2012,Men,9,3,Grinnell College,Track & Field (Outdoor)
2012,Men,8,4,Grinnell College,Baseball
2012,Men,84.5,2,Grinnell College,Total
2012,Men,8.5,3,Illinois College,Football
2012,Men,2.5,9,Illinois College,Soccer
2012,Men,2,10,Illinois College,Cross Country
2012,Men,3.5,8,Illinois College,Basketball
2012,Men,5,7,Illinois College,Swimming & Diving
2012,Men,7,5,Illinois College,Track & Field (Indoor)
2012,Men,1,10,Illinois College,Tennis
2012,Men,6,6,Illinois College,Track & Field (Outdoor)
2012,Men,4.5,7,Illinois College,Baseball
2012,Men,46,7,Illinois College,Total
2012,Men,3,8,Knox College,Football
2012,Men,2.5,9,Knox College,Soccer
2012,Men,6,6,Knox College,Cross Country
2012,Men,1,11,Knox College,Basketball
2012,Men,4,8,Knox College,Swimming & Diving
2012,Men,3,9,Knox College,Track & Field (Indoor)
2012,Men,4,8,Knox College,Tennis
2012,Men,3,9,Knox College,Track & Field (Outdoor)
2012,Men,9,3,Knox College,Baseball
2012,Men,40.5,9,Knox College,Total
2012,Men,10.5,1,Lake Forest College,Football
2012,Men,11,1,Lake Forest College,Soccer
2012,Men,4,8,Lake Forest College,Cross Country
2012,Men,2,10,Lake Forest College,Basketball
2012,Men,10,2,Lake Forest College,Swimming & Diving
2012,Men,6,6,Lake Forest College,Tennis
2012,Men,43.5,8,Lake Forest College,Total
2012,Men,3,8,Lawrence University,Football
2012,Men,6,6,Lawrence University,Soccer
2012,Men,10,2,Lawrence University,Cross Country
2012,Men,7.5,4,Lawrence University,Basketball
2012,Men,8,4,Lawrence University,Swimming & Diving
2012,Men,4,8,Lawrence University,Track & Field (Indoor)
2012,Men,10,2,Lawrence University,Tennis
2012,Men,5,7,Lawrence University,Track & Field (Outdoor)
2012,Men,2.5,9,Lawrence University,Baseball
2012,Men,63.5,5,Lawrence University,Total
2012,Men,6.5,5,Monmouth College,Football
2012,Men,4.5,7,Monmouth College,Soccer
2012,Men,8,4,Monmouth College,Cross Country
2012,Men,3.5,8,Monmouth College,Basketball
2012,Men,9,3,Monmouth College,Swimming & Diving
2012,Men,11,1,Monmouth College,Track & Field (Indoor)
2012,Men,9,3,Monmouth College,Tennis
2012,Men,11,1,Monmouth College,Track & Field (Outdoor)
2012,Men,2.5,9,Monmouth College,Baseball
2012,Men,75,4,Monmouth College,Total
2012,Men,6.5,5,Ripon College,Football
2012,Men,4.5,7,Ripon College,Soccer
2012,Men,1,11,Ripon College,Cross Country
2012,Men,7.5,4,Ripon College,Basketball
2012,Men,3,9,Ripon College,Swimming & Diving
2012,Men,9,3,Ripon College,Track & Field (Indoor)
2012,Men,3,9,Ripon College,Tennis
2012,Men,7,5,Ripon College,Track & Field (Outdoor)
2012,Men,11,1,Ripon College,Baseball
2012,Men,56.5,6,Ripon College,Total
2012,Men,10.5,1,St. Norbert College,Football
2012,Men,7,5,St. Norbert College,Soccer
2012,Men,9,3,St. Norbert College,Cross Country
2012,Men,11,1,St. Norbert College,Basketball
2012,Men,10,2,St. Norbert College,Track & Field (Indoor)
2012,Men,7,5,St. Norbert College,Tennis
2012,Men,10,2,St. Norbert College,Track & Field (Outdoor)
2012,Men,10,2,St. Norbert College,Baseball
2012,Men,85.5,1,St. Norbert College,Total
2012,Women,2,10,Beloit College,Volleyball
2012,Women,3.5,8,Beloit College,Soccer
2012,Women,5,7,Beloit College,Cross Country
2012,Women,6,6,Beloit College,Tennis
2012,Women,5,7,Beloit College,Swimming & Diving
2012,Women,4,8,Beloit College,Track & Field (Indoor)
