Year,Gender,Total Expense,Operating Expense,Undergrads,School,Sport
2013,Women,100818,26036,612,Cornell College,Softball
2013,Women,34110,9677,612,Cornell College,Tennis
2013,Women,568486,102353,612,Cornell College,Total
2013,Women,27455,7076,612,Cornell College,Track & Field (Indoor)
2013,Women,33819,10614,612,Cornell College,Track & Field (Outdoor)
2013,Women,42141,9220,612,Cornell College,Cross Country
2013,Women,113410,25301,612,Cornell College,Volleyball
2013,Women,103415,26910,612,Cornell College,All Track Combined
2014,Men,109993,29197,501,Cornell College,All Track Combined
2014,Men,158479,65923,501,Cornell College,Baseball
2014,Men,178915,33212,501,Cornell College,Basketball
2014,Men,345308,82565,501,Cornell College,Football
2014,Men,108020,37418,501,Cornell College,Lacrosse
2014,Men,61108,16448,501,Cornell College,Soccer
2014,Men,53672,15004,501,Cornell College,Tennis
2014,Men,1205975,313954,501,Cornell College,Total
2014,Men,190480,34187,501,Cornell College,Wrestling
2014,Women,116415,35620,576,Cornell College,All Track Combined
2014,Women,234625,25501,576,Cornell College,Basketball
2014,Women,81170,22963,576,Cornell College,Lacrosse
2014,Women,68079,14619,576,Cornell College,Soccer
2014,Women,130904,42361,576,Cornell College,Softball
2014,Women,37356,11350,576,Cornell College,Tennis
2014,Women,790794,189571,576,Cornell College,Total
2014,Women,122245,37157,576,Cornell College,Volleyball
2015,Men,114700,34545,505,Cornell College,All Track Combined
2015,Men,173276,77579,505,Cornell College,Baseball
2015,Men,176090,23498,505,Cornell College,Basketball
2015,Men,338664,65380,505,Cornell College,Football
2015,Men,100522,29458,505,Cornell College,Lacrosse
2015,Men,83409,17039,505,Cornell College,Soccer
2015,Men,70628,11476,505,Cornell College,Tennis
2015,Men,1249225,310171,505,Cornell College,Total
2015,Men,191936,51196,505,Cornell College,Wrestling
2015,Women,125800,37423,526,Cornell College,All Track Combined
2015,Women,224963,26810,526,Cornell College,Basketball
2015,Women,74045,19831,526,Cornell College,Lacrosse
2015,Women,83492,17217,526,Cornell College,Soccer
2015,Women,116453,30447,526,Cornell College,Softball
2015,Women,17152,10025,526,Cornell College,Tennis
2015,Women,777477,178252,526,Cornell College,Total
2015,Women,135572,36499,526,Cornell College,Volleyball
2016,Men,203445,80649,489,Cornell College,Baseball
2016,Men,160232,35122,489,Cornell College,Basketball
2016,Men,380269,99478,489,Cornell College,Football
2016,Men,108612,36472,489,Cornell College,Lacrosse
2016,Men,125610,20143,489,Cornell College,Soccer
2016,Men,43977,16458,489,Cornell College,Tennis
2016,Men,1327852,361798,489,Cornell College,Total
2016,Men,32311,10674,489,Cornell College,Track & Field (Indoor)
2016,Men,33707,12070,489,Cornell College,Track & Field (Outdoor)
2016,Men,45467,11689,489,Cornell College,Cross Country
2016,Men,194222,39043,489,Cornell College,Wrestling
2016,Men,111485,34433,489,Cornell College,All Track Combined
2016,Women,250471,26581,484,Cornell College,Basketball
2016,Women,89939,24579,484,Cornell College,Lacrosse
2016,Women,70548,17917,484,Cornell College,Soccer
2016,Women,130908,52224,484,Cornell College,Softball
2016,Women,43999,15005,484,Cornell College,Tennis
2016,Women,819362,199480,484,Cornell College,Total
2016,Women,32311,10674,484,Cornell College,Track & Field (Indoor)
2016,Women,33707,12070,484,Cornell College,Track & Field (Outdoor)
2016,Women,45467,11689,484,Cornell College,Cross Country
2016,Women,122012,28741,484,Cornell College,Volleyball
2016,Women,111485,34433,484,Cornell College,All Track Combined
2017,Men,124021,39410,507,Cornell College,All Track Combined
2017,Men,198862,73365,507,Cornell College,Baseball
2017,Men,136701,32570,507,Cornell College,Basketball
2017,Men,361076,67424,507,Cornell College,Football
2017,Men,102987,31927,507,Cornell College,Lacrosse
2017,Men,83563,18325,507,Cornell College,Soccer
2017,Men,36994,11109,507,Cornell College,Tennis
2017,Men,1256316,305873,507,Cornell College,Total
2017,Men,212112,31743,507,Cornell College,Wrestling
2017,Women,114285,29674,491,Cornell College,All Track Combined
2017,Women,249973,36487,491,Cornell College,Basketball
2017,Women,95365,22650,491,Cornell College,Lacrosse
2017,Women,67929,17625,491,Cornell College,Soccer
2017,Women,117823,55644,491,Cornell College,Softball
2017,Women,38430,9754,491,Cornell College,Tennis
2017,Women,832827,203975,491,Cornell College,Total
2017,Women,149022,32141,491,Cornell College,Volleyball
2018,Men,119933,30662,527,Cornell College,All Track Combined
2018,Men,251406,83144,527,Cornell College,Baseball
2018,Men,144366,25721,527,Cornell College,Basketball
2018,Men,350718,97015,527,Cornell College,Football
2018,Men,106637,35713,527,Cornell College,Lacrosse
2018,Men,99066,29121,527,Cornell College,Soccer
2018,Men,48843,13739,527,Cornell College,Tennis
2018,Men,1347481,351584,527,Cornell College,Total
2018,Men,226512,36469,527,Cornell College,Wrestling
2018,Women,129927,33217,487,Cornell College,All Track Combined
2018,Women,259879,32893,487,Cornell College,Basketball
2018,Women,106014,38558,487,Cornell College,Lacrosse
2018,Women,67005,12546,487,Cornell College,Soccer
2018,Women,121036,47584,487,Cornell College,Softball
2018,Women,41244,10872,487,Cornell College,Tennis
2018,Women,873982,215391,487,Cornell College,Total
2018,Women,148877,39721,487,Cornell College,Volleyball
2019,Men,95394,14019,535,Cornell College,All Track Combined
2019,Men,284029,77870,535,Cornell College,Baseball
2019,Men,146920,25972,535,Cornell College,Basketball
2019,Men,444412,37259,535,Cornell College,Football
2019,Men,101130,17374,535,Cornell College,Lacrosse
2019,Men,96740,19734,535,Cornell College,Soccer
2019,Men,41238,11216,535,Cornell College,Tennis
2019,Men,1392514,246822,535,Cornell College,Total
2019,Men,182651,43378,535,Cornell College,Wrestling
2019,Women,88056,12778,479,Cornell College,All Track Combined
2019,Women,270829,38347,479,Cornell College,Basketball
2019,Women,91158,13427,479,Cornell College,Lacrosse
2019,Women,76708,9386,479,Cornell College,Soccer
2019,Women,115436,16213,479,Cornell College,Softball
2019,Women,35762,8036,479,Cornell College,Tennis
2019,Women,822381,125653,479,Cornell College,Total
2019,Women,144432,27466,479,Cornell College,Volleyball
2020,Men,58871,8515,512,Cornell College,All Track Combined
2020,Men,103945,39868,512,Cornell College,Baseball
2020,Men,111270,11306,512,Cornell College,Basketball
2020,Men,442339,18888,512,Cornell College,Football
2020,Men,83376,17554,512,Cornell College,Lacrosse
2020,Men,59860,5160,512,Cornell College,Soccer
2020,Men,23361,2642,512,Cornell College,Tennis
2020,Men,1014621,117050,512,Cornell College,Total
2020,Men,131599,13117,512,Cornell College,Wrestling
2020,Women,58871,8682,479,Cornell College,All Track Combined
2020,Women,123217,4083,479,Cornell College,Basketball
2020,Women,68303,12509,479,Cornell College,Lacrosse
2020,Women,46600,120,479,Cornell College,Soccer
2020,Women,70357,13706,479,Cornell College,Softball
2020,Women,27643,7417,479,Cornell College,Tennis
2020,Women,494788,50415,479,Cornell College,Total
2020,Women,99797,3898,479,Cornell College,Volleyball
2021,Men,120483,35316,541,Cornell College,All Track Combined
2021,Men,233165,118908,541,Cornell College,Baseball
2021,Men,157896,50173,541,Cornell College,Basketball
2021,Men,488348,83631,541,Cornell College,Football
2021,Men,169564,69545,541,Cornell College,Lacrosse
2021,Men,98417,28716,541,Cornell College,Soccer
2021,Men,48737,11441,541,Cornell College,Tennis
2021,Men,1560115,473326,541,Cornell College,Total
2021,Men,243505,75596,541,Cornell College,Wrestling
2021,Women,120483,35316,496,Cornell College,All Track Combined
2021,Women,219188,48786,496,Cornell College,Basketball
2021,Women,95115,28988,496,Cornell College,Lacrosse
2021,Women,63302,14739,496,Cornell College,Soccer
2021,Women,152187,59864,496,Cornell College,Softball
2021,Women,14861,10070,496,Cornell College,Tennis
2021,Women,834657,259646,496,Cornell College,Total
2021,Women,169521,61883,496,Cornell College,Volleyball
2022,Men,305212,121538,550,Cornell College,Baseball
2022,Men,152134,33921,550,Cornell College,Basketball
2022,Men,504059,84247,550,Cornell College,Football
2022,Men,162154,71045,550,Cornell College,Lacrosse
2022,Men,98513,25504,550,Cornell College,Soccer
2022,Men,72325,16393,550,Cornell College,Tennis
2022,Men,1708410,398366,550,Cornell College,Total
2022,Men,49486,21497,550,Cornell College,Track & Field (Indoor)
2022,Men,49486,21497,550,Cornell College,Track & Field (Outdoor)
2022,Men,46580,19481,550,Cornell College,Cross Country
2022,Men,268461,101411,550,Cornell College,Wrestling
2022,Men,145552,62475,550,Cornell College,All Track Combined
2022,Women,258320,43303,505,Cornell College,Basketball
2022,Women,124545,48643,505,Cornell College,Lacrosse
2022,Women,72407,20401,505,Cornell College,Soccer
2022,Women,170391,81188,505,Cornell College,Softball
2022,Women,22455,17303,505,Cornell College,Tennis
2022,Women,1091570,243280,505,Cornell College,Total
2022,Women,49486,9877,505,Cornell College,Track & Field (Indoor)
2022,Women,49486,9877,505,Cornell College,Track & Field (Outdoor)
2022,Women,46580,6776,505,Cornell College,Cross Country
2022,Women,297900,49215,505,Cornell College,Volleyball
2022,Women,145552,26530,505,Cornell College,All Track Combined
2003,Men,52839,24474,669,Grinnell College,Baseball
2003,Men,56971,30606,669,Grinnell College,Basketball
2003,Men,116388,43840,669,Grinnell College,Football
2003,Men,37954,10221,669,Grinnell College,Golf
2003,Men,38038,19896,669,Grinnell College,Soccer
2003,Men,48755,19766,669,Grinnell College,Swimming & Diving
2003,Men,32454,11787,669,Grinnell College,Tennis
2003,Men,484939,183370,669,Grinnell College,Total
2003,Men,36889,7243,669,Grinnell College,Track & Field (Indoor)
2003,Men,36889,7243,669,Grinnell College,Track & Field (Outdoor)
2003,Men,27762,8294,669,Grinnell College,Cross Country
2003,Men,101540,22780,669,Grinnell College,All Track Combined
2003,Women,54590,30923,816,Grinnell College,Basketball
2003,Women,31197,4832,816,Grinnell College,Golf
2003,Women,39651,18251,816,Grinnell College,Soccer
2003,Women,49678,20496,816,Grinnell College,Softball
2003,Women,47338,18349,816,Grinnell College,Swimming & Diving
2003,Women,17436,6887,816,Grinnell College,Tennis
2003,Women,351277,136891,816,Grinnell College,Total
2003,Women,23561,6027,816,Grinnell College,Track & Field (Indoor)
2003,Women,23561,6027,816,Grinnell College,Track & Field (Outdoor)
2003,Women,22490,4957,816,Grinnell College,Cross Country
2003,Women,41775,20142,816,Grinnell College,Volleyball
2003,Women,69612,17011,816,Grinnell College,All Track Combined
2004,Men,55167,25045,694,Grinnell College,Baseball
2004,Men,54290,23233,694,Grinnell College,Basketball
2004,Men,118807,46967,694,Grinnell College,Football
2004,Men,41413,11862,694,Grinnell College,Golf
2004,Men,32805,15741,694,Grinnell College,Soccer
2004,Men,51173,20180,694,Grinnell College,Swimming & Diving
2004,Men,33511,11978,694,Grinnell College,Tennis
2004,Men,488042,178944,694,Grinnell College,Total
2004,Men,29606,6323,694,Grinnell College,Track & Field (Indoor)
2004,Men,32768,9485,694,Grinnell College,Track & Field (Outdoor)
2004,Men,38502,8130,694,Grinnell College,Cross Country
2004,Men,100876,23938,694,Grinnell College,All Track Combined
2004,Women,43691,19158,835,Grinnell College,Basketball
2004,Women,31783,4216,835,Grinnell College,Golf
2004,Women,35506,15661,835,Grinnell College,Soccer
2004,Women,57472,21872,835,Grinnell College,Softball
2004,Women,52469,21266,835,Grinnell College,Swimming & Diving
2004,Women,29115,12352,835,Grinnell College,Tennis
2004,Women,399994,132218,835,Grinnell College,Total
2004,Women,26354,4738,835,Grinnell College,Track & Field (Indoor)
2004,Women,28723,7107,835,Grinnell College,Track & Field (Outdoor)
2004,Women,34126,6893,835,Grinnell College,Cross Country
2004,Women,60755,18955,835,Grinnell College,Volleyball
2004,Women,89203,18738,835,Grinnell College,All Track Combined
2005,Men,59021,26945,701,Grinnell College,Baseball
2005,Men,56541,23788,701,Grinnell College,Basketball
2005,Men,128112,50136,701,Grinnell College,Football
2005,Men,47759,17593,701,Grinnell College,Golf
2005,Men,35952,19081,701,Grinnell College,Soccer
2005,Men,53950,20197,701,Grinnell College,Swimming & Diving
2005,Men,35816,12851,701,Grinnell College,Tennis
2005,Men,522505,195317,701,Grinnell College,Total
2005,Men,29973,5681,701,Grinnell College,Track & Field (Indoor)
2005,Men,32925,8521,701,Grinnell College,Track & Field (Outdoor)
2005,Men,42456,10524,701,Grinnell College,Cross Country
2005,Men,105354,24726,701,Grinnell College,All Track Combined
2005,Women,47993,21314,845,Grinnell College,Basketball
2005,Women,33984,4518,845,Grinnell College,Golf
2005,Women,47598,19341,845,Grinnell College,Soccer
2005,Women,61237,24637,845,Grinnell College,Softball
2005,Women,55559,21837,845,Grinnell College,Swimming & Diving
2005,Women,27196,10397,845,Grinnell College,Tennis
2005,Women,409848,139952,845,Grinnell College,Total
2005,Women,28664,5948,845,Grinnell College,Track & Field (Indoor)
2005,Women,31638,8923,845,Grinnell College,Track & Field (Outdoor)
2005,Women,36551,8018,845,Grinnell College,Cross Country
2005,Women,39428,15019,845,Grinnell College,Volleyball
2005,Women,96853,22889,845,Grinnell College,All Track Combined
2006,Men,70001,38543,701,Grinnell College,Baseball
2006,Men,67173,34207,701,Grinnell College,Basketball
2006,Men,139432,50674,701,Grinnell College,Football
2006,Men,31829,14829,701,Grinnell College,Golf
2006,Men,38605,18605,701,Grinnell College,Soccer
2006,Men,56008,21600,701,Grinnell College,Swimming & Diving
2006,Men,38307,14207,701,Grinnell College,Tennis
2006,Men,540188,221966,701,Grinnell College,Total
2006,Men,22102,7596,701,Grinnell College,Track & Field (Indoor)
2006,Men,33153,11393,701,Grinnell College,Track & Field (Outdoor)
2006,Men,43578,10312,701,Grinnell College,Cross Country
2006,Men,98833,29301,701,Grinnell College,All Track Combined
2006,Women,51461,24361,845,Grinnell College,Basketball
2006,Women,36888,6922,845,Grinnell College,Golf
2006,Women,47384,19518,845,Grinnell College,Soccer
2006,Women,62883,24251,845,Grinnell College,Softball
2006,Women,56888,22480,845,Grinnell College,Swimming & Diving
2006,Women,26457,9291,845,Grinnell College,Tennis
2006,Women,413819,151949,845,Grinnell College,Total
2006,Women,19409,6356,845,Grinnell College,Track & Field (Indoor)
2006,Women,29115,9535,845,Grinnell College,Track & Field (Outdoor)
2006,Women,39414,9781,845,Grinnell College,Cross Country
2006,Women,43920,19454,845,Grinnell College,Volleyball
2006,Women,87938,25672,845,Grinnell College,All Track Combined
2007,Men,87815,31656,753,Grinnell College,Baseball
2007,Men,86295,32043,753,Grinnell College,Basketball
2007,Men,224058,67876,753,Grinnell College,Football
2007,Men,43972,17134,753,Grinnell College,Golf
2007,Men,76005,22475,753,Grinnell College,Soccer
2007,Men,91522,22947,753,Grinnell College,Swimming & Diving
2007,Men,50494,14114,753,Grinnell College,Tennis
2007,Men,867924,236193,753,Grinnell College,Total
2007,Men,59865,6374,753,Grinnell College,Track & Field (Indoor)
2007,Men,73669,9561,753,Grinnell College,Track & Field (Outdoor)
2007,Men,74229,12013,753,Grinnell College,Cross Country
2007,Men,207763,27948,753,Grinnell College,All Track Combined
2007,Women,57885,25053,864,Grinnell College,Basketball
2007,Women,43695,5039,864,Grinnell College,Golf
2007,Women,71336,23770,864,Grinnell College,Soccer
2007,Women,63757,22537,864,Grinnell College,Softball
2007,Women,92805,24230,864,Grinnell College,Swimming & Diving
2007,Women,46876,12778,864,Grinnell College,Tennis
2007,Women,634031,151935,864,Grinnell College,Total
2007,Women,56087,5191,864,Grinnell College,Track & Field (Indoor)
2007,Women,64475,7787,864,Grinnell College,Track & Field (Outdoor)
2007,Women,79423,8070,864,Grinnell College,Cross Country
2007,Women,57692,17480,864,Grinnell College,Volleyball
2007,Women,199985,21048,864,Grinnell College,All Track Combined
2008,Men,114952,76380,760,Grinnell College,Baseball
2008,Men,83251,42860,760,Grinnell College,Basketball
2008,Men,188566,83737,760,Grinnell College,Football
2008,Men,50725,30036,760,Grinnell College,Golf
2008,Men,68783,43392,760,Grinnell College,Soccer
2008,Men,74816,34818,760,Grinnell College,Swimming & Diving
2008,Men,57926,27436,760,Grinnell College,Tennis
2008,Men,790245,393258,760,Grinnell College,Total
2008,Men,35006,11266,760,Grinnell College,Track & Field (Indoor)
2008,Men,49637,16897,760,Grinnell College,Track & Field (Outdoor)
2008,Men,66583,26436,760,Grinnell College,Cross Country
2008,Men,151226,54599,760,Grinnell College,All Track Combined
2008,Women,57725,34607,876,Grinnell College,Basketball
2008,Women,50800,16544,876,Grinnell College,Golf
